Name,Wins,Losses,Record,Neustadl,Weighted Neustadl,Rank,Inverse Rank,Weight,Sanyaku,Starting Rank,Beats
Kitanoumi,14,1,26,115,170.4248,0,62,3.79,Y1e,Y1e,Kotokaze;Chiyonofuji;Kaiki;Arase;Kaiketsu;Asahikuni;Kurama;Dewanohana;Fujizakura;Tamanofuji;Kirinji;Takanohana;Mienoumi;Wakanohana
Wajima,1,14,-26,6,10.8892,1,61,3.79,Y1w,Y1w,Fujizakura
Wakanohana,12,3,18,100,146.0368,2,60,3.79,Y2e,Y2e,Tamanofuji;Banryuyama;Masuiyama;Arase;Takamiyama;Dewanohana;Kurama;Kaiketsu;Kirinji;Kaiki;Mienoumi;Asahikuni
Mienoumi,10,5,10,77,112.53790000000001,3,59,2.2896,O1e,O1e,Kaiki;Kurama;Takamiyama;Banryuyama;Kotokaze;Tamanofuji;Masuiyama;Arase;Takanohana;Asahikuni
Asahikuni,3,12,-18,20,31.1262,4,58,2.2896,O1w,O1w,Kotokaze;Fujizakura;Arase
Takanohana,8,7,2,56,81.53,5,57,2.2896,O2w,O2w,Tamanofuji;Banryuyama;Kurama;Chiyonofuji;Fujizakura;Arase;Asahikuni;Takamiyama
Masuiyama,8,7,2,57,88.90899999999999,6,56,1.5961,S1e,S1e,Asahikuni;Tamanofuji;Kotokaze;Fujizakura;Takanohana;Kaiki;Takamiyama;Kaiketsu
Fujizakura,5,10,-10,46,70.59249999999999,7,55,1.5961,S1w,S1w,Mienoumi;Wakanohana;Kurama;Dewanohana;Kaiki
Tamanofuji,8,7,2,48,79.6542,8,54,1.2755,K1e,K1e,Wajima;Dewanohana;Arase;Asahikuni;Kotokaze;Fujizakura;Takamiyama;Kaiketsu
Kotokaze,7,8,-2,61,94.3851,9,53,1.2755,K1w,K1w,Fujizakura;Banryuyama;Wakanohana;Dewanohana;Takamiyama;Kurama;Takanohana
Takamiyama,5,10,-10,48,65.69579999999999,10,52,1.1274,,M1e,Asahikuni;Arase;Kirinji;Futatsuryu;Kitanoumi
Kurama,8,7,2,57,79.3041,11,51,1.1274,,M1w,Wajima;Tochiakagi;Tamanofuji;Masuiyama;Asahikuni;Tamakiyama;Dewanohana;Aobayama
Dewanohana,6,9,-6,42,60.656299999999995,12,50,1.0589,,M2e,Takanohana;Asahikuni;Wajima;Aobajo;Masuiyama;Kaiketsu
Arase,5,10,-10,38,48.01899999999999,13,49,1.0589,,M2w,Masuiyama;Kotokaze;Masudayama;Chiyonofuji;Futatsuryu
Kaiki,5,10,-10,31,34.0759,14,48,1.0272,,M3e,Tochiakagi;Chiyonofuji;Oshio;Masudayama;Asahikuni
Banryuyama,10,5,10,69,93.4708,15,47,1.0272,,M3w,Kaiki;Chiyonofuji;Arase;Takamiyama;Fujizakura;Aobayama;Aobajo;Asahikuni;Kurama;Tamanofuji
Chiyonofuji,4,11,-14,28,32.6237,16,46,1.0126,,M4e,Kaiketsu;Washuyama;Taiko;Taniarashi
Kaiketsu,8,7,2,62,83.63349999999998,17,45,1.0126,,M4w,Takamiyama;Masudayama;Kaneshiro;Takanohana;Asahikuni;Aobayama;Mienoumi;Fujizakura
Tochiakagi,7,8,-2,49,54.9127,18,44,1.0058,,M5e,Tamakiyama;Oshio;Taiko;Chiyonofuji;Kurosegawa;Fujizakura;Arase
Kirinji,12,3,18,109,142.03450000000004,19,43,1.0058,,M5w,Tochiakagi;Dewanohana;Misugiiso;Kurohimeyama;Kaiketsu;Kurosegawa;Mienoumi;Tamakiyama;Takanohana;Masuiyama;Kotokaze;Banryuyama
Aobayama,8,7,2,69,70.1335,20,42,1.0027,,M6e,Oshio;Taiko;Kurosegawa;Washuyama;Futatsuryu;Kurohimeyama;Tamakiyama;Kaneshiro
Aobajo,8,7,2,62,66.40690000000001,21,41,1.0027,,M6w,Aobayama;Kurosegawa;Oshio;Washuyama;Taniarashi;Takamiyama;Chiyonofuji;Takanosato
Kaneshiro,10,5,10,79,90.4256,22,40,1.0012,,M7e,Chiyonofuji;Kotowaka;Kaiki;Misugiiso;Taniarashi;Takanosato;Terunoyama;Aobajo;Kotokaze;Masuiyama
Masudayama,5,10,-10,34,38.4387,23,39,1.0012,,M7w,Takanosato;Taiko;Chiyonofuji;Kurohimeyama;Takamiyama
Takanosato,9,6,6,72,74.292,24,38,1.0006,,M8e,Oshio;Kaiki;Kurohimeyama;Chiyonofuji;Washuyama;Futatsuryu;Tochiakagi;Aobayama;Misugiiso
Futatsuryu,9,6,6,74,81.95039999999999,25,37,1.0006,,M8w,Kaneshiro;Kotowaka;Terunoyama;Misugiiso;Tochiakagi;Taiko;Kurohimeyama;Aobajo;Dewanohana
Tamakiyama,8,7,2,61,61.4099,26,36,1.0003,,M9e,Aobajo;Taniarashi;Oshio;Futatsuryu;Terunoyama;Taiko;Masudayama;Kurosegawa
Kurohimeyama,7,8,-2,51,53.331999999999994,27,35,1.0003,,M9w,Tamakiyama;Taniarashi;Kotowaka;Taiko;Kurosegawa;Kaiki;Arase
Washuyama,7,8,-2,49,49.9156,28,34,1.0001,,M10e,Terunoyama;Tochiakagi;Kurohimeyama;Taiko;Masudayama;Taniarashi;Tamakiyama
Oshio,7,8,-2,52,52.274,29,33,1.0001,,M10w,Washuyama;Terunoyama;Chiyonofuji;Masudayama;Kotowaka;Kotonofuji;Kurohimeyama
Misugiiso,9,6,6,69,76.1109,30,32,1.0001,,M11e,Taiko;Masudayama;Aobayama;Aobajo;Tochiakagi;Kurohimeyama;Tamakiyama;Dewanohana;Washuyama
Taiko,4,11,-14,37,38.0864,31,31,1.0001,,M11w,Kaneshiro;Aobajo;Kotowaka;Oshio
Kotowaka,8,7,2,66,66.90329999999999,32,30,1,,M12e,Aobayama;Washuyama;Hoo;Masudayama;Tochiakagi;Misugiiso;Ogata;Terunoyama
Kurosegawa,9,6,6,77,79.4658,33,28,1,,M12w,Kotowaka;Takanosato;Washuyama;Futatsuryu;Kaneshiro;Taniarashi;Misugiiso;Terunoyama;Kaiki
Terunoyama,6,9,-6,52,52.19250000000001,34,27,1,,M13e,Masudayama;Takanosato;Ogata;Kitaseumi;Kotonofuji;Daio
Taniarashi,5,10,-10,41,41.1942,35,26,1,,M13w,Terunoyama;Takanosato;Kotonofuji;Masudayama;Hoo
Kitaseumi,7,8,-2,50,49.0001,36,25,1,,J1e,Ryumon;Tochitsurugi;Mitsuruyama;Dairyugawa;Tochiisami;Sadanoumi;Hoo
Daigo,6,9,-6,52,52.001999999999995,37,24,1,,J1w,Kitaseumi;Onishiki;Taniarashi;Tochiisami;Hoo;Kotonofuji
Kotonofuji,8,7,2,73,73.0043,38,23,1,,J2e,Daio;Wakajishi;Tochiisami;Yutakayama;Suiryu;Kagetora;Hoo;Taiko
Daio,9,6,6,82,82.01610000000001,39,22,1,,J2w,Dairyugawa;Nagaoka;Mitsuruyama;Yutakayama;Zaonishiki;Suiryu;Taniarashi;Ogata;Oshio
Hoo,8,7,2,76,76.0019,40,21,1,,J3e,Ogata;Mitsuruyama;Ozutsu;Zaonishiki;Kagetora;Daio;Dairyugawa;Terunoyama
Ogata,8,7,2,68,68,41,20,1,,J3w,Ryumon;Mitsuruyama;Wakajishi;Daigo;Nagaoka;Kitaseumi;Kagetora;Dairyugawa
Onishiki,10,5,10,82,82.01180000000001,42,19,1,,J4e,Tochiisami;Tochitsurugi;Takabayama;Wakajishi;Hoo;Nagaoka;Kitaseumi;Suiryu;Taniarashi;Kotowaka
Tochiisami,8,7,2,57,55.0041,43,18,1,,J4w,Suiryu;Ryumon;Daisharin;Nagaoka;Mitsuruyama;Kotogatake;Tsunenoyama;Taiko
Nagaoka,10,5,10,90,88.0001,44,17,1,,J5e,Kitaseumi;Daigo;Zaonishiki;Kotogatake;Kototateyama;Yutakayama;Dairyugawa;Kasuganada;Ozutsu;Kotonofuji
Kagetora,10,5,10,87,85.0001,45,16,1,,J5w,Nagaoka;Daisharin;Tochitsurugi;Daigo;Kototateyama;Kasuganada;Zaonishiki;Ozutsu;Onishiki;Daio
Wakajishi,7,8,-2,43,38,46,15,1,,J6e,Kitaseumi;Kasuganada;Mitsuruyama;Kototateyama;Takabayama;Tsunenoyama;Sadanoumi
Dairyugawa,8,7,2,62,58.00020000000001,47,14,1,,J6w,Wakajishi;Kasuganada;Tsunenoyama;Kototateyama;Kotonofuji;Daigo;Tochiisami;Kagetora
Kotogatake,8,7,2,55,52.0001,48,13,1,,J7e,Daio;Kitaseumi;Daisharin;Daigo;Suiryu;Tsunenoyama;Ogata;Sadanoumi
