Name,Wins,Losses,Record,Neustadl,Weighted Neustadl,Rank,Inverse Rank,Weight,Sanyaku,Starting Rank,Beats
Musashimaru,0,15,-30,0,0,0,65,3.79,Y1e,Y1e,
Asashoryu,10,5,10,81,105.2717,1,64,3.79,Y1w,Y1w,Tosanoumi;Takanonami;Shimotori;Tochinonada;Takamisakari;Kotoryu;Tamanoshima;Kaiho;Wakanosato;Kotomitsuki
Musoyama,1,14,-26,4,4.6371,2,63,2.2896,O1e,O1e,Shimotori
Tochiazuma,0,15,-30,0,0,3,62,2.2896,O1w,O1w,
Chiyotaikai,12,3,18,103,135.4357,4,61,2.2896,O2e,O2e,Kyokutenho;Dejima;Tochinonada;Takamisakari;Takanonami;Tosanoumi;Kotonowaka;Kotoryu;Shimotori;Kaiho;Miyabiyama;Asashoryu
Kaio,10,5,10,90,116.4933,5,60,2.2896,O2w,O2w,Takamisakari;Tosanoumi;Kotonowaka;Tamanoshima;Kyokutenho;Shimotori;Kotoryu;Kyokushuzan;Chiyotaikai;Asashoryu
Takanowaka,0,15,-30,0,0,6,59,1.5961,S1e,S1e,
Kotomitsuki,6,9,-6,46,58.2646,7,58,1.5961,S1w,S1w,Takamisakari;Wakanoyama;Takanonami;Iwakiyama;Toki;Kaio
Wakanosato,9,6,6,74,106.252,8,57,1.5961,S2e,S2e,Shimotori;Tochinonada;Musoyama;Kotomitsuki;Kyokutenho;Kaio;Chiyotaikai;Takanonami;Dejima
Dejima,8,7,2,73,101.3031,9,56,1.2755,K1e,K1e,Kotonowaka;Takanonami;Kaio;Kotomitsuki;Asashoryu;Tosanoumi;Kyokutenho;Tamanoshima
Tosanoumi,8,7,2,69,92.05109999999999,10,55,1.2755,K1w,K1w,Kotonowaka;Wakanoyama;Kotomitsuki;Wakanosato;Kyokutenho;Tochinonada;Tamanoshima;Miyabiyama
Takanonami,7,8,-2,55,68.8053,11,54,1.1274,,M1e,Musoyama;Kaiho;Kotoryu;Kaio;Tosanoumi;Takamisakari;Tokitsuumi
Kyokutenho,9,6,6,63,81.0388,12,53,1.1274,,M1w,Musoyama;Asashoryu;Iwakiyama;Wakanoyama;Kotomitsuki;Kotonowaka;Kotoryu;Tamanoshima;Takanonami
Tochinonada,9,6,6,68,89.3516,13,52,1.0589,,M2e,Kaio;Toki;Musoyama;Dejima;Kotomitsuki;Kotonowaka;Takanonami;Tokitsuumi;Buyuzan
Takamisakari,8,7,2,62,80.2209,14,51,1.0589,,M2w,Musoyama;Tochinonada;Toki;Dejima;Tosanoumi;Kotoryu;Miyabiyama;Wakanosato
Shimotori,3,12,-18,23,26.3722,15,50,1.0272,,M3e,Kotomitsuki;Kyokushuzan;Wakanoyama
Kotonowaka,7,8,-2,58,68.9352,16,49,1.0272,,M3w,Toki;Kasugao;Wakanosato;Asashoryu;Wakanoyama;Buyuzan;Tamarikido
Wakanoyama,4,11,-14,31,38.7172,17,48,1.0126,,M4e,Kaiho;Wakanosato;Asasekiryu;Takanotsuru
Tamanoshima,8,7,2,68,84.8103,18,47,1.0126,,M4w,Wakanoyama;Wakanosato;Kotomitsuki;Kyokushuzan;Toki;Chiyotaikai;Iwakiyama;Takamisakari
Kotoryu,5,10,-10,45,55.147800000000004,19,46,1.0058,,M5e,Kaiho;Tamanoshima;Kasugao;Dejima;Tokitsuumi
Kaiho,8,7,2,67,84.6397,20,45,1.0058,,M5w,Kyokushuzan;Kyokutenho;Musoyama;Kotonowaka;Buyuzan;Dejima;Tosanoumi;Jumonji
