Name,Wins,Losses,Record,Neustadl,Weighted Neustadl,Rank,Inverse Rank,Weight,Sanyaku,Starting Rank,Beats
Terunofuji,14,1,26,130,149.1941,0,68,3.79,Y1e,Y1e,Ura;Abi;Gonoyama;Hokutofuji;Tobizaru;Ryuden;Nishikigi;Kinbozan;Onosho;Onosato;Kotonowaka;Hoshoryu;Kirishima;Kotonowaka
Kirishima,11,4,14,87,102.7297,1,67,2.2896,O1e,O1e,Wakamotoharu;Takayasu;Atamifuji;Abi;Gonoyama;Hokutofuji;Shodai;Onosho;Daieisho;Tamawashi;Hoshoryu
Hoshoryu,10,5,10,81,89.7226,2,66,2.2896,O1w,O1w,Atamifuji;Midorifuji;Ura;Wakamotoharu;Tobizaru;Hokutofuji;Ryuden;Daieisho;Onosato;Takanosho
Kotonowaka,13,2,22,106,118.41669999999999,3,65,1.5961,S1e,S1e,Abi;Gonoyama;Midorifuji;Atamifuji;Ura;Ryuden;Takayasu;Daieisho;Onosato;Oho;Onosho;Kirishima;Tobizaru
Daieisho,9,6,6,66,76.8542,4,64,1.5961,S1w,S1w,Gonoyama;Abi;Shodai;Wakamotoharu;Ura;Midorifuji;Ryuden;Kinbozan;Asanoyama
Takayasu,2,13,-22,12,12.477699999999999,5,63,1.2755,K1e,K1e,Hokutofuji;Ura
Ura,6,9,-6,31,36.742200000000004,6,62,1.2755,K1w,K1w,Atamifuji;Gonoyama;Tobizaru;Shodai;Ryuden
Wakamotoharu,10,5,10,86,97.88530000000002,7,61,1.1274,,M1e,Terunofuji;Kotonowaka;Takayasu;Ura;Midorifuji;Oho;Tamawashi;Onosho;Nishikigi
Atamifuji,6,9,-6,46,54.99680000000001,8,60,1.1274,,M1w,Tobizaru;Daieisho;Abi;Gonoyama;Shodai;Kinbozan
Midorifuji,5,10,-10,35,39.9152,9,59,1.0589,,M2e,Kirishima;Gonoyama;Ura;Myogiryu;Ryuden
Abi,8,7,2,56,67.27680000000001,10,58,1.0589,,M2w,Hoshoryu;Shodai;Gonoyama;Ryuden;Ura;Midorifuji;Ichiyamamoto;Wakamotoharu
Gonoyama,5,10,-10,29,34.9904,11,57,1.0272,,M3e,Takayasu;Hoshoryu;Shodai;Ryuden;Myogiryu
Hokutofuji,4,11,-14,32,36.1415,12,56,1.0272,,M3w,Ura;Daieisho;Abi;Midorifuji
Tobizaru,7,8,-2,50,57.35620000000001,13,55,1.0126,,M4e,Nishikigi;Ryuden;Kinbozan;Kirishima;Hokutofuji;Midorifuji;Ichiyamamoto
Shodai,4,11,-14,33,43.0482,14,54,1.0126,,M4w,Tobizaru;Ryuden;Midorifuji;Terunofuji
Ryuden,3,12,-18,17,17.0905,15,53,1.0058,,M5e,Ichiyamamoto;Kinbozan;Hokuseiho
Nishikigi,8,7,2,57,62.32459999999999,16,52,1.0058,,M5w,Ryuden;Shodai;Shonannoumi;Kinbozan;Hiradoumi;Atamifuji;Daieisho;Tamawashi
Kinbozan,7,8,-2,44,48.7758,17,51,1.0027,,M6e,Shonannoumi;Ichiyamamoto;Shodai;Mitakeumi;Hiradoumi;Myogiryu;Midorifuji
Shonannoumi,4,11,-14,23,26.7253,18,50,1.0027,,M6w,Ichiyamamoto;Shodai;Bushozan;Atamifuji
Ichiyamamoto,5,10,-10,40,40.8554,19,49,1.0012,,M7e,Nishikigi;Mitakeumi;Hiradoumi;Churanoumi;Takarafuji
Asanoyama,9,6,6,63,66.5219,20,48,1.0012,,M7w,Ichiyamamoto;Kinbozan;Shonannoumi;Hokuseiho;Hiradoumi;Nishikigi;Meisei;Gonoyama;Atamifuji
Hokuseiho,2,13,-22,15,15.153599999999999,21,47,1.0006,,M8e,Meisei;Shonannoumi
Hiradoumi,8,7,2,52,55.55859999999999,22,46,1.0006,,M8w,Hokuseiho;Mitakeumi;Tamawashi;Shonannoumi;Bushozan;Endo;Tobizaru;Abi
Mitakeumi,6,9,-6,43,43.93619999999999,23,45,1.0003,,M9e,Meisei;Hokuseiho;Tsurugisho;Shonannoumi;Nishikigi;Endo
Meisei,9,6,6,75,76.26039999999999,24,44,1.0003,,M9w,Hiradoumi;Sadanoumi;Tsurugisho;Tamawashi;Shonannoumi;Nishikigi;Endo;Kotoshoho;Shimazuumi
Tamawashi,8,7,2,69,70.23419999999999,25,43,1.0001,,M10e,Oho;Tsurugisho;Mitakeumi;Takanosho;Asanoyama;Shonannoumi;Atamifuji;Churanoumi
Sadanoumi,6,9,-6,39,39.153400000000005,26,42,1.0001,,M10w,Tamawashi;Endo;Ichiyamamoto;Bushozan;Takarafuji;Tomokaze
Tsurugisho,9,6,6,61,63.990700000000004,27,41,1.0001,,M11e,Sadanoumi;Tomokaze;Myogiryu;Ichiyamamoto;Churanoumi;Kinbozan;Shodai;Shimazuumi;Bushozan
Oho,10,5,10,77,77.2769,28,40,1.0001,,M11w,Tsurugisho;Sadanoumi;Takanosho;Myogiryu;Endo;Kotoshoho;Bushozan;Hiradoumi;Takarafuji;Tomokaze
Takanosho,10,5,10,73,76.1828,29,39,1,,M12e,Myogiryu;Churanoumi;Sadanoumi;Tsurugisho;Tomokaze;Takarafuji;Tobizaru;Kotoshoho;Bushozan;Gonoyama
Myogiryu,5,10,-10,34,34.0264,30,38,1,,M12w,Endo;Takarafuji;Bushozan;Meisei;Ichiyamamoto
Churanoumi,7,8,-2,42,45.0498,31,37,1,,M13e,Endo;Myogiryu;Tomokaze;Sadanoumi;Mitakeumi;Shonannoumi;Shodai
