Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Akebono,O1w,O1e,N/A,1,-1,0,-27,14,-27,151.9487,7,10.2109
Konishiki,O1e,O1w,M11e,0,-2,1,28,0,27,0,0,0
Kotonishiki,K1e,S1e,N/A,7,5,2,-17,13,-19,124.07239999999999,6,9.628900000000002
Takahanada,S1w,S1w,N/A,4,2,3,-8,10,-11,96.8369,5,8.0328
Musashimaru,S1e,S2e,N/A,3,1,4,-5,9,-9,94.3957,2,2.551
Kirishima,O2e,S2w,M10e,2,0,5,26,1,21,10.3605,0,0
Daishoho,M1e,K1e,N/A,10,8,6,2,9,-4,101.152,4,6.4367
Akinoshima,S2e,K1w,N/A,5,3,7,5,7,-2,66.74610000000001,3,4.4677
Takamisugi,M1w,M1e,N/A,11,9,8,7,8,-1,63.4704,2,3.1922
Tomoefuji,M6w,M1w,M1w,21,19,9,9,10,0,102.4265,1,1.5961
Wakahanada,M4w,M2e,M1w,17,15,10,9,9,-1,81.8127,3,5.1612
Kushimaumi,M2w,M2w,M1w,13,11,11,9,8,-2,77.33919999999999,4,5.743200000000001
Misugisato,M3e,M3e,M2e,14,12,12,10,8,-2,82.68249999999999,4,5.7432
Daizen,M5w,M3w,M2w,19,17,13,11,9,-2,88.0084,1,1.5961
Wakashoyo,M4e,M4e,M3e,16,14,14,12,8,-2,63.36739999999999,4,6.7573
Terao,M2e,M4w,M3e,12,10,15,12,7,-3,57.6375,4,5.743200000000001
Toyonoumi,M7e,M5e,M4e,22,20,16,14,9,-2,76.1826,0,0
Tochinowaka,M3w,M5w,M4w,15,13,17,15,7,-2,55.610000000000014,3,5.4818
Takatoriki,K2w,M6e,M5w,9,7,18,17,5,-1,27.913899999999998,2,3.8857
Kitakachidoki,M5e,M6w,M6e,18,16,19,18,7,-1,69.05239999999999,2,2.8716
Takanonami,M10e,M7e,M7e,28,26,20,20,9,0,74.2908,0,0
Kotonowaka,M6e,M7w,M7e,20,18,21,20,7,-1,59.6163,2,2.8716
Kyokudozan,K1w,M8e,M7e,8,6,22,20,4,-2,17.7825,4,7.4508
Oginohana,M9w,M8w,M8w,27,25,23,23,8,0,76.9509,0,0
Kototsubaki,M14e,M9e,M9e,36,34,24,24,10,0,87.8904,0,0
Tokitsunada,M12e,M9w,M9e,32,30,25,24,9,-1,64.3229,0,0
Kotobeppu,M14w,M10e,M9w,37,35,26,25,10,-1,81.6377,0,0
