Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Hakuho,Y1e,Y1e,N/A,0,1,0,-9,10,-9,83.6397,1,1.2755
Kakuryu,Y1w,Y1w,M12w,1,2,1,32,0,31,0,0,0
Asanoyama,O1w,O1e,N/A,3,4,2,-14,12,-16,120.41159999999998,3,4.1471
Takakeisho,O1e,O1w,N/A,2,3,3,1,8,-2,63.7581,1,1.5961
Shodai,S1e,S1e,N/A,4,5,4,-9,11,-13,108.79919999999998,3,6.6616
Mitakeumi,S1w,S1w,N/A,5,6,5,-8,11,-13,101.58879999999999,3,7.3551
Daieisho,K1e,S2e,N/A,6,7,6,-7,11,-13,99.5048,5,12.7412
Okinoumi,K1w,K1e,N/A,7,8,7,2,9,-5,70.5426,1,2.2896
Endo,M1e,K1w,N/A,8,9,8,7,8,-1,54.7646,1,3.79
Takanosho,M2e,M1e,M1e,10,11,9,9,8,0,74.79109999999999,2,2.8716
Hokutofuji,M5w,M1w,M2w,17,18,10,12,9,2,93.64320000000001,3,5.1612
Tamawashi,M9e,M2e,M4e,24,25,11,15,10,4,84.29939999999999,1,1.2755
Myogiryu,M10w,M2w,M5w,27,28,12,18,10,6,84.09100000000001,0,0
Terunofuji,M17e,M3e,M6e,40,41,13,19,13,6,127.61670000000001,2,3.8857
Terutsuyoshi,M7e,M3w,M6e,20,21,14,19,8,5,73.3219,1,2.2896
Tochinoshin,M11w,M4e,M6w,29,30,15,20,10,5,73.38510000000001,0,0
Kiribayama,M3w,M4w,M6w,13,14,16,20,6,4,54.3249,2,3.8857
Yutakayama,M1w,M5e,M6w,9,10,17,20,5,3,27.1071,0,0
Meisei,J1e,M5w,M7e,42,43,18,21,13,3,111.0009,0,0
Ryuden,M6w,M6e,M7w,19,20,19,22,7,3,41.1066,0,0
Takayasu,M13e,M6w,M8e,32,33,20,23,10,3,76.14300000000001,0,0
Takarafuji,M3e,M7e,M8e,12,13,21,23,5,2,47.7238,1,1.2755
Tokushoryu,M7w,M7w,M8w,21,22,22,24,7,2,51.896100000000004,0,0
Kagayaki,M4e,M8e,M9e,14,15,23,25,5,2,35.8202,0,0
Wakatakakage,M14w,M8w,M9w,35,36,24,26,10,2,72.4049,0,0
Aoiyama,M4w,M9e,M9w,15,16,25,26,5,1,31.713199999999997,0,0
Sadanoumi,M12e,M9w,M11e,30,31,26,29,8,3,56.0689,0,0
Enho,M6e,M10e,M11e,18,19,27,29,5,2,42.705499999999994,0,0
Kotoeko,M16w,M10w,M11w,39,40,28,30,10,2,95.44909999999999,0,0
Chiyotairyu,M8w,M11e,M11w,23,24,29,30,6,1,44.65089999999999,0,0
Kotoshogiku,M14e,M11w,M13e,34,35,30,33,8,3,63.68799999999999,0,0
Kaisei,M10e,M12e,M13e,26,27,31,33,6,2,46.0654,0,0
Onosho,M2w,M12w,M13w,11,12,32,34,2,2,9.0138,0,0
Kotoshoho,M15e,M13e,M14e,36,37,33,35,8,2,57.153999999999996,0,0
Abi,M5e,M13w,M14e,16,17,34,35,3,1,24.4428,0,0
Ishiura,M8e,M14e,M15e,22,23,35,37,4,2,32.3337,0,0
Hoshoryu,J6e,M14w,M16e,52,53,36,39,11,3,86,0,0
Tobizaru,J2e,M15e,M16e,44,45,37,39,9,2,80.0002,0,0
Shimanoumi,M11e,M15w,M16e,28,29,38,39,5,1,35.3717,0,0
Kyokutaisei,J5e,M16e,M17e,50,51,39,41,10,2,89,0,0
Shohozan,M12w,M16w,J1e,31,32,40,42,5,2,35.0765,0,0
Ikioi,M9w,M17e,J2e,25,26,41,44,3,3,18.1652,0,0
Nishikigi,M16e,J1e,J2w,38,39,42,45,6,3,38.063700000000004,0,0
Ichinojo,J5w,J1w,J3e,51,52,43,46,9,3,77,0,0
Kotoyuki,M17w,J2e,J4e,41,42,44,48,6,4,47.0116,0,0
Kotonowaka,M13w,J2w,J4e,33,34,45,48,4,3,31.1206,0,0
Chiyoshoma,J1w,J3e,J5e,43,44,46,50,6,4,42,0,0
Wakamotoharu,J8e,J3w,J5w,56,57,47,51,9,4,70,0,0
Daiamami,J4e,J4e,J5w,48,49,48,51,7,3,56,0,0
Chiyomaru,M15w,J4w,J6e,37,38,49,52,4,3,33.00279999999999,0,0
Daishomaru,J7e,J5e,J6w,54,55,50,53,8,3,66,0,0
Akua,J13w,J5w,J7e,67,68,51,54,11,3,75,0,0
Kyokushuho,J3w,J6e,J7e,47,48,52,54,6,2,51,0,0
Chiyonoo,J12w,J6w,J8e,65,66,53,56,10,3,84,0,0
Azumaryu,J3e,J7e,J8w,46,47,54,57,5,3,36.0002,0,0
Churanoumi,J9w,J7w,J9e,59,60,55,58,8,3,55,0,0
Tsurugisho,J7w,J8e,J9e,55,56,56,58,7,2,45,0,0
Mitoryu,J14w,J8w,J10e,69,70,57,60,10,3,81,0,0
Chiyootori,J8w,J9e,J10e,57,58,58,60,7,2,51,0,0
Hidenoumi,J4w,J9w,J10e,49,50,59,60,5,1,46,0,0
Akiseyama,J9e,J10e,J10w,58,59,60,61,7,1,52,0,0
Midorifuji,J12e,J10w,J11w,64,65,61,63,8,2,62,0,0
Hakuyozan,J6w,J11e,J12e,53,54,62,64,5,2,40,0,0
Kizakiumi,J11w,J11w,J13e,63,64,63,66,7,3,49,0,0
Daishoho,J10e,J12e,J13w,60,61,64,67,6,3,62,0,0
Fujiazuma,J11e,J12w,J14w,62,63,65,69,6,4,41,0,0
Takagenji,J13e,J13e,N/A,66,67,66,73,6,7,45,0,0
Chiyonoumi,J14e,J13w,N/A,68,69,67,75,6,8,43,0,0
Tochiozan,J2w,J14e,N/A,45,46,68,76,0,8,0,0,0
Asabenkei,J10w,J14w,N/A,61,62,69,80,3,11,26,0,0
