Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Kitanoumi,Y1e,Y1e,N/A,0,0,0,-18,12,-18,145.2233,6,12.516300000000001
Wajima,Y1w,Y1w,N/A,1,1,1,-13,11,-14,128.091,4,6.7573
Takanohana,O1e,O1e,N/A,2,2,2,0,8,-2,88.44269999999999,2,2.8716
Mienoumi,S1e,S1e,N/A,4,4,3,-18,13,-21,163.1371,7,14.112400000000001
Asahikuni,S1w,S1w,N/A,5,5,4,3,8,-1,94.9027,4,9.6447
Kaiketsu,O1w,S2e,M1e,3,3,5,9,6,4,59.084,1,2.2896
Fujizakura,M1w,K1e,N/A,10,10,6,4,9,-2,88.3374,3,6.1753
Takamiyama,K1e,K1w,N/A,7,7,7,5,8,-2,102.6293,4,9.2718
Wakamisugi,K1w,K2e,N/A,8,8,8,6,8,-2,90.02199999999999,2,3.5651
Kaneshiro,M2w,M1e,N/A,12,12,9,6,9,-3,102.9709,3,6.9822
Kirinji,S2e,M1w,N/A,6,6,10,8,7,-2,82.7342,4,8.9512
Kongo,M2e,M2e,M3e,11,11,11,13,7,2,67.7186,3,4.8406
Yutakayama,M10w,M2w,M3w,28,28,12,14,11,2,96.89009999999999,2,3.5651
Arase,M4w,M3e,M3w,16,16,13,14,8,1,83.11399999999999,2,3.1922
Hasegawa,M9w,M3w,M4w,26,26,14,16,10,2,88.0277,0,0
Aobayama,M11e,M4e,M6e,29,29,15,19,10,4,83.57939999999999,1,1.2755
Washuyama,M1e,M4w,M6e,9,9,16,19,5,3,63.72279999999999,3,6.982200000000001
Aobajo,M3e,M5e,M6e,13,13,17,19,6,2,62.57459999999999,3,5.1612
Kurohimeyama,M7w,M5w,M6w,22,22,18,20,8,2,67.01939999999999,0,0
Tochiazuma,M5w,M6e,M6w,18,18,19,20,7,1,45.295899999999996,0,0
Owashi,M8e,M6w,M7e,23,23,20,21,8,1,61.75739999999999,0,0
Masuiyama,M4e,M7e,M7e,15,15,21,21,6,0,37.282,0,0
Futatsuryu,J3e,M7w,M7w,40,40,22,22,12,0,93.00040000000001,0,0
Taiga,M3w,M8e,M8w,14,14,23,24,5,1,36.262,0,0
Wakajishi,M6e,M8w,M9e,19,19,24,25,6,1,55.05019999999999,0,0
Daiju,M13e,M9e,M10e,33,33,25,27,9,2,77.42649999999999,0,0
Banryuyama,M7e,M9w,M10e,21,21,26,27,6,1,43.2204,0,0
Kotonofuji,M5e,M10e,M10e,17,17,27,27,5,0,34.3294,0,0
Mutsuarashi,M12e,M10w,M11e,31,31,28,29,8,1,62.2465,0,0
Tamakiyama,M12w,M11e,M11w,32,32,29,30,8,1,56.1258,0,0
Tamanofuji,M8w,M11w,M11w,24,24,30,30,6,0,47.494,0,0
Futagodake,M6w,M12e,M11w,20,20,31,30,5,-1,39.9559,0,0
Maruyama,J5w,M12w,M12e,45,45,32,31,11,-1,87.00030000000001,0,0
Kitaseumi,M9e,M13e,M12e,25,25,33,31,6,-2,38.4263,0,0
Katsunishiki,J2e,M13w,M12w,38,38,34,32,9,-2,72.0076,0,0
Oshio,M11w,M14e,M14w,30,30,35,36,6,1,43.20139999999999,0,0
Tenryu,J2w,M14w,M15e,39,39,36,37,8,1,56.003,0,0
Fukunohana,M10e,M15e,M15e,27,27,37,37,5,0,40.1585,0,0
Onishiki,J1w,M15w,M16e,37,37,38,39,7,1,54.01070000000001,0,0
Ryuo,J4w,M16e,M17e,43,43,39,41,8,2,67.008,0,0
Dairyugawa,J6w,M16w,J2w,47,47,40,45,8,5,61.0001,0,0
Kaiki,M14e,M17e,J2w,35,35,41,45,5,4,37.0095,0,0
Haguroiwa,J7e,J1e,J3e,48,48,42,46,8,4,60,0,0
Wakanoumi,J1e,J1w,J3e,36,36,43,46,5,3,31.0001,0,0
Kurama,J9w,J2e,J3w,53,53,44,47,9,3,67,0,0
Chiyozakura,J3w,J2w,J3w,41,41,45,47,6,2,46.003,0,0
Asanobori,J6e,J3e,J4e,46,46,46,48,7,2,50,0,0
Daigo,M13w,J3w,J4e,34,34,47,48,4,1,24.075699999999998,0,0
Konuma,J11e,J4e,J5e,56,56,48,50,9,2,80,0,0
Shiratayama,J5e,J4w,J5e,44,44,49,50,6,1,50,0,0
Tochiisami,J8e,J5e,J6e,50,50,50,52,7,2,53,0,0
Adachi,J8w,J5w,J6w,51,51,51,53,7,2,53,0,0
Iwatora,J10w,J6e,J6w,55,55,52,53,8,1,48.0001,0,0
Kotogatake,J13e,J6w,J7e,60,60,53,54,9,1,67.0002,0,0
Daio,J9e,J7e,J7e,52,52,54,54,7,0,58,0,0
Dewanohana,J11w,J7w,J7w,57,57,55,55,8,0,45,0,0
Yoshioyama,J7w,J8e,J7w,49,49,56,55,6,-1,38,0,0
Takanosato,J12e,J8w,J8e,58,58,57,56,8,-1,56,0,0
Kiyonohana,J10e,J9e,J8e,54,54,58,56,7,-2,49.0001,0,0
Chiyonofuji,J4e,J9w,J8e,42,42,59,56,4,-3,32.0001,0,0
Kotokaze,J12w,J10e,J8w,59,59,60,57,8,-3,44,0,0
Onobori,J13w,J10w,J9w,61,61,61,59,8,-2,42,0,0
Masudayama,N/A,J11e,N/A,62,62,62,72,5,10,10,0,0
