Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Harumafuji,Y1w,Y1e,N/A,1,1,0,-21,11,-21,105.59559999999999,5,8.0328
Hakuho,Y1e,Y1w,M10w,0,0,1,30,0,29,0,0,0
Kisenosato,Y2e,Y2e,M11w,2,2,2,32,0,30,0,0,0
Kakuryu,Y2w,Y2w,M12e,3,3,3,33,0,30,0,0,0
Goeido,O1w,O1e,N/A,5,5,4,-9,11,-13,108.78210000000001,4,5.7432
Takayasu,O1e,O1w,M10w,4,4,5,30,1,25,5.4646,0,0
Mitakeumi,S1e,S1e,N/A,7,7,6,5,8,-1,85.4553,2,2.8716
Yoshikaze,S1w,S1w,N/A,8,8,7,6,8,-1,77.89089999999999,2,2.551
Terunofuji,O2e,S2e,M11w,6,6,8,32,1,24,5.4646,0,0
Kotoshogiku,M1w,K1e,N/A,12,12,9,2,10,-7,113.24860000000001,4,9.9653
Onosho,M3e,K1w,N/A,15,15,10,5,10,-5,103.102,5,10.5473
Tamawashi,K1e,M1e,M1e,9,9,11,11,7,0,69.6718,2,3.8857
Takakeisho,M5w,M1w,M2w,20,20,12,14,9,2,89.63459999999999,3,7.3551
Chiyotairyu,M3w,M2e,M2w,16,16,13,14,8,1,86.6115,3,4.467700000000001
Shohozan,M4e,M2w,M3e,17,17,14,15,8,1,75.56609999999999,4,7.1302
Hokutofuji,M2e,M3e,M3e,13,13,15,15,7,0,57.97429999999999,4,9.9653
Tochiozan,K1w,M3w,M3w,10,10,16,16,6,0,82.05199999999999,1,1.2755
Chiyonokuni,M7e,M4e,M4e,23,23,17,17,9,0,83.8164,1,1.2755
Ichinojo,M6e,M4w,M5e,21,21,18,19,8,1,59.888400000000004,0,0
Takarafuji,M8w,M5e,M5w,26,26,19,20,9,1,69.9106,0,0
Arawashi,M9w,M5w,M6w,28,28,20,22,9,2,77.1751,1,1.5961
Daishomaru,M12e,M6e,M7e,33,33,21,23,10,2,84.11370000000001,0,0
Chiyoshoma,M8e,M6w,M7e,25,25,22,23,8,1,55.464,0,0
Shodai,M5e,M7e,M8e,19,19,23,25,6,2,64.7221,2,3.5651
Takanoiwa,M9e,M7w,M8e,27,27,24,25,8,1,64.377,0,0
Tochinoshin,M1e,M8e,M8e,11,11,25,25,4,0,33.847,1,1.2755
Chiyomaru,M11w,M8w,M8w,32,32,26,26,9,0,64.0359,0,0
Endo,M14e,M9e,M9e,37,37,27,27,10,0,81.1701,0,0
Daieisho,M11e,M9w,M10e,31,31,28,29,8,1,53.75779999999999,0,0
Kaisei,M13w,M10e,M10w,36,36,29,30,9,1,71.77999999999999,0,0
Ikioi,M7w,M10w,M10w,24,24,30,30,6,0,48.23909999999999,0,0
Asanoyama,M16e,M11e,M11e,41,41,31,31,10,0,78.81099999999999,0,0
Aoiyama,M2w,M11w,M11w,14,14,32,32,3,0,20.046599999999998,1,1.5961
Kotoyuki,J3w,M12e,M12e,47,47,33,33,11,0,89.0334,0,0
Aminishiki,J2e,M12w,M12w,44,44,34,34,10,0,74.00280000000001,0,0
Okinoumi,M14w,M13e,M13w,38,38,35,36,8,1,53.048899999999996,0,0
Takekaze,M10w,M13w,M13w,30,30,36,36,6,0,44.4572,0,0
Kagayaki,M6w,M14e,M13w,22,22,37,36,4,-1,38.4898,1,1.2755
Daiamami,J3e,M14w,M15w,46,46,38,40,9,2,72,0,0
Myogiryu,J1w,M15e,M16e,43,43,39,41,8,2,58.0001,0,0
Nishikigi,M13e,M15w,M16e,35,35,40,41,6,1,41.4719,0,0
Homarefuji,J6w,M16e,J1w,53,53,41,43,10,2,83,0,0
Ura,M4w,J1e,J2e,18,18,42,44,1,2,8.7294,0,0
Abi,J11w,J1w,J2w,63,63,43,45,12,2,109,0,0
Kyokushuho,J6e,J2e,J3e,52,52,44,46,9,2,73,0,0
Ishiura,M10e,J2w,J3w,29,29,45,47,3,2,31.618,0,0
Ryuden,J5e,J3e,J4e,50,50,46,48,8,2,59,0,0
Meisei,J8w,J3w,J5w,57,57,47,51,9,4,68,0,0
Azumaryu,J2w,J4e,J5w,45,45,48,51,6,3,45.0006,0,0
Tokushoryu,M15e,J4w,J6w,39,39,49,53,4,4,23.3273,0,0
Kyokutaisei,J4e,J5e,J7e,48,48,50,54,6,4,57,0,0
Yutakayama,M15w,J5w,J7e,40,40,51,54,4,3,27.01,0,0
Amakaze,J9e,J6e,J8e,58,58,52,56,8,4,64,0,0
Sokokurai,J1e,J6w,J8e,42,42,53,56,4,3,33,0,0
Sadanoumi,M12w,J7e,J8e,34,34,54,56,2,2,12.424299999999999,0,0
Kotoeko,J9w,J7w,J8w,59,59,55,57,8,2,62,0,0
Tsurugisho,J8e,J8e,J9e,56,56,56,58,7,2,64,0,0
Seiro,J12w,J8w,J9w,65,65,57,59,9,2,67,0,0
Terutsuyoshi,J13e,J9e,J10e,66,66,58,60,9,2,69,0,0
Chiyonoo,J11e,J9w,J10e,62,62,59,60,8,1,66,0,0
Hidenoumi,J7e,J10e,J10e,54,54,60,60,6,0,52,0,0
Yamaguchi,J5w,J10w,J10w,51,51,61,61,5,0,33,0,0
Chiyootori,J10w,J11e,J11w,61,61,62,63,7,1,54,0,0
Toyohibiki,J4w,J11w,J11w,49,49,63,63,4,0,28,0,0
Gagamaru,J7w,J12e,J12w,55,55,64,65,5,1,37,0,0
Daiseido,J14e,J12w,J13e,68,68,65,66,8,1,64,0,0
Osunaarashi,J10e,J13e,J13e,60,60,66,66,6,0,48,0,0
Yago,J13w,J13w,J14w,67,67,67,69,7,2,55,0,0
Kitaharima,J12e,J14e,N/A,64,64,68,74,5,6,37,0,0
Kizenryu,J14w,J14w,N/A,69,69,69,75,6,6,49,0,0
