Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Taiho,Y1e,Y1e,N/A,0,2,0,-12,11,-12,121.30749999999999,5,9.0469
Kashiwado,Y1w,Y1w,M9w,1,3,1,29,1,28,8.782499999999999,0,0
Kiyokuni,O1e,O1e,N/A,2,4,2,-20,12,-22,143.6593,7,14.112400000000001
Kotozakura,O2e,O1w,N/A,4,6,3,-8,11,-11,125.5577,4,8.630600000000001
Kitanofuji,O1w,O2e,N/A,3,5,4,-1,9,-5,99.42790000000001,4,7.1302
Tamanoshima,O2w,O2w,N/A,5,7,5,1,9,-4,98.60079999999999,2,3.5651
Hasegawa,S1e,S1e,N/A,6,8,6,-6,11,-12,116.1949,4,7.4508
Maenoyama,S1w,S1w,N/A,7,9,7,-1,10,-8,108.11409999999998,5,9.4198
Fujinokawa,M5e,K1e,N/A,18,20,8,2,12,-6,126.70840000000001,4,5.7432
Mutsuarashi,M5w,K1w,N/A,19,21,9,7,11,-2,108.9804,1,1.2755
Kirinji,K1e,K2e,N/A,8,10,10,8,8,-2,77.5129,2,6.0796
Ryuko,M1e,K2w,N/A,10,12,11,10,8,-1,91.50610000000002,3,5.8547
Asanobori,M3e,M1e,M4e,14,16,12,18,7,6,81.227,3,7.6757
Tochiazuma,M7w,M1w,M4w,23,25,13,19,9,6,72.25810000000001,0,0
Toda,M1w,M2e,M4w,11,13,14,19,6,5,47.8256,0,0
Asasegawa,M8e,M2w,M5e,24,26,15,20,9,5,67.33,0,0
Daiyu,M8w,M3e,M5w,25,27,16,21,9,5,64.5131,0,0
Fukunohana,M2w,M3w,M5w,13,15,17,21,6,4,41.7785,2,5.0655
Takamiyama,M3w,M4e,M6w,15,17,18,23,6,5,49.8248,2,3.5651
Tochioyama,M6e,M4w,M7e,20,22,19,24,7,5,63.8502,1,1.2755
Kotetsuyama,M4e,M5e,M7e,16,18,20,24,6,4,60.01219999999999,2,5.3861
Myobudani,M7e,M5w,M8e,22,24,21,26,7,5,49.7027,0,0
Kainoyama,M2e,M6e,M9e,12,14,22,28,4,6,49.5601,2,6.0796
Nishikinada,M12w,M6w,M9w,33,35,23,29,9,6,68.3969,0,0
Wakafutase,K1w,M7e,M9w,9,11,24,29,3,5,21.378700000000002,0,0
Futagodake,J3w,M7w,M10w,39,41,25,31,10,6,82.0051,0,0
Daimonji,J1w,M8e,M10w,35,37,26,31,9,5,71.0775,0,0
Hanahikari,M9w,M8w,M10w,27,29,27,31,7,4,53.571600000000004,0,0
Katsuhikari,J2w,M9e,M11w,37,39,28,33,9,5,68.0326,0,0
Dairyugawa,M4w,M9w,M11w,17,19,29,33,4,4,31.6797,0,0
Mienoumi,J3e,M10e,M12e,38,40,30,34,9,4,75.0299,0,0
Asahikuni,M11e,M10w,M12e,30,32,31,34,7,3,55.474599999999995,0,0
Tokibayama,M9e,M11e,M12e,26,28,32,34,6,2,46.1842,0,0
Arashiyama,J8e,M11w,M13e,48,50,33,36,11,3,90.0001,0,0
Kaigo,M10e,M12e,M13e,28,30,34,36,6,2,55.074299999999994,0,0
Yoshinohana,M6w,M12w,M13w,21,23,35,37,4,2,23.782400000000003,1,1.2755
Takanohana,J5w,M13e,M14w,43,45,36,39,9,3,77.0001,0,0
Daisetsu,J6w,M13w,M15w,45,47,37,41,9,4,72,0,0
Tochiisami,M10w,M14e,M15w,29,31,38,41,5,3,36.0345,0,0
Yoshioyama,J6e,M14w,J2e,44,46,39,44,8,5,64,0,0
Wakanami,J4e,M15e,J2e,40,42,40,44,7,4,60.0159,0,0
Tochifuji,M12e,M15w,J2e,32,34,41,44,5,3,37.690599999999996,0,0
Asakaze,J7e,J1e,J3e,46,48,42,46,8,4,60,0,0
Kongo,J5e,J1w,J3e,42,44,43,46,7,3,52.0002,0,0
Kurohimeyama,M11w,J2e,J3w,31,33,44,47,4,3,29.3065,0,0
Asaarashi,J4w,J2w,J4w,41,43,45,49,6,4,51,0,0
Miyama,J9e,J3e,J5e,50,52,46,50,8,4,48,0,0
Manazuru,J13w,J3w,J5w,59,61,47,51,10,4,73.0001,0,0
Wakanaruto,J9w,J4e,J5w,51,53,48,51,8,3,54,0,0
Wakanokuni,J2e,J4w,J6e,36,38,49,52,4,3,26.0002,0,0
Dairyu,J10w,J5e,J6w,53,55,50,53,8,3,57,0,0
Ageshio,J13e,J5w,J7e,58,60,51,54,9,3,56,0,0
Edohibiki,J1e,J6e,J7e,34,36,52,54,3,2,25.0004,0,0
Oiyama,J8w,J6w,J8w,49,51,53,57,6,4,41,0,0
Wakamiyama,J7w,J7e,J9w,47,49,54,59,5,5,30,0,0
Masuiyama,J12e,J7w,J10e,56,58,55,60,7,5,40,0,0
Wakatenryu,J11w,J8e,J11w,55,57,56,63,6,7,38,0,0
Misogidori,J10e,J8w,N/A,52,54,57,76,2,19,16,0,0
Kitanohana,J12w,J9e,N/A,57,59,58,81,2,23,3,0,0
Wakayoshiba,J11e,J9w,N/A,54,56,59,86,0,27,0,0,0
