Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Asashoryu,Y1e,Y1e,N/A,0,0,0,-26,14,-26,174.38650000000004,9,17.191200000000002
Chiyotaikai,O2w,O1e,N/A,4,4,1,-6,10,-7,111.3996,5,8.7263
Hakuho,O3w,O1w,N/A,5,5,2,-5,10,-7,113.02189999999999,6,12.030000000000001
Kotooshu,O1e,O2e,N/A,1,1,3,-5,9,-8,89.8179,5,8.7263
Kaio,O2e,O2w,N/A,3,3,4,1,8,-3,84.47879999999999,6,10.3224
Tochiazuma,O1w,O3e,M2e,2,2,5,12,5,7,45.3469,2,2.8716
Kotomitsuki,S1e,S1e,N/A,6,6,6,4,8,-2,83.1978,5,8.7263
Kotoshogiku,M1e,S1w,N/A,10,10,7,4,9,-3,80.61110000000001,4,7.4508
Ama,M4e,K1e,N/A,16,16,8,6,10,-2,113.6661,3,5.8547
Toyonoshima,M9w,K1w,N/A,27,27,9,9,12,0,108.5552,1,1.5961
Tokitenku,M2e,M1e,M1e,12,12,10,10,8,0,98.39059999999999,4,7.4508
Asasekiryu,M6e,M1w,M1e,20,20,11,10,10,-1,93.51679999999999,0,0
Kisenosato,K1e,M2e,M1e,8,8,12,10,7,-2,78.55550000000001,3,5.1612
Kyokutenho,M3e,M2w,M2e,14,14,13,12,8,-1,85.13369999999999,6,11.336500000000001
Miyabiyama,S1w,M3e,M4w,7,7,14,17,5,3,52.4761,2,3.5651
Homasho,M4w,M3w,M5w,17,17,15,19,7,4,73.4494,1,2.2896
Takamisakari,M5e,M4e,M6e,18,18,16,20,7,4,66.73769999999999,0,0
Kasugao,M7e,M4w,M6e,22,22,17,20,8,3,62.192899999999995,0,0
Futeno,M7w,M5e,M6w,23,23,18,21,8,3,64.158,0,0
Kokkai,M5w,M5w,M6w,19,19,19,21,7,2,63.626900000000006,1,1.2755
Takekaze,M8w,M6e,M7w,25,25,20,23,8,3,67.289,0,0
Kakizoe,M9e,M6w,M8e,26,26,21,24,8,3,70.7321,0,0
Tamakasuga,M11e,M7e,M8e,30,30,22,24,9,2,63.1564,0,0
Dejima,M1w,M7w,M8w,11,11,23,25,4,2,66.131,3,7.6757
Tamanoshima,M14e,M8e,M9e,36,36,24,26,10,2,80.0909,0,0
Tochinonada,M6w,M8w,M9w,21,21,25,27,6,2,53.004900000000006,0,0
