Name,Wins,Losses,Record,Neustadl,Weighted Neustadl,Rank,Inverse Rank,Weight,Sanyaku,Starting Rank,Beats
Asashoryu,12,3,18,98,138.565,0,66,3.79,Y1e,Y1e,Iwakiyama;Takamisakari;Tamanoshima;Aminishiki;Miyabiyama;Kyokutenho;Kotomitsuki;Tosanoumi;Kyokushuzan;Wakanosato;Musoyama;Chiyotaikai
Musashimaru,3,12,-18,19,26.1463,1,65,3.79,Y1w,Y1w,Takamisakari;Aminishiki;Kotomitsuki
Chiyotaikai,10,5,10,83,125.2658,2,64,2.2896,O1e,O1e,Tochinonada;Toki;Iwakiyama;Kyokutenho;Takamisakari;Wakanosato;Kotomitsuki;Aminishiki;Tosanoumi;Tochiazuma
Tochiazuma,13,2,22,110,165.3185,3,63,2.2896,O1w,O1w,Kotomitsuki;Wakanosato;Toki;Iwakiyama;Miyabiyama;Kyokutenho;Aminishiki;Tochinonada;Tamanoshima;Musoyama;Takamisakari;Kaio;Asashoryu
Kaio,10,5,10,87,124.2929,4,62,2.2896,O2e,O2e,Iwakiyama;Tosanoumi;Kyokutenho;Asasekiryu;Tamanoshima;Musoyama;Takamisakari;Kyokushuzan;Asashoryu;Chiyotaikai
Musoyama,9,6,6,76,108.55000000000001,5,61,2.2896,O2w,O2w,Kyokutenho;Toki;Takamisakari;Tochinonada;Iwakiyama;Chiyotaikai;Tamanoshima;Kyokushuzan;Wakanosato
Wakanosato,7,8,-2,56,90.10499999999999,6,60,1.5961,S1e,S1e,Aminishiki;Iwakiyama;Kaio;Kotomitsuki;Tochinonada;Tosanoumi;Kyokutenho
Kyokutenho,4,11,-14,21,27.900199999999998,7,59,1.5961,S1w,S1w,Musashimaru;Takamisakari;Miyabiyama;Asasekiryu
Takamisakari,5,10,-10,42,63.845299999999995,8,58,1.2755,K1e,K1e,Tosanoumi;Wakanosato;Iwakiyama;Miyabiyama;Tochinonada
Iwakiyama,6,9,-6,35,49.7677,9,57,1.2755,K1w,K1w,Musashimaru;Kyokutenho;Kotomitsuki;Aminishiki;Miyabiyama;Takanonami
Tochinonada,8,7,2,67,92.18579999999999,10,56,1.1274,,M1e,Asashoryu;Musashimaru;Kotomitsuki;Takanonami;Kaio;Kyokushuzan;Kinkaiyama;Toki
Kotomitsuki,6,9,-6,43,60.8317,11,55,1.1274,,M1w,Musoyama;Kyokutenho;Kaio;Takamisakari;Asasekiryu;Kinkaiyama
Toki,9,6,6,71,91.96509999999999,12,54,1.0589,,M2e,Kaio;Kinkaiyama;Kyokushuzan;Takanonami;Wakanosato;Miyabiyama;Iwakiyama;Kyokutenho;Hokutoriki
Tosanoumi,10,5,10,84,118.6339,13,53,1.0589,,M2w,Musoyama;Asasekiryu;Tokitsuumi;Takanonami;Musashimaru;Miyabiyama;Tamanoshima;Tochiazuma;Toki;Tochinonada
Aminishiki,5,10,-10,31,40.889900000000004,14,52,1.0272,,M3e,Takanonami;Musoyama;Asasekiryu;Kyokutenho;Takamisakari
Tamanoshima,10,5,10,83,104.1137,15,51,1.0272,,M3w,Kyokutenho;Miyabiyama;Wakanosato;Musashimaru;Chiyotaikai;Toki;Takamisakari;Hokutoriki;Kasuganishiki;Dejima
Miyabiyama,6,9,-6,46,57.73049999999999,16,50,1.0126,,M4e,Asasekiryu;Kotomitsuki;Chiyotaikai;Kotoryu;Wakanosato;Tochisakae
Miyabiyama,6,9,-6,46,57.73049999999999,17,49,1.0126,,M4e,Asasekiryu;Kotomitsuki;Chiyotaikai;Kotoryu;Wakanosato;Tochisakae
Asasekiryu,3,12,-18,18,21.8834,18,48,1.0126,,M4w,Buyuzan;Iwakiyama;Takanonami
Takanonami,5,10,-10,37,39.105999999999995,19,47,1.0058,,M5e,Kotoryu;Miyabiyama;Buyuzan;Kakizoe;Tochisakae
Kyokushuzan,8,7,2,62,67.94909999999999,20,46,1.0058,,M5w,Takanonami;Aminishiki;Kasuganishiki;Tokitsuumi;Kotomitsuki;Kakizoe;Kinkaiyama;Shimotori
Kinkaiyama,6,9,-6,45,47.718,21,45,1.0027,,M6e,Tokitsuumi;Asasekiryu;Takanonami;Aminishiki;Hokutoriki;Jumonji
Tokitsuumi,8,7,2,55,57.55339999999999,22,44,1.0027,,M6w,Buyuzan;Asasekiryu;Jumonji;Kakizoe;Takanowaka;Aminishiki;Otsukasa;Kotoryu
Hokutoriki,10,5,10,80,87.72040000000001,23,43,1.0012,,M7e,Kotoryu;Shimotori;Jumonji;Buyuzan;Kasuganishiki;Asasekiryu;Takanowaka;Tochinonada;Kyokushuzan;Yotsukasa
Kotoryu,7,8,-2,59,59.03999999999999,24,42,1.0012,,M7w,Kakizoe;Shimotori;Jumonji;Tamakasuga;Toyozakura;Takanowaka;Yotsukasa
Buyuzan,4,11,-14,28,30.2211,25,41,1.0006,,M8e,Wakatoba;Takanowaka;Otsukasa;Aminishiki
Kakizoe,8,7,2,58,58.3827,26,40,1.0006,,M8w,Wakatoba;Takekaze;Asasekiryu;Kinkaiyama;Toyozakura;Tamakasuga;Otsukasa;Kasuganishiki
Kasuganishiki,8,7,2,60,60.1115,27,39,1.0003,,M9e,Buyuzan;Wakatoba;Takekaze;Tokitsuumi;Tamarikido;Toyozakura;Kotonowaka;Yotsukasa
Shimotori,8,7,2,54,54.12399999999999,28,38,1.0003,,M9w,Kakizoe;Kinkaiyama;Jumonji;Tamarikido;Otsukasa;Kasuganishiki;Takanonami;Buyuzan
Jumonji,8,7,2,73,73.0799,29,37,1.0001,,M10e,Tochisakae;Kakizoe;Tamakasuga;Yotsukasa;Dejima;Takekaze;Kasuganishiki;Wakatoba
Tochisakae,7,8,-2,46,46.4242,30,36,1.0001,,M10w,Kotoryu;Otsukasa;Kinkaiyama;Buyuzan;Tokitsuumi;Asasekiryu;Tamakasuga
Wakatoba,7,8,-2,56,56.11049999999999,31,35,1.0001,,M11e,Takekaze;Tochisakae;Tamakasuga;Kotoryu;Takanowaka;Takanonami;Tokitsuumi
Takekaze,9,6,6,61,61.42779999999999,32,34,1.0001,,M11w,Tamakasuga;Buyuzan;Tokitsuumi;Takanowaka;Kotonowaka;Toyozakura;Asasekiryu;Kinkaiyama;Otsukasa
Kotonowaka,7,8,-2,54,54.17809999999999,33,33,1,,M12e,Takanowaka;Yotsukasa;Otsukasa;Tamarikido;Kakizoe;Tamakasuga;Hokutoriki
Takanowaka,7,8,-2,49,49.076100000000004,34,32,1,,M12w,Tochisakae;Tamarikido;Otsukasa;Kinkaiyama;Kaiho;Jumonji;Toyozakura
Tamakasuga,6,9,-6,52,52.0464,35,31,1,,M13e,Toyozakura;Yotsukasa;Shimotori;Buyuzan;Asanowaka;Kitazakura
Otsukasa,5,10,-10,39,39.0155,36,30,1,,M13w,Tamakasuga;Kotoryu;Toyozakura;Wakatoba;Jumonji
Toyozakura,6,9,-6,54,54.0714,37,29,1,,M14e,Dejima;Tochisakae;Shimotori;Wakatoba;Buyuzan;Ushiomaru
Dejima,11,4,14,87,87.2115,38,28,1,,M14w,Kotonowaka;Otsukasa;Takanowaka;Tamarikido;Kasuganishiki;Tamakasuga;Hokutoriki;Tochisakae;Shimotori;Takekaze;Kotoryu
Tamarikido,2,13,-22,13,13.002499999999998,39,27,1,,M15e,Otsukasa;Toyozakura
Yotsukasa,9,6,6,71,71.264,40,26,1,,M15w,Tamarikido;Toyozakura;Dejima;Takekaze;Shimotori;Tochisakae;Buyuzan;Wakatoba;Kyokushuzan
Kaiho,8,7,2,66,66.01,41,25,1,,J1e,Gojoro;Wakanoyama;Hayateumi;Kitazakura;Kobo;Kasugao;Wakatoba;Chiyotenzan
Gojoro,3,12,-18,26,26,42,24,1,,J1w,Wakanoyama;Hayateumi;Kitazakura
Wakanoyama,4,11,-14,23,21,43,23,1,,J2e,Kobo;Aogiyama;Nakao;Juzan
Kokkai,14,1,26,124,122.0001,44,22,1,,J2w,Wakanoyama;Ushiomaru;Chiyotenzan;Gojoro;Kaido;Harunoyama;Futeno;Kaiho;Asanowaka;Kitazakura;Towanoyama;Oikari;Kobo;Takanotsuru
Asanowaka,9,6,6,77,74.0001,45,21,1,,J3e,Kobo;Kaiho;Kasugao;Ushiomaru;Juzan;Gojoro;Harunoyama;Tochinohana;Towanoyama
Kobo,8,7,2,54,50,46,20,1,,J3w,Futeno;Kasugao;Aogiyama;Senshuyama;Kaido;Bushuyama;Masutsuyoshi;Nakao
Ushiomaru,11,4,14,87,82.0001,47,19,1,,J4e,Hayateumi;Kaiho;Juzan;Gojoro;Takanotsuru;Kaido;Bushuyama;Dewanofuji;Oikari;Towanoyama;Harunoyama
Hayateumi,9,6,6,68,66,48,18,1,,J4w,Chiyotenzan;Kobo;Futeno;Senshuyama;Kaido;Juzan;Bushuyama;Kasugao;Masutsuyoshi
Kitazakura,10,5,10,82,77,49,17,1,,J5e,Harunoyama;Futeno;Takanotsuru;Chiyotenzan;Asanowaka;Tochinohana;Bushuyama;Senshuyama;Nakao;Kaido
Harunoyama,8,7,2,52,50.0001,50,16,1,,J5w,Kobo;Wakanoyama;Aogiyama;Gojoro;Kaiho;Tochinohana;Hayateumi;Dewanofuji
Chiyotenzan,8,7,2,63,61,51,15,1,,J6e,Kaido;Wakanoyama;Kobo;Ushiomaru;Gojoro;Asanowaka;Futeno;Bushuyama
Kaido,5,10,-10,32,31,52,14,1,,J6w,Aogiyama;Harunoyama;Wakanoyama;Oikari;Dewanofuji
Futeno,8,7,2,59,56,53,13,1,,J7e,Asanowaka;Harunoyama;Wakanoyama;Nakao;Senshuyama;Masutsuyoshi;Tochinohana;Kaido
Kasugao,9,6,6,61,60,54,12,1,,J7w,Futeno;Masutsuyoshi;Aogiyama;Takanotsuru;Wakanoyama;Senshuyama;Kokkai;Dewanofuji;Juzan
Juzan,4,11,-14,25,22,55,11,1,,J8e,Aogiyama;Dewanofuji;Futeno;Towanoyama
Aogiyama,0,15,-30,0,0,56,10,1,,J8w,
Masutsuyoshi,6,9,-6,35,32,57,9,1,,J9e,Towanoyama;Aogiyama;Juzan;Dewanofuji;Wakanoyama;Chiyotenzan
Takanotsuru,8,7,2,57,53,58,8,1,,J9w,Masutsuyoshi;Tochinohana;Dewanofuji;Bushuyama;Chiyotenzan;Juzan;Harunoyama;Wakanoyama
Senshuyama,4,11,-14,23,22,59,7,1,,J10e,Dewanofuji;Masutsuyoshi;Kaido;Juzan
Dewanofuji,4,11,-14,20,18,60,6,1,,J10w,Aogiyama;Chiyotenzan;Tochinohana
Tochinohana,8,7,2,43,40,61,5,1,,J11e,Kaido;Nakao;Masutsuyoshi;Aogiyama;Juzan;Kasugao;Wakanoyama
Oikari,11,4,14,83,80.0001,62,4,1,,J11w,Tochinohana;Senshuyama;Masutsuyoshi;Takanotsuru;Aogiyama;Juzan;Kasugao;Hayateumi;Bushuyama;Kaiho;Asanowaka
Nakao,7,8,-2,41,36,63,3,1,,J12e,Senshuyama;Dewanofuji;Towanoyama;Hayateumi;Takanotsuru
Bushuyama,7,8,-2,32,27,64,2,1,,J12w,Nakao;Juzan;Senshuyama;Dewanofuji;Masutsuyoshi
Towanoyama,9,6,6,62,58.0001,65,1,1,,J13e,Oikari;Senshuyama;Bushuyama;Takanotsuru;Kaido;Kitazakura;Kaiho
Oginishiki,0,15,-30,0,0,66,0,1,,J13w,
