Name,Wins,Losses,Record,Neustadl,Weighted Neustadl,Rank,Inverse Rank,Weight,Sanyaku,Starting Rank,Beats
Chiyonofuji,15,0,30,122,160.5485,0,65,3.79,Y1e,Y1e,Koboyama;Tamaryu;Daijuyama;Dewanohana;Sadanoumi;Terao;Asahifuji;Kitao;Ozutsu;Jingaku;Takamisugi;Wakashimazu;Asashio;Onokuni;Hokutenyu
Takanosato,0,15,-30,0,0,1,64,3.79,Y1w,Y1w,
Hokutenyu,9,6,6,66,84.205,2,63,2.2896,O1e,O1e,Sadanoumi;Terao;Asahifuji;Koboyama;Tamaryu;Hoshi;Asashio;Jingaku;Ozutsu
Onokuni,12,3,18,101,133.3324,3,62,2.2896,O1w,O1w,Terao;Koboyama;Jingaku;Ozutsu;Hoshi;Dewanohana;Wakashimazu;Asahifuji;Hokutenyu;Kotogaume;Sakahoko;Asashio
Asashio,9,6,6,73,93.9496,4,61,2.2896,O2e,O2e,Daijuyama;Hoshi;Sadanoumi;Terao;Kitao;Dewanohana;Ozutsu;Sakahoko;Itai
Wakashimazu,9,6,6,72,88.6784,5,60,2.2896,O2w,O2w,Tamaryu;Sadanoumi;Koboyama;Ozutsu;Asahifuji;Asashio;Jingaku;Hokutenyu;Kitao
Konishiki,0,15,-30,0,0,6,59,1.5961,S1e,S1e,
Kitao,11,4,14,95,123.78849999999998,7,58,1.5961,S1w,S1w,Asahifuji;Jingaku;Hokutenyu;Hoshi;Onokuni;Koboyama;Kirinji;Terao;Sadanoumi;Itai;Dewanohana
Kotokaze,0,15,-30,0,0,8,57,1.5961,S2e,S2e,
Hoshi,8,7,2,59,77.1811,9,56,1.2755,K1e,K1e,Takanosato;Wakashimazu;Koboyama;Dewanohana;Kirinji;Takamisugi;Kotogaume;Onishiki
Koboyama,4,11,-14,27,30.4399,10,55,1.2755,K1w,K1w,Asashio;Ozutsu;Hoo;Takamisugi
Ozutsu,5,10,-10,38,43.9144,11,54,1.1274,,M1e,Jingaku;Takamisugi;Kitao;Onishiki;Hoo
Jingaku,5,10,-10,34,39.163999999999994,12,53,1.1274,,M1w,Tagaryu;Koboyama;Sadanoumi;Onishiki;Tamaryu
Asahifuji,10,5,10,88,108.45350000000002,13,52,1.0589,,M2e,Tochitsurugi;Kotogaume;Sakahoko;Onishiki;Asashio;Dewanohana;Terao;Hoshi;Kirishima;Kirinji
Terao,6,9,-6,44,62.3643,14,51,1.0589,,M2w,Takanosato;Hoshi;Wakashimazu;Tochitsurugi;Kirinji;Dewanohana
Sadanoumi,6,9,-6,34,42.33,15,50,1.0272,,M3e,Tochitsurugi;Hoo;Tamaryu;Daijuyama;Koboyama;Terao
Daijuyama,5,10,-10,33,37.330999999999996,16,49,1.0272,,M3w,Tagaryu;Koboyama;Kaiki;Ozutsu;Tamaryu
Tamaryu,4,11,-14,32,40.1327,17,48,1.0126,,M4e,Tagaryu;Onokuni;Koboyama;Tochitsurugi
Tamaryu,4,11,-14,32,40.1327,18,47,1.0126,,M4e,Tagaryu;Onokuni;Koboyama;Tochitsurugi
Dewanohana,7,8,-2,54,67.38289999999999,19,46,1.0126,,M4w,Takanosato;Hananoumi;Wakashimazu;Fujinokawa;Hokutenyu;Koboyama;Kirishima
Takamisugi,5,10,-10,42,49.8056,20,45,1.0058,,M5e,Dewanohana;Kotogaume;Fujinokawa;Aobajo;Jingaku
Hoo,4,11,-14,33,33.677099999999996,21,44,1.0058,,M5w,Tochitsurugi;Toryu;Sakahoko;Itai
Tochitsurugi,5,10,-10,39,40.4169,22,43,1.0027,,M6e,Hananoumi;Jingaku;Itai;Sakahoko;Daijuyama
Sakahoko,8,7,2,61,68.31129999999999,23,42,1.0027,,M6w,Kurama;Daijuyama;Kaiki;Tamaryu;Hoshi;Aobajo;Toryu;Sadanoumi
Onishiki,8,7,2,68,73.74359999999999,24,41,1.0012,,M7e,Sakahoko;Misugiiso;Fujinokawa;Masurao;Toryu;Hoo;Wakashimazu;Kaiki
Kotogaume,9,6,6,76,85.10379999999998,25,40,1.0012,,M7w,Kurama;Toryu;Misugiiso;Hananoumi;Ozutsu;Kirishima;Aobajo;Hokutenyu;Terao
Kurama,6,9,-6,47,48.3198,26,39,1.0006,,M8e,Daijuyama;Tagaryu;Jingaku;Fujinokawa;Kaiki;Hananoumi
Tagaryu,7,8,-2,50,51.678799999999995,27,38,1.0006,,M8w,Hoo;Sadanoumi;Takamisugi;Kirishima;Tochitsurugi;Ozutsu;Daitetsu
Itai,8,7,2,64,66.8802,28,37,1.0003,,M9e,Tagaryu;Misugiiso;Ozutsu;Takamisugi;Kaiki;Kurama;Kotogaume;Hananoumi
Hananoumi,8,7,2,62,64.35579999999999,29,36,1.0003,,M9w,Toryu;Tamaryu;Daijuyama;Daitetsu;Hoo;Tagaryu;Kirinji;Aobajo
Kaiki,8,7,2,65,65.4586,30,35,1.0001,,M10e,Hananoumi;Hoo;Takamisugi;Kirishima;Tagaryu;Masurao;Kirinji;Toryu
Fujinokawa,8,7,2,52,55.093199999999996,31,34,1.0001,,M10w,Masurao;Hoo;Daijuyama;Tochitsurugi;Tamaryu;Misugiiso;Sadanoumi;Jingaku
Kirinji,9,6,6,76,78.21919999999999,32,33,1.0001,,M11e,Fujinokawa;Sakahoko;Onishiki;Masurao;Takamisugi;Kirishima;Misugiiso;Aobajo;Kurama
Aobajo,8,7,2,60,62.34469999999999,33,32,1.0001,,M11w,Daitetsu;Kaiki;Hoo;Tochitsurugi;Tamaryu;Kurama;Fujinokawa;Itai
Daitetsu,9,6,6,70,79.38839999999999,34,31,1,,M12e,Kotogaume;Itai;Kurama;Hidanohana;Onishiki;Takamisugi;Tochitsurugi;Tamaryu;Terao
Toryu,8,7,2,63,64.042,35,30,1,,M12w,Masurao;Kurama;Daitetsu;Misugiiso;Daijuyama;Maenoshin;Tagaryu;Takamisugi
Kirishima,9,6,6,80,81.98159999999999,36,29,1,,M13e,Toryu;Onishiki;Fujinokawa;Aobajo;Itai;Hananoumi;Kurama;Maenoshin;Daitetsu
