Name,Wins,Losses,Record,Neustadl,Weighted Neustadl,Rank,Inverse Rank,Weight,Sanyaku,Starting Rank,Beats
Akebono,14,1,26,126,157.1399,0,66,3.79,Y1e,Y1e,Tochinowaka;Kyokudozan;Kitakachidoki;Musoyama;Terao;Daizen;Kotonowaka;Misugisato;Wakashoyo;Musashimaru;Takanonami;Takanohana;Takanonami;Takatoriki
Takanohana,11,4,14,79,100.4728,1,65,2.2896,O1e,O1e,Daizen;Daishoho;Tomonohana;Kitakachidoki;Musoyama;Mitoizumi;Tochinowaka;Kaio;Kotonowaka;Kasugafuji;Musashimaru
Wakanohana,3,12,-18,20,25.7059,2,64,2.2896,O1w,O1w,Daizen;Oginishiki;Daishoho
Takanonami,13,2,22,103,131.87369999999999,3,63,2.2896,O2e,O2e,Tochinowaka;Mitoizumi;Oginishiki;Musoyama;Daishoho;Daizen;Kaio;Tomonohana;Kitakachidoki;Kotonishiki;Kyokudozan;Musashimaru;Takatoriki
Musashimaru,9,6,6,64,79.8139,4,62,2.2896,O2w,O2w,Misugisato;Takamisugi;Daizen;Tochinowaka;Kitakachidoki;Terao;Tomonohana;Kotonishiki;Kyokudozan
Kotonishiki,10,5,10,81,105.81859999999999,5,61,1.5961,S1e,S1e,Wakashoyo;Misugisato;Tochinowaka;Terao;Akebono;Daizen;Kitakachidoki;Tomonohana;Kasugafuji;Takanohana
Musoyama,9,6,6,69,88.64779999999999,6,60,1.5961,S1w,S1w,Kotonowaka;Takamisugi;Kyokudozan;Misugisato;Kaio;Tochinowaka;Tomonohana;Akinoshima;Kotonishiki
Tochinowaka,3,12,-18,16,19.1516,7,59,1.2755,K1e,K1e,Kyokudozan;Wakanohana;Daizen
Daizen,5,10,-10,35,40.157799999999995,8,58,1.2755,K1w,K1w,Wakashoyo;Kitakachidoki;Musoyama;Misugisato;Takamisugi
Misugisato,6,9,-6,42,49.6926,9,57,1.1274,,M1e,Daishoho;Mainoumi;Oginishiki;Kitakachidoki;Higonoumi;Tochinowaka
Kaio,9,6,6,83,105.03639999999999,10,56,1.1274,,M1w,Wakanohana;Tomonohana;Takamisugi;Kotoinazuma;Musashimaru;Kotonishiki;Akebono;Akinoshima;Takatoriki
Wakashoyo,4,11,-14,26,33.7359,11,55,1.0589,,M2e,Daishoyama;Tochinowaka;Musashimaru;Kotonowaka
Terao,9,6,6,91,112.9185,12,54,1.0589,,M2w,Takanonami;Oginishiki;Musoyama;Kenko;Takanohana;Kasugafuji;Akinoshima;Kitakachidoki;Kaio
Kotonowaka,7,8,-2,58,69.5114,13,53,1.0272,,M3e,Kasugafuji;Konishiki;Takanonami;Musashimaru;Daizen;Tochinowaka;Kitakachidoki
Kitakachidoki,6,9,-6,42,49.5262,14,52,1.0272,,M3w,Kyokudozan;Musoyama;Tochinowaka;Wakashoyo;Tomonohana;Kiraiho
Kyokudozan,5,10,-10,26,29.5576,15,51,1.0126,,M4e,Daizen;Daishoho;Daishoyama;Misugisato;Wakashoyo
