Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Hakuho,Y1w,Y1e,N/A,1,0,-9,10,-9,112.13869999999999,1,1.2755
Kakuryu,Y2e,Y1w,M8e,2,1,24,2,23,18.9881,1,1.2755
Kisenosato,Y1e,Y2e,M11e,0,2,30,0,28,0,0,0
Takayasu,O1e,O1e,N/A,3,3,-3,9,-6,108.5609,3,4.1471
Goeido,O1w,O1w,N/A,4,4,-2,9,-6,92.7846,3,7.6757
Tochinoshin,O2w,O2e,M13w,5,5,35,0,30,0,0,0
Tamawashi,S1w,S1e,N/A,7,6,-15,13,-21,151.3076,4,10.6588
Takakeisho,S1e,S1w,N/A,6,7,-8,11,-15,138.54810000000003,3,6.6616
Hokutofuji,M2w,K1e,N/A,13,8,7,9,-1,105.8056,6,13.209800000000001
Mitakeumi,K1w,K1w,N/A,9,9,7,8,-2,105.3704,6,16.8518
Kaisei,M8e,M1e,M3w,25,10,15,10,5,96.75650000000002,0,0
Tochiozan,M1e,M1w,M4e,10,11,16,6,5,71.46,3,6.6616
Ichinojo,M1w,M2e,M4w,11,12,17,6,5,66.29079999999999,4,12.159199999999998
Endo,M9w,M2w,M5e,28,13,18,10,5,93.97690000000001,0,0
Nishikigi,M2e,M3e,M3e,12,14,14,7,0,67.4708,5,13.4347
Shodai,M3e,M3w,M4e,14,15,16,7,1,67.52579999999999,1,2.2896
Daieisho,M7w,M4e,M5e,24,16,18,9,2,67.0654,0,0
Myogiryu,K1e,M4w,M5e,8,17,18,5,1,64.3156,2,3.5651
Chiyotairyu,M6e,M5e,M5w,21,18,19,8,1,66.8128,1,1.2755
Okinoumi,M4w,M5w,M5w,17,19,19,7,0,64.2426,2,3.5651
Abi,M10w,M6e,M6e,30,20,20,10,0,81.24,0,0
Onosho,M6w,M6w,M6e,22,21,20,8,-1,70.5231,0,0
Aoiyama,M5e,M7e,M6e,18,22,20,7,-2,60.2654,0,0
Aoiyama,M5e,M7w,M6w,19,23,21,7,-2,60.2654,0,0
Kotoshogiku,M4e,M8e,M7e,16,24,22,6,-2,55.5111,1,1.2755
Takarafuji,M10e,M8w,M7w,29,25,23,9,-2,72.3955,0,0
Asanoyama,M8w,M9e,M8e,26,26,24,8,-2,70.8434,0,0
