Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Kotozakura,Y1w,Y1e,N/A,1,-1,-29,15,-28,186.603,8,17.9024
Kitanofuji,Y2e,Y1w,N/A,2,0,-24,14,-24,163.20510000000002,7,16.3063
Wajima,Y1e,Y2e,N/A,0,1,-14,11,-15,111.8196,3,5.1612
Daiju,S1e,O1e,N/A,6,2,-16,13,-18,150.60819999999998,6,12.516300000000001
Daikirin,O1w,O1w,N/A,4,3,-2,9,-5,79.7351,3,4.1471
Takanohana,O2w,O2e,N/A,5,4,3,8,-1,83.3427,4,8.9512
Kiyokuni,O1e,O2w,M10w,3,5,29,1,24,8.5996,1,1.5961
Kaiketsu,K1e,S1e,N/A,8,6,6,8,0,59.74719999999999,3,5.1612
Yutakayama,M5w,S1w,M2w,19,7,13,9,6,84.7948,1,1.2755
Asahikuni,M3w,K1e,M2w,15,8,13,8,5,72.92269999999999,3,5.8547
Masuiyama,M7w,K1w,M2w,23,9,13,10,4,68.2423,1,1.5961
Kitanoumi,M4e,M1e,M3e,16,10,14,8,4,74.5396,1,1.5961
Hasegawa,M1w,M1w,M4w,11,11,17,6,6,52.072399999999995,2,3.5651
Ryuo,M6e,M2e,M5e,20,12,18,8,6,66.85969999999999,0,0
Washuyama,M2e,M2w,M5e,12,13,18,6,5,43.610299999999995,3,5.8547
Kurohimeyama,M2w,M3e,M5w,13,14,19,6,5,39.5304,1,1.2755
Mienoumi,S1w,M3w,M6w,7,15,21,4,6,39.72749999999999,1,3.79
Fujizakura,M4w,M4e,M5w,17,16,19,7,3,63.727599999999995,1,2.2896
Futagodake,M8w,M4w,M7w,25,17,23,8,6,60.13089999999999,0,0
Ryuko,M12w,M5e,M8e,34,18,24,10,6,85.42290000000001,0,0
Haguroiwa,M9e,M5w,M8e,26,19,24,8,5,61.5866,1,1.5961
Fukunohana,M5e,M6e,M8e,18,20,24,6,4,50.0924,0,0
Kongo,M3e,M6w,M8e,14,21,24,5,3,47.796899999999994,0,0
Tochiazuma,M1e,M7e,M8e,10,22,24,4,2,26.7384,3,5.1612
Maenoyama,M11w,M7w,M9e,32,23,26,9,3,70.9173,0,0
Wakanoumi,M10e,M8e,M9e,28,24,26,8,2,48.688399999999994,0,0
Mutsuarashi,M10w,M8w,M9w,29,25,27,8,2,59.9979,0,0
Kitaseumi,M6w,M9e,M9w,21,26,27,6,1,32.3456,1,1.2755
Takamiyama,K1w,M9w,M9w,9,27,27,3,0,26.3693,2,4.5792
Owashi,M11e,M10e,M10e,30,28,28,8,0,67.8212,0,0
Owashi,M11e,M10w,M10w,31,29,29,8,0,67.8212,0,0
Oshio,J1e,M11e,M10e,38,30,28,10,-2,91.11930000000001,0,0
Arase,M13e,M11w,M10w,35,31,29,9,-2,65.201,0,0
Ohori,J2w,M12e,M11w,41,32,31,10,-1,75.00189999999999,0,0
Yoshioyama,J3e,M12w,M12e,42,33,32,10,-1,88.0007,0,0
Futatsuryu,J1w,M13e,M12w,39,34,33,9,-1,70.0089,0,0
Tenryu,M9w,M13w,M12w,27,35,33,6,-2,31.481699999999996,0,0
Dairyugawa,M8e,M14e,M13e,24,36,34,5,-2,34.2457,1,1.2755
Asanobori,J9e,M14w,M14w,55,37,37,12,0,94.0001,0,0
Shiratayama,J6e,M15e,M17e,48,38,42,9,4,74.0001,0,0
Wakajishi,J7w,M15w,J1e,52,39,46,9,7,67,0,0
Tochifuji,J2e,M16e,J1e,40,40,46,6,6,46,0,0
Wakafutase,J6w,J1e,J1w,49,41,47,8,6,62,0,0
Kotetsuyama,J8w,J1w,J2e,54,42,48,9,6,69,0,0
Tokibayama,M7e,J2e,J2e,22,43,48,1,5,6.4094,0,0
Teruzakura,J3w,J2w,J2w,43,44,49,6,5,39.001799999999996,0,0
Kawasaki,J4e,J3e,J3e,44,45,50,6,5,51,0,0
Yoshinotani,J5w,J3w,J2w,47,46,49,7,3,53,0,0
Maruyama,N/A,J4e,J3w,37,47,51,4,4,31.243899999999996,0,0
Iwatora,M12e,J4w,J3w,33,48,51,3,3,23.0693,0,0
Shurao,J12w,J5e,J4e,62,49,52,10,3,60,0,0
Wakamisugi,J13w,J5w,J5e,64,50,54,10,4,81,0,0
Daio,M13w,J6e,J5e,36,51,54,3,3,17.069899999999997,0,0
Chiyozakura,J8e,J6w,J5w,53,52,55,7,3,59,0,0
Kotonofuji,J10e,J7e,J5w,57,53,55,8,2,54,0,0
Ryoga,J4w,J7w,J5w,45,54,55,5,1,38.0013,0,0
Taikan,J7e,J8e,J6e,50,55,56,6,1,46,0,0
Katsunishiki,J5e,J8w,J6e,46,56,56,5,0,32.0006,0,0
Taikan,J7e,J9e,J6w,51,57,57,6,0,46,0,0
Hagiyama,J9w,J9w,J7e,56,58,58,7,0,46.0001,0,0
Genbu,J10w,J10e,J8e,58,59,60,7,1,58,0,0
Kaneshiro,J11e,J10w,J8w,59,60,61,7,1,34,0,0
Tochizakura,J13e,J11e,J12w,63,61,69,6,8,36,0,0
Yoshinohana,J11w,J11w,N/A,60,62,82,2,20,11,0,0
Tochiisami,J12e,J12e,N/A,61,63,83,2,20,16,0,0
