Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Taiho,Y1e,Y1e,N/A,0,0,-26,14,-26,169.8578,6,12.8369
Kashiwado,Y1w,Y1w,N/A,1,1,-17,12,-18,130.4775,5,8.7263
Tochinoumi,Y2e,Y2e,M10e,2,2,28,1,26,4.1401,0,0
Sadanoyama,Y2w,Y2w,M12w,3,3,33,0,30,0,0,0
Yutakayama,O1e,O1e,N/A,4,4,-2,9,-6,85.0136,3,4.1471
Kitanofuji,S1e,S1e,N/A,6,5,-4,10,-9,95.2781,4,8.630600000000001
Tamanoshima,S1w,S1w,N/A,7,6,-3,10,-9,83.86330000000001,6,12.516300000000001
Kitabayama,O1w,S2e,M1w,5,7,11,6,4,55.1313,1,1.2755
Kotozakura,M3e,K1e,N/A,14,8,4,10,-4,105.7055,6,12.516300000000001
Kotozakura,M3e,K1w,N/A,15,9,5,10,-4,105.7055,6,12.516300000000001
Hasegawa,M2e,M1e,N/A,12,10,6,9,-4,96.39529999999999,2,3.5651
Fujinishiki,M3w,M1w,M1e,16,11,10,9,-1,98.9828,6,11.8228
Toyokuni,M5w,M2e,M1e,20,12,10,10,-2,80.5618,0,0
Kainoyama,M6w,M2w,M2e,22,13,12,10,-1,98.6709,0,0
Kirinji,M5e,M3e,M2w,19,14,13,9,-1,100.17450000000001,4,8.630600000000001
Myobudani,K1w,M3w,M3w,9,15,15,6,0,44.5308,2,3.5651
Daigo,M1w,M4e,M6w,11,16,21,5,5,39.219,2,3.8857
Kairyuyama,M9w,M4w,M7e,28,17,22,9,5,74.1257,0,0
Wakamiyama,M4w,M5e,M6e,18,18,20,7,2,70.9806,3,4.1471
Wakatenryu,M7w,M5w,M7e,24,19,22,8,3,62.20089999999999,0,0
Kiyokuni,K1e,M6e,M7e,8,20,22,4,2,43.71999999999999,1,3.79
Wakanaruto,M8w,M6w,M8e,26,21,24,8,3,75.2416,0,0
Tochioyama,M9e,M7e,M8w,27,22,25,8,3,63.16399999999999,0,0
Fukunohana,M15w,M7w,M9e,40,23,26,11,3,100.6541,0,0
Aonosato,M10e,M8e,M9w,29,24,27,8,3,58.1737,0,0
Daiyu,M8e,M8w,M9w,25,25,27,7,2,56.16609999999999,0,0
Wakachichibu,M6e,M9e,M9w,21,26,27,6,1,55.841300000000004,0,0
Kotetsuyama,M2w,M9w,M9w,13,27,27,4,0,30.962999999999997,1,2.2896
Daishin,J5e,M10e,M11w,49,28,31,12,3,106.0023,0,0
Oiteyama,M14e,M10w,M11w,37,29,31,9,2,67.086,0,0
Yoshinohana,M12w,M11e,M12e,34,30,32,8,2,58.1275,0,0
Tsurugamine,M13e,M11w,M12w,35,31,33,8,2,69.0874,0,0
Hanahikari,M7e,M12e,M12w,23,32,33,5,1,34.3375,0,0
