Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Takanohana,Y1e,Y1e,N/A,0,0,-30,15,-30,161.18009999999998,7,13.098299999999998
Akebono,Y1w,Y1w,N/A,1,1,-17,12,-18,122.22549999999998,6,9.3083
Musashimaru,O1e,O1e,N/A,2,2,-8,10,-10,84.20439999999999,3,4.8406
Wakanohana,O1w,O1w,N/A,3,3,-7,10,-10,85.33850000000001,4,8.630600000000001
Takanonami,O2e,O2e,N/A,4,4,2,8,-2,71.20959999999998,2,5.3861
Kaio,S1w,S1e,N/A,6,5,-8,11,-13,121.3721,5,9.740400000000001
Musoyama,S1e,S1w,N/A,5,6,3,8,-3,69.06609999999999,2,3.5651
Kotonishiki,K2w,K1e,N/A,9,7,-1,10,-8,106.42839999999998,5,9.740400000000001
Kotoinazuma,M1w,K1w,N/A,11,8,5,9,-3,82.88689999999998,2,3.5651
Takatoriki,M1e,K2e,N/A,10,9,8,8,-1,57.4932,2,2.551
Tosanoumi,M8e,M1e,M1w,25,10,11,11,1,101.85589999999999,2,3.5651
Kenko,K1w,M1w,M3e,8,11,14,6,3,60.3098,4,6.757300000000001
Kotonowaka,K1e,M2e,M6w,7,12,21,4,9,45.03939999999999,2,3.8857
Minatofuji,M2e,M2w,M7e,12,13,22,5,9,55.8792,3,4.8406
Minatofuji,M2e,M3e,M7w,13,14,23,5,9,55.8792,3,4.8406
Tochinowaka,M8w,M3w,M8e,26,15,24,8,9,60.0932,0,0
Terao,M9w,M4e,M9e,28,16,26,8,10,74.3206,0,0
Daishi,M10e,M4w,M9w,29,17,27,8,10,60.2743,0,0
Wakashoyo,M4e,M5e,M5w,17,18,19,7,1,61.979599999999984,1,1.5961
Misugisato,M4w,M5w,M8e,18,19,24,6,5,37.23969999999999,1,1.2755
Naminohana,M11e,M6e,M10w,31,20,29,8,9,66.1543,0,0
Mitoizumi,M9e,M6w,M8w,27,21,25,8,4,65.29589999999999,0,0
Konishiki,M5e,M7e,M10w,19,22,29,5,7,38.860299999999995,2,3.5651
Kotobeppu,M6w,M7w,M10e,22,23,28,6,5,47.55179999999999,0,0
Asahiyutaka,M7e,M8e,M8w,23,24,25,7,1,59.12460000000001,0,0
Higonoumi,M3e,M8w,M10w,15,25,29,4,4,28.6209,1,1.2755
Mainoumi,M11w,M9e,M11e,32,26,30,8,4,66.8096,0,0
Asanowaka,M3w,M9w,M11e,16,27,30,4,3,30.5636,1,1.2755
Kyokudozan,M14e,M10e,M11w,37,28,31,9,3,72.0284,0,0
Kitakachidoki,M12e,M10w,M11w,33,29,31,8,2,62.23610000000001,0,0
Oginishiki,M6e,M11e,M11w,21,30,31,5,1,31.236599999999996,0,0
Hamanoshima,M2w,M11w,M12e,14,31,32,3,1,20.245399999999997,1,1.2755
Asanosho,M13e,M12e,M12w,35,32,33,8,1,63.077600000000004,0,0
Oginohana,J4w,M12w,M13e,48,33,34,11,1,91.0035,0,0
Tomonohana,M15w,M13e,M13e,40,34,34,9,0,83.6899,0,0
Kasugafuji,M13w,M13w,M13e,36,35,34,8,-1,67.2242,0,0
Kirishima,M5w,M14e,M13e,20,36,34,4,-2,26.1607,0,0
Kiraiho,M14w,M14w,M14e,38,37,36,8,-1,62.064600000000006,0,0
Daishoho,M10w,M15e,M14e,30,38,36,6,-2,43.1838,0,0
Kushimaumi,J2w,M15w,M15e,44,39,38,9,-1,63.0008,0,0
Aogiyama,J1e,M16e,M15w,41,40,39,8,-1,63.001000000000005,0,0
Tamakasuga,J3e,M16w,M17w,45,41,43,8,2,52.0003,0,0
Tokitsunada,M15e,J1e,M18w,39,42,45,6,3,47.0184,0,0
Rikio,J7e,J1w,J1w,53,43,47,9,4,74,0,0
Daizen,J2e,J2e,M18w,43,44,45,7,1,47.0004,0,0
Wakanojo,J13w,J2w,J2e,66,45,48,12,3,87,0,0
Ganyu,J7w,J3e,J2e,54,46,48,9,2,75,0,0
Toyonoumi,J5w,J3w,J2e,50,47,48,8,1,60,0,0
Kanechika,J6e,J4e,J2w,51,48,49,8,1,69,0,0
Kyokushuzan,J6w,J4w,J3e,52,49,50,8,1,72,0,0
Kotogaume,J3w,J5e,J4e,46,50,52,6,2,50.0001,0,0
Shikishima,J1w,J5w,J4e,42,51,52,5,1,31.000999999999998,0,0
Kotoryu,J8w,J6e,J5e,56,52,54,8,2,59,0,0
Akinoshima,M7w,J6w,J5e,24,53,54,0,1,0,0,0
Daihisho,J9e,J7e,J5w,57,54,55,8,1,64,0,0
Wakahayato,J5e,J7w,J5w,49,55,55,6,0,42,0,0
Gojoro,J11w,J8e,J6e,62,56,56,9,0,58,0,0
Takamisugi,M12w,J8w,J6e,34,57,56,2,-1,18.0383,0,0
Chiyotaikai,J12e,J9e,J8w,63,58,61,8,3,67,0,0
Asahisato,J8e,J9w,J8w,55,59,61,6,2,46,0,0
Daiki,J13e,J10e,J9w,65,60,63,8,3,53,0,0
Hitachiryu,J12w,J10w,J11e,64,61,66,7,5,53,0,0
Gokenzan,J11e,J11e,J13w,61,62,71,5,9,30,0,0
Daishoyama,J4e,J11w,N/A,47,63,77,0,14,0,0,0
Kotofuji,J9w,J12e,N/A,58,64,80,2,16,11,0,0
Ryudo,J10e,J12w,N/A,59,65,85,1,20,2,0,0
Kyokugozan,J10w,J13e,N/A,60,66,86,1,20,7,0,0
