Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Chiyonofuji,Y2e,Y1e,N/A,2,1,0,-23,12,-23,120.70350000000002,4,6.4367
Kitanoumi,Y1w,Y1w,M6e,1,0,1,10,5,9,46.0619,1,1.2755
Wakanohana,Y1e,Y2e,M15w,0,-1,2,29,0,27,0,0,0
Kotokaze,O1e,O1e,N/A,3,2,3,-12,11,-15,114.25319999999999,5,7.0187
Asashio,K2w,S1e,N/A,8,7,4,-11,12,-15,126.8823,5,12.047699999999999
Takanosato,S1e,S1w,N/A,4,3,5,-11,11,-16,115.7961,3,6.341
Sadanoumi,M4e,K1e,M3e,15,14,6,4,10,-2,96.0804,3,5.1612
Dewanohana,M6e,K1w,M5e,19,18,7,8,10,1,79.3965,1,1.2755
Ozutsu,K1w,M1e,M5e,7,6,8,8,7,0,63.314,2,2.8716
Tochiakagi,M5w,M1w,M6w,18,17,9,11,9,2,84.53640000000001,5,10.226700000000001
Hokutenyu,K1e,M2e,M6w,6,5,10,11,6,1,64.3671,2,2.8716
Wakashimazu,M4w,M2w,M7w,16,15,11,13,8,2,94.2561,4,7.6165
Kirinji,M6w,M3e,M7w,20,19,12,13,9,1,81.19999999999997,2,3.1922
Daijuyama,S1w,M3w,M8e,5,4,13,14,5,1,37.2745,0,0
Tochihikari,M9w,M4e,M8w,26,25,14,15,10,1,86.3326,1,1.5961
Onishiki,M3e,M4w,M10e,13,12,15,18,6,3,51.0854,1,3.79
Zaonishiki,M5e,M5e,M10e,17,16,16,18,7,2,57.6147,0,0
Hidanohana,M1w,M5w,M10w,10,9,17,19,5,2,37.6215,1,3.79
Fujizakura,M10w,M6e,M11w,28,27,18,21,9,3,65.11939999999998,0,0
Wakajishi,J2e,M6w,M12e,37,36,19,22,11,3,92.01660000000001,0,0
Kaiki,M9e,M7e,M12e,25,24,20,22,8,2,62.03,0,0
Takamiyama,M11e,M7w,M12e,29,28,21,22,9,1,60.38159999999999,0,0
Washuyama,M1e,M8e,M12e,9,8,22,22,4,0,49.2299,3,4.1471
Oshio,M7e,M8w,M12e,21,20,23,22,7,-1,45.2579,0,0
Hoo,M11w,M9e,M12w,30,29,24,23,9,-1,65.30069999999999,0,0
Aobajo,M7w,M9w,M12w,22,21,25,23,7,-2,48.8599,0,0
Azumanada,M3w,M10e,M12w,14,13,26,23,5,-3,42.781499999999994,2,3.8857
Amanoyama,J1e,M10w,M13e,35,34,27,24,10,-3,91.0652,0,0
Kurama,M2w,M11e,M13w,12,11,28,25,4,-3,21.237499999999997,0,0
Toryu,J2w,M11w,M14w,38,37,29,27,10,-2,85.00290000000001,0,0
Koboyama,M12w,M12e,M15w,32,31,30,29,8,-1,76.857,0,0
Banryuyama,M2e,M12w,M15e,11,10,31,28,3,-3,22.4025,0,0
Hakuryuyama,J3w,M13e,M15w,40,39,32,29,10,-3,72.0035,0,0
Daihi,M12e,M13w,M17e,31,30,33,32,7,-1,57.22429999999999,0,0
Shinko,J1w,M14e,M17w,36,35,34,33,8,-1,60.006,0,0
Kurosegawa,J5w,M14w,M17w,44,43,35,33,10,-2,78.00280000000001,0,0
Oyutaka,J6w,M15e,J1w,46,45,36,35,10,-1,88.0001,0,0
Kotochitose,M8e,M15w,J2e,23,22,37,36,4,-1,30.126999999999995,0,0
Hakuryu,J4e,M16e,J3e,41,40,38,38,8,0,62.0028,0,0
Hachiya,M13e,M16w,J5e,33,32,39,42,5,3,31.155299999999997,0,0
Iwanami,M13w,M17e,J5w,34,33,40,43,5,3,37.137100000000004,0,0
Aobayama,M8w,M17w,J6w,24,23,41,45,2,4,7.0023,0,0
Tochitsurugi,J8e,J1e,J7e,49,48,42,46,8,4,67.0007,0,0
Kinoarashi,J10w,J1w,J7w,54,53,43,47,9,4,52,0,0
Kotowaka,J6e,J2e,J7e,45,44,44,46,7,2,44,0,0
Wakanofuji,J11e,J2w,J8e,55,54,45,48,9,3,76.0001,0,0
Kurohimeyama,J5e,J3e,J8e,43,42,46,48,6,2,40.0006,0,0
Tamaryu,J7w,J3w,J8w,48,47,47,49,7,2,52.0006,0,0
Tengozan,J12e,J4e,J9e,57,56,48,50,9,2,53,0,0
Saisu,J10e,J4w,J9e,53,52,49,50,8,1,47,0,0
Tagaryu,J13e,J5e,J10e,59,58,50,52,9,2,55.0006,0,0
Shishiho,J3e,J5w,J10e,39,38,51,52,4,1,21,0,0
Oko,J9w,J6e,J10w,52,51,52,53,7,1,44.000699999999995,0,0
Takamisugi,M10e,J6w,J12e,27,26,53,56,0,3,0,0,0
Daigo,J13w,J7e,N/A,60,59,54,65,6,11,22,0,0
Fukuzono,J7e,J7w,N/A,47,46,55,68,2,13,13.0006,0,0
Hoshiiwato,J11w,J8e,N/A,56,55,56,69,4,13,6,0,0
Futatsuryu,J12w,J8w,N/A,58,57,57,71,4,14,11,0,0
Masudayama,J4w,J9e,N/A,42,41,58,71,0,13,0,0,0
Tamanofuji,J8w,J9w,N/A,50,49,59,79,0,20,0,0,0
Daio,J9e,J10e,N/A,51,50,60,80,0,20,0,0,0
