Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Hakuho,Y1e,Y1e,M11w,0,1,30,0,29,0,0,0
Kakuryu,Y1w,Y1w,M12e,1,2,31,0,29,0,0,0
Takakeisho,O1w,O1e,N/A,3,3,-15,12,-18,104.6381,4,6.4367
Asanoyama,O1e,O1w,N/A,2,4,-8,10,-12,79.67499999999998,3,4.4677
Shodai,S1e,S1e,N/A,4,5,-18,13,-23,131.77679999999998,4,7.4508
Mitakeumi,S1w,S1w,N/A,5,6,3,8,-3,72.0857,1,1.2755
Takanosho,M1w,K1e,N/A,10,7,0,10,-7,94.09709999999998,4,6.7573
Terunofuji,M1e,K1w,N/A,9,8,7,8,-1,77.2942,5,8.0328
Takayasu,M6e,M1e,M1e,19,9,9,10,0,90.2905,1,1.5961
Wakatakakage,M8w,M1w,M1w,24,10,10,11,0,97.36160000000001,0,0
Kiribayama,M5e,M2e,M2e,17,11,11,9,0,68.7569,3,4.4677
Onosho,M9w,M2w,M4w,26,12,16,10,4,95.49,0,0
Daieisho,S2e,M3e,M4w,6,13,16,5,3,35.11409999999999,2,2.8716
Hokutofuji,M2e,M3w,M5e,11,14,17,6,3,61.3232,2,3.5651
Kagayaki,M6w,M4e,M5w,20,15,18,8,3,72.1636,0,0
Myogiryu,M3e,M4w,M6e,13,16,19,6,3,45.6829,3,4.1471
Kotoshoho,M12e,M5e,M7e,31,17,21,10,4,74.8527,0,0
Okinoumi,K1e,M5w,M7e,7,18,21,4,3,51.846199999999996,2,3.1922
Takarafuji,M5w,M6e,M6w,18,19,20,7,1,59.3963,2,2.8716
Tobizaru,M14e,M6w,M7w,36,20,22,11,2,101.78319999999998,0,0
Kotoshoho,M12e,M7e,M7w,32,21,22,10,1,74.8527,0,0
Tochinoshin,M4w,M7w,M7w,16,22,22,6,0,53.1,3,5.1612
Tamawashi,M2w,M8e,M7w,12,23,22,5,-1,39.0704,4,5.7432
Aoiyama,M7w,M8w,M8w,22,24,24,7,0,60.130799999999994,0,0
Terutsuyoshi,M3w,M9e,M8w,14,25,24,5,-1,30.8474,1,1.2755
Tokushoryu,M8e,M9w,M9e,23,26,25,7,-1,53.2013,0,0
Kotoeko,M10w,M10e,M9w,28,27,26,8,-1,69.37749999999998,0,0
Endo,K1w,M10w,M9w,8,28,26,3,-2,26.955099999999998,2,3.5651
Ryuden,M7e,M11e,M10e,21,29,27,6,-2,40.0088,1,1.2755
Meisei,M13e,M11w,M10w,34,30,28,9,-2,57.35359999999999,0,0
Sadanoumi,M10e,M12e,M11e,27,31,29,7,-2,60.20909999999999,0,0
Enho,M9e,M12w,M12e,25,32,31,6,-1,46.988299999999995,0,0
Yutakayama,M4e,M13e,M15e,15,33,37,2,4,22.394599999999997,0,0
Kaisei,M12w,M13w,M14e,33,34,35,7,1,53.0509,0,0
Chiyonokuni,J11w,M14e,M16e,65,35,39,14,4,107,0,0
Hoshoryu,M16w,M14w,M16e,41,36,39,8,3,53.0272,0,0
Chiyotairyu,M11e,M15e,M16e,29,37,39,5,2,37.1532,0,0
Kotonowaka,J2w,M15w,M16w,46,38,40,9,2,69.0001,0,0
Ichinojo,M17e,M16e,M16w,42,39,40,8,1,54.071999999999996,0,0
Chiyoshoma,J4e,M16w,M18e,49,40,43,9,3,70,0,0
Kotoyuki,J2e,M17e,M18e,45,41,43,8,2,62.0004,0,0
Shimanoumi,M15e,M17w,M18w,38,42,44,6,2,38.0054,0,0
Akua,J6w,J1e,J1e,55,43,45,10,2,80,0,0
Akiseyama,J10e,J1w,J2w,62,44,48,11,4,87,0,0
Chiyonoo,J6e,J2e,J2w,54,45,48,9,3,69,0,0
Midorifuji,J10w,J2w,J3e,63,46,49,11,3,79,0,0
Shohozan,M15w,J3e,J3e,39,47,49,5,2,26.057599999999997,0,0
Ishiura,M13w,J3w,J3e,35,48,49,4,1,21.3064,0,0
Nishikigi,J1w,J4e,J3w,44,49,50,6,1,44,0,0
