Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Sadanoyama,Y1e,Y1e,N/A,0,0,-22,13,-22,156.55809999999997,5,11.2408
Kashiwado,Y2e,Y1w,N/A,2,1,-4,9,-5,104.8656,3,5.4818
Taiho,Y1w,Y2e,M9e,1,2,27,1,25,9.203700000000001,0,0
Tamanoshima,O1e,O1e,N/A,3,3,-15,12,-18,153.1035,7,14.805900000000001
Kitanofuji,O2e,O1w,N/A,5,4,-5,10,-9,108.02579999999999,5,10.226700000000001
Kotozakura,O2w,O2e,N/A,6,5,-4,10,-9,139.3509,6,15.0308
Yutakayama,O1w,O2w,N/A,4,6,6,7,0,73.4109,3,6.6616
Kiyokuni,S1w,S1e,N/A,8,7,2,9,-5,99.11009999999999,5,10.920200000000001
Kirinji,M4e,S1w,N/A,17,8,7,10,-1,114.8546,4,6.7573
Maenoyama,M2e,K1e,N/A,13,9,7,9,-2,97.9008,4,6.4367
Kainoyama,S1e,K1w,M2e,7,10,13,6,3,89.50309999999999,4,7.4508
Ryuko,J3e,M1e,M3w,38,11,16,13,5,121.07020000000001,0,0
Futagodake,M4w,M1w,M3w,18,12,16,8,4,76.04729999999999,2,2.8716
Wakafutase,M6w,M2e,M3w,22,13,16,9,3,75.15279999999998,0,0
Fukunohana,K1w,M2w,M3w,10,14,16,6,2,63.6982,2,6.0796
Fujinokawa,M11e,M3e,M4e,31,15,17,11,2,91.4454,0,0
Mutsuarashi,M1e,M3w,M4e,11,16,17,6,1,58.268499999999996,4,9.6447
Kotetsuyama,M5w,M4e,M4w,20,17,18,8,1,55.39419999999999,1,1.5961
Hasegawa,K1e,M4w,M5e,9,18,19,5,1,56.56540000000001,2,5.0655
Takamiyama,M9e,M5e,M6e,27,19,21,9,2,70.39450000000001,0,0
Fujinishiki,M7e,M5w,M6e,23,20,21,8,1,59.5693,0,0
Aonosato,M3w,M6e,M6w,16,21,22,6,1,49.0156,1,1.2755
Tokibayama,M10e,M6w,M7e,29,22,23,9,1,71.65979999999999,0,0
Myobudani,M6e,M7e,M7e,21,23,23,7,0,58.403099999999995,0,0
Daiyu,M8w,M7w,M7w,26,24,24,8,0,77.1049,0,0
Tochiazuma,M2w,M8e,M7w,14,25,24,5,-1,40.0466,4,8.630600000000001
Hanahikari,M3e,M8w,M8e,15,26,25,5,-1,65.2812,3,6.1753
Wakanami,M9w,M9e,M8w,28,27,26,8,-1,59.741899999999994,0,0
Wakatenryu,M10w,M9w,M9w,30,28,28,8,0,54.784,0,0
Toda,J1w,M10e,M10e,35,29,29,9,0,81.0171,0,0
Hirokawa,M5e,M10w,M10e,19,30,29,5,-1,43.3073,1,1.5961
Misogidori,M7w,M11e,M10w,24,31,30,6,-1,40.122899999999994,0,0
Tochiisami,J4w,M11w,M11e,41,32,31,10,-1,82.0007,0,0
Asaoka,J1e,M12e,M11w,34,33,32,8,-1,41.005300000000005,0,0
Kitanohana,J2w,M12w,M13e,37,34,35,8,1,59.000699999999995,0,0
Tochioyama,J8e,M13e,M15e,49,35,39,10,4,84,0,0
Wakanokuni,M8e,M13w,M15e,25,36,39,4,3,26.076699999999995,0,0
Kurowashi,J10w,M14e,M15w,54,37,40,11,3,98.0001,0,0
Wakanaruto,J9e,M14w,M16e,51,38,41,10,3,89.0005,0,0
Yoshinohana,M1w,M15e,M16w,12,39,42,0,3,0,0,0
Oiteyama,J6w,M15w,M17e,45,40,43,8,3,64,0,0
Daimonji,J7e,M16e,M17w,46,41,44,8,3,59.000699999999995,0,0
Dairyugawa,J5e,J1e,M17w,42,42,44,7,2,48.0007,0,0
Daimonji,J7e,J1w,M18e,47,43,45,8,2,59.000699999999995,0,0
Tensuiyama,J2e,J2e,M18w,36,44,46,5,2,22.0007,0,0
Wakachichibu,J3w,J2w,J2e,39,45,49,5,4,25.0018,0,0
Asanobori,J9w,J3e,J2w,52,46,50,8,4,60.0001,0,0
Tochifuji,J6e,J3w,J2w,44,47,50,6,3,35,0,0
Oiyama,J7w,J4e,J2w,48,48,50,7,2,49.0007,0,0
Kiminishiki,J12e,J4w,J3e,57,49,51,9,2,67.0001,0,0
Shiratayama,J13w,J5e,J4w,60,50,54,9,4,77.0001,0,0
Wakayoshiba,M11w,J5w,J4w,32,51,54,2,3,12.013199999999998,0,0
Wakamiyama,M12e,J6e,J5e,33,52,55,2,3,14.015999999999998,0,0
Ogiyama,J12w,J6w,J5w,58,53,56,8,3,57,0,0
Ryushoyama,J8w,J7e,J5w,50,54,56,6,2,28,0,0
Daisetsu,J13e,J7w,J6e,59,55,57,8,2,54,0,0
Maedahana,J11e,J8e,J6e,55,56,57,7,1,44,0,0
Kairyuyama,J4e,J8w,J8w,40,57,62,2,5,7,0,0
Asakaze,J10e,J9e,J9e,53,58,63,5,5,31,0,0
Kitanokuni,J11w,J9w,J12w,56,59,70,4,11,22,0,0
Toyokuni,J5w,J10e,J14e,43,60,73,0,13,0,0,0
