Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Akebono,Y1e,Y1e,N/A,0,1,-22,13,-23,164.81800000000004,8,14.2081
Musashimaru,Y2e,Y1w,N/A,2,2,-8,10,-10,106.62009999999998,2,5.0655
Takanohana,Y1w,Y2e,N/A,1,3,11,5,8,49.4131,2,2.551
Chiyotaikai,O1e,O1e,N/A,3,4,-11,11,-15,155.9521,8,19.4028
Dejima,O2e,O1w,N/A,5,5,-5,10,-10,121.51359999999998,4,6.4367
Miyabiyama,O1w,O2e,N/A,4,6,10,6,4,63.57759999999999,2,3.5651
Tochiazuma,S1w,S1e,N/A,8,7,-10,12,-17,137.4095,8,18.5959
Kaio,S1e,S1w,N/A,7,8,-7,11,-15,133.0085,8,18.5959
Musoyama,O2w,S2e,M5e,6,9,20,4,11,38.852599999999995,0,0
Akinoshima,M1e,K1e,N/A,12,10,10,8,0,78.90879999999999,3,5.8547
Takanonami,S2w,K1w,N/A,9,11,11,7,0,105.0489,5,12.2549
Tosanoumi,K1e,M1e,M1e,10,12,12,7,0,74.2464,5,11.2408
Kotoryu,M6w,M1w,M3w,23,13,17,9,4,73.6107,0,0
Wakanosato,J1e,M2e,M4e,40,14,18,13,4,113,0,0
Chiyotenzan,M9e,M2w,M4e,28,15,18,10,3,85.4409,0,0
Hayateumi,M5e,M3e,M4e,20,16,18,8,2,84.05239999999999,3,5.8547
Tochinonada,M3e,M3w,M4e,16,17,18,7,1,58.002199999999995,1,2.2896
Kyokutenho,M7w,M4e,M4w,25,18,19,9,1,78.97559999999999,0,0
Oginishiki,M4e,M4w,M5e,18,19,20,7,1,67.72999999999999,2,3.8857
Toki,M2e,M5e,M5e,14,20,20,6,0,65.20249999999999,4,7.4508
Takatoriki,M8w,M5w,M5w,27,21,21,9,0,74.3064,0,0
Takanowaka,M2w,M6e,M5w,15,22,21,6,-1,64.78909999999999,3,5.8547
Wakanoyama,M4w,M6w,M5w,19,23,21,7,-2,52.93879999999999,0,0
Kotonowaka,M7e,M7e,M6e,24,24,22,8,-2,66.5405,0,0
Takamisakari,M11e,M7w,M6e,32,25,22,10,-3,83.36979999999998,0,0
Tochinohana,M1w,M8e,M6w,13,26,23,5,-3,57.1854,4,6.7573
Kaiho,M6e,M8w,M7e,22,27,24,7,-3,65.6303,0,0
Aminishiki,M13w,M9e,M8w,37,28,27,10,-1,82.181,0,0
Tokitsuumi,M11w,M9w,M8w,33,29,27,9,-2,74.41,0,0
Asanowaka,M3w,M10e,M8w,17,30,27,5,-3,29.651100000000003,1,1.2755
Minatofuji,M9w,M10w,M10w,29,31,31,7,0,49.4285,0,0
Tochisakae,J6e,M11e,M11e,50,32,32,12,0,93,0,0
Otsukasa,M12w,M11w,M11w,35,33,33,8,0,63.0857,0,0
Tamakasuga,K1w,M12e,M11w,11,34,33,2,-1,22.2975,2,3.8857
Daishi,J3e,M12w,M12e,44,35,34,10,-1,91,0,0
Sentoryu,M13e,M13e,M12e,36,36,34,8,-2,69.4704,0,0
Higonoumi,M5w,M13w,M12w,21,37,35,4,-2,39.3835,0,0
Hamanoshima,M10e,M14e,M13e,30,38,36,6,-2,51.198,0,0
Kinkaiyama,M14w,M14w,M13w,39,39,37,8,-2,54.1946,0,0
Kyokushuzan,M8e,M15e,M13e,26,40,36,5,-4,35.8794,0,0
Kotonishiki,J1w,M15w,M14w,41,41,39,8,-2,52.0035,0,0
Oikari,J2e,M16e,M15e,42,42,40,8,-2,70.00800000000001,0,0
Jumonji,J2w,J1e,M15w,43,43,41,8,-2,53,0,0
Tamarikido,J4w,J1w,M15w,47,44,41,9,-3,74,0,0
Daizen,M10w,J2e,M15w,31,45,41,5,-4,33.0871,0,0
Aogiyama,M14e,J2w,M17e,38,46,44,6,-2,45.0649,0,0
Kotomitsuki,J6w,J3e,M17w,51,47,45,9,-2,56,0,0
Tamanonada,J4e,J3w,J1e,46,48,48,7,0,42,0,0
Terao,J3w,J4e,J2w,45,49,51,6,2,34,0,0
Shikishima,M12e,J4w,J3e,34,50,52,3,2,20.067,0,0
Hamanishiki,J13e,J5e,J4e,64,51,54,10,3,69,0,0
Yotsukasa,J5e,J5w,J4e,48,52,54,6,2,54,0,0
Wakakosho,J7e,J6e,J4e,52,53,54,7,1,48,0,0
Gojoro,J12e,J6w,J5e,62,54,56,9,2,71,0,0
Mitoizumi,J7w,J7e,J8w,53,55,63,5,8,42,0,0
Tamanokuni,J9w,J7w,J6w,57,56,59,7,3,55,0,0
Kitazakura,J11e,J8e,J8e,60,57,62,7,5,40,0,0
Tomonohana,J9e,J8w,J8e,56,58,62,6,4,40,0,0
Wakanojo,J12w,J9e,J9w,63,59,65,7,6,34,0,0
Kotoiwakuni,J13w,J9w,J10w,65,60,67,7,7,37,0,0
Tomikaze,J11w,J10e,J10w,61,61,67,6,6,34,0,0
Kitakachidoki,J10w,J10w,J11w,59,62,69,5,7,28,0,0
Toyozakura,J8w,J11e,J11w,55,63,69,4,6,25,0,0
Asanosho,J5w,J11w,N/A,49,64,79,0,15,0,0,0
Hoshitango,J8e,J12e,N/A,54,65,84,0,19,0,0,0
Ohinode,J10e,J12w,N/A,58,66,88,0,22,0,0,0
