Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Terunofuji,Y1e,Y1e,M11w,0,-1,0,29,0,29,0,0,0
Takakeisho,O1w,O1e,M6e,1,0,1,18,3,17,21.8889,0,0
Kiribayama,S2e,S1e,N/A,4,3,2,-21,12,-23,113.0099,5,7.0187
Daieisho,K2e,S1w,N/A,7,6,3,-12,12,-15,109.41579999999999,2,2.8716
Wakamotoharu,K1e,S2e,N/A,5,4,4,-10,11,-14,101.4053,3,3.8265000000000002
Hoshoryu,S1w,S2w,N/A,3,2,5,-8,10,-13,91.1192,4,5.102
Shodai,M1w,K1e,N/A,10,9,6,-1,10,-7,101.66980000000002,5,7.339300000000001
Kotonowaka,K1w,K1w,N/A,6,5,7,-1,9,-8,82.02770000000001,2,2.8716
Wakatakakage,S1e,M1e,N/A,2,1,8,3,7,-5,56.0009,2,2.551
Abi,M2e,M1w,N/A,11,10,9,4,9,-5,77.3502,4,6.7573
Midorifuji,M5w,M2e,N/A,18,17,10,7,10,-3,83.1429,1,1.2755
Takayasu,M7w,M2w,M2w,22,21,11,11,10,0,87.8492,1,1.5961
Endo,M6e,M3e,M3e,19,18,12,12,9,0,75.5056,1,1.2755
Tobizaru,K2w,M3w,M3w,8,7,13,13,6,0,40.212799999999994,1,2.2896
Nishikifuji,M10w,M4e,M5w,28,27,14,17,10,3,84.7153,0,0
Ura,M8w,M4w,M5w,24,23,15,17,9,2,77.7635,0,0
Ichinojo,J3e,M5e,M6w,46,45,16,19,14,3,116.0018,0,0
Asanoyama,J1e,M5w,M6w,42,41,17,19,13,2,110.0005,0,0
Nishikigi,M3w,M6e,M6w,14,13,18,19,6,1,40.4995,2,3.8857
Kinbozan,M14e,M6w,M7e,35,34,19,20,11,1,97.54079999999999,0,0
Hokutofuji,M7e,M7e,M8e,21,20,20,22,7,2,55.1504,1,1.2755
Kotoshoho,M5e,M7w,M8e,17,16,21,22,6,1,40.8104,1,1.5961
Sadanoumi,M6w,M8e,M9w,20,19,22,25,6,3,37.7894,0,0
Meisei,M4w,M8w,M9w,16,15,23,25,5,2,30.423000000000002,0,0
Mitakeumi,M3e,M9e,M10e,13,12,24,26,4,2,37.369200000000006,3,5.1612
Tamawashi,M1e,M9w,M10e,9,8,25,26,3,1,19.8414,1,1.5961
Takanosho,M11w,M10e,M10w,30,29,26,27,8,1,60.2271,0,0
Hiradoumi,M9w,M10w,M10w,26,25,27,27,7,0,53.6502,0,0
Onosho,M4e,M11e,M11e,15,14,28,28,4,0,37.2005,1,1.5961
Takarafuji,M12w,M11w,M11w,32,31,29,29,8,0,53.5549,0,0
Daishoho,M13e,M12e,M12e,33,32,30,30,8,0,74.0736,0,0
Hokuseiho,M15e,M12w,M12e,37,36,31,30,9,-1,73.2041,0,0
Kotoeko,M13w,M13e,M12w,34,33,32,31,8,-1,68.1054,0,0
Aoiyama,M9e,M13w,M12e,25,24,33,30,6,-3,42.0158,0,0
Chiyoshoma,M16e,M14e,M13e,39,38,34,32,9,-2,70.3042,0,0
Ryuden,M2w,M14w,M13w,12,11,35,33,2,-2,15.977799999999998,1,1.2755
Myogiryu,M10e,M15e,M15e,27,26,36,36,5,0,39.1321,0,0
Ichiyamamoto,M8e,M15w,M15e,23,22,37,36,4,-1,27.0372,0,0
Tsurugisho,M16w,M16e,M15w,40,39,38,37,8,-1,64.03750000000001,0,0
Mitoryu,M17e,M16w,M16e,41,40,39,38,8,-1,61.03589999999999,0,0
Gonoyama,J6e,M17e,M15w,52,51,40,37,11,-3,101,0,0
Oho,M15w,M17w,M16w,38,37,41,39,7,-2,58.0078,0,0
Shonannoumi,J3w,J1e,M17e,47,46,42,40,9,-2,64.0007,0,0
Kagayaki,M12e,J1w,M17e,31,30,43,40,5,-3,35.013,0,0
Azumaryu,M11e,J2e,J1e,29,28,44,42,4,-2,31.010499999999997,0,0
Enho,J5w,J2w,J2e,51,50,45,44,9,-1,71,0,0
Tohakuryu,J1w,J3e,J2e,43,42,46,44,7,-2,56,0,0
Oshoma,J4w,J3w,J3e,49,48,47,46,8,-1,57.0005,0,0
Roga,J5e,J4e,J3w,50,49,48,47,8,-1,55,0,0
Bushozan,M14w,J4w,J2w,36,35,49,45,5,-4,37.0028,0,0
Akua,J7e,J5e,J5w,54,53,50,51,8,1,58,0,0
Hakuyozan,J9w,J5w,J6e,59,58,51,52,9,1,67,0,0
Shimazuumi,J7w,J6e,J6e,55,54,52,52,8,0,52,0,0
Takakento,J12w,J6w,J7e,65,64,53,54,10,1,67,0,0
Churanoumi,J10w,J7e,J7e,61,60,54,54,9,0,64,0,0
Atamifuji,J8w,J7w,J7e,57,56,55,54,8,-1,60,0,0
Tochinoshin,J2w,J8e,J7e,45,44,56,54,5,-2,32,0,0
Ochiai,J14w,J8w,J9e,69,68,57,58,10,1,61,0,0
Daiamami,J6w,J9e,J9e,53,52,58,58,6,0,38,0,0
Kitanowaka,J11w,J9w,J10e,63,62,59,60,8,1,44,0,0
Hidenoumi,J8e,J10e,J10w,56,55,60,61,6,1,44,0,0
Chiyomaru,J4e,J10w,J10w,48,47,61,61,4,0,28,0,0
Chiyonokuni,J2e,J11e,J10w,44,43,62,61,3,-1,26,0,0
Tamashoho,J13e,J11w,J11w,66,65,63,63,8,0,54,0,0
Tomokaze,J13w,J12e,J12e,67,66,64,64,8,0,46,0,0
Shimanoumi,J11e,J12w,N/A,62,61,65,71,5,6,28,0,0
Tsushimanada,J9e,J13e,N/A,58,57,66,71,4,5,26,0,0
Kotokuzan,J10e,J13w,N/A,60,59,67,73,4,6,25,0,0
Tochimusashi,J12e,J14e,N/A,64,63,68,77,4,9,22,0,0
Tokushoryu,J14e,J14w,N/A,68,67,69,81,4,12,10,0,0
