Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Kitanofuji,Y1w,Y1e,N/A,1,0,-25,14,-25,170.981,7,12.612
Kotozakura,Y1e,Y1w,N/A,0,1,-14,11,-15,134.2765,5,10.226700000000001
Wajima,O1e,O1e,N/A,2,2,-20,13,-22,162.8012,5,10.920200000000001
Kiyokuni,O2w,O1w,N/A,5,3,-1,9,-4,98.89920000000001,5,10.5473
Daikirin,O1w,O2e,M6w,3,4,21,3,17,27.660199999999996,0,0
Takanohana,O2e,O2w,M13e,4,5,34,0,29,0,0,0
Daiju,K1e,S1e,N/A,8,6,-2,10,-8,94.93779999999998,5,10.061
Mienoumi,K1w,S1w,N/A,9,7,-1,10,-8,104.2616,4,6.7573
Kurohimeyama,M1e,K1e,N/A,10,8,8,8,0,87.07589999999999,3,6.982200000000001
Haguroiwa,M3e,K1w,N/A,14,9,8,9,-1,83.68709999999999,4,7.7714
Asahikuni,M1w,M1e,N/A,11,10,9,8,-1,66.0543,3,6.1753
Kitanoumi,M5w,M1w,M2w,19,11,13,9,2,90.25829999999999,2,2.8716
Fukunohana,M6e,M2e,M5e,20,12,18,8,6,73.06989999999999,0,0
Maenoyama,M2w,M2w,M3w,13,13,15,7,2,55.125,3,6.1753
Futagodake,M6w,M3e,M5w,21,14,19,8,5,68.63659999999999,0,0
Kaiketsu,S1e,M3w,M6e,6,15,20,4,5,45.1121,2,6.0796
Hasegawa,M4e,M4e,M5e,16,16,18,7,2,71.4221,3,5.4818
Takamiyama,S1w,M4w,M6w,7,17,21,4,4,43.210899999999995,3,6.1753
Ryuo,M7w,M5e,M7e,24,18,22,8,4,60.5407,0,0
Kitaseumi,M2e,M5w,M7e,12,19,22,5,3,51.2641,3,4.467700000000001
Tenryu,M10e,M6e,M7w,29,20,23,9,3,69.36659999999999,0,0
Mutsuarashi,M8e,M6w,M7w,25,21,23,8,2,66.08149999999999,0,0
Owashi,M10w,M7e,M8e,30,22,24,9,2,73.45849999999999,0,0
Iwatora,M11e,M7w,M8w,31,23,25,9,2,68.505,0,0
Kongo,M9e,M8e,M8w,27,24,25,8,1,56.530499999999996,0,0
Masuiyama,M3w,M8w,M8w,15,25,25,5,0,47.1188,1,1.5961
Wakanoumi,M9w,M9e,M9e,28,26,26,8,0,63.35749999999999,0,0
Fujizakura,M12e,M9w,M9w,33,27,27,9,0,81.17569999999999,0,0
Tochiazuma,M12w,M10e,M10e,34,28,28,9,0,79.8343,0,0
Oshio,M7e,M10w,M10e,22,29,28,6,-1,50.0128,0,0
Oshio,M7e,M11e,M10w,23,30,29,6,-1,50.0128,0,0
Kotetsuyama,J4w,M11w,M11e,44,31,30,11,-1,94.0002,0,0
Yutakayama,M4w,M12e,M11w,17,32,31,4,-1,23.836599999999997,1,2.2896
Ryuko,J7w,M12w,M12e,50,33,32,12,-1,106.0002,0,0
Tokibayama,M8w,M13e,M12e,26,34,32,6,-2,42.4073,0,0
Dairyugawa,M13w,M13w,M13e,36,35,34,8,-1,71.1211,0,0
Maruyama,J1e,M14e,M13w,37,36,35,8,-1,65.00410000000001,0,0
Daio,J1w,M14w,M14e,38,37,36,8,-1,62.0128,0,0
Wakafutase,M5e,M15e,M12e,18,38,32,4,-6,23.536299999999997,1,2.2896
Washuyama,J2w,M15w,M13e,40,39,34,9,-5,82.0116,0,0
Wakajishi,J3w,M16e,M16e,42,40,40,8,0,63.013000000000005,0,0
Arase,J7e,M16w,M17w,49,41,43,9,2,76.0002,0,0
Yoshioyama,J3e,J1e,M17w,41,42,43,7,1,58,0,0
Tochifuji,J5w,J1w,M18e,46,43,44,8,1,62.000299999999996,0,0
Asanobori,J6e,J2e,M18w,47,44,45,8,1,59.0001,0,0
Shiratayama,J4e,J2w,M18w,43,45,45,7,0,46.0129,0,0
Teruzakura,J2e,J3e,M18w,39,46,45,6,-1,37.000299999999996,0,0
Futatsuryu,J10e,J3w,J2w,55,47,49,9,2,71.0001,0,0
Kawasaki,J8e,J4e,J2w,51,48,49,8,1,62.0001,0,0
Ryoga,M13e,J4w,J2w,35,49,49,4,0,23.308699999999998,0,0
Genbu,J9e,J5e,J3w,53,50,51,8,1,59.00030000000001,0,0
Yoshinotani,J5e,J5w,J3w,45,51,51,6,0,54.0001,0,0
Tochiisami,J10w,J6e,J5e,56,52,54,8,2,43,0,0
Taikan,J6w,J6w,J5e,48,53,54,6,1,35.0001,0,0
Yoshinohana,M11w,J7e,J5e,32,54,54,2,0,19.024099999999997,0,0
Hagiyama,J9w,J7w,J6e,54,55,56,7,1,44,0,0
Katsunishiki,J11w,J8e,J6e,58,56,56,8,0,35,0,0
Chiyozakura,J12e,J8w,J6w,59,57,57,8,0,63.0001,0,0
Kotonofuji,J8w,J9e,J7e,52,58,58,6,0,37,0,0
Matsunoyama,J13e,J9w,J7w,61,59,59,8,0,48.0001,0,0
Kaneshiro,J11e,J10e,J7w,57,60,59,7,-1,39,0,0
Daimonji,J12w,J10w,J13e,60,61,70,5,9,37,0,0
Aobajo,J13w,J11e,N/A,62,62,84,2,22,0,0,0
