Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Taiho,Y1e,Y1e,N/A,0,0,-26,14,-26,151.6148,8,17.0955
Kashiwado,Y1w,Y1w,N/A,1,1,-13,11,-14,116.24809999999998,6,11.7094
Tochihikari,O2w,O1e,N/A,5,2,-9,11,-11,110.782,4,8.9512
Kotogahama,O3e,O1w,N/A,6,3,-4,10,-7,107.14509999999999,5,9.4198
Sadanoyama,O1e,O2e,N/A,2,4,-4,9,-8,84.02949999999998,3,4.8406
Kitabayama,O1w,O2w,N/A,3,5,-3,9,-8,83.04359999999998,3,5.8547
Tochinoumi,O2e,O3e,N/A,4,6,-2,9,-8,81.1581,1,1.5961
Dewanishiki,M1e,S1e,N/A,11,7,5,9,-2,104.4869,4,8.9512
Tsurugamine,M7w,S1w,N/A,24,8,10,11,2,89.67219999999999,1,1.2755
Kanenohana,M6e,K1e,M1e,21,9,11,10,2,89.01790000000001,0,0
Wakachichibu,M4e,K1w,M1e,17,10,11,9,1,82.71109999999999,2,2.8716
Ohikari,M7e,M1e,M2e,23,11,13,10,2,83.61899999999999,2,2.8716
Yutakayama,M1w,M1w,M2w,12,12,14,7,2,90.69999999999999,4,8.9512
Maedagawa,S1w,M2e,M2w,8,13,14,6,1,88.50009999999999,5,11.9343
Kairyuyama,K1e,M2w,M3e,9,14,15,6,1,66.03439999999999,5,9.0469
Toyokuni,M6w,M3e,M3w,22,15,16,9,1,61.8207,0,0
Amatsukaze,M10e,M3w,M5e,29,16,19,10,3,90.52839999999999,0,0
Oginohana,M2e,M4e,M5e,13,17,19,6,2,53.7417,1,1.5961
Hagurohana,K1w,M4w,M5w,10,18,20,5,2,45.03059999999999,1,2.2896
Wakamisugi,M3w,M5e,M6w,16,19,22,6,3,66.1285,3,5.1612
Aonosato,M5w,M5w,M6w,20,20,22,7,2,56.6736,1,1.2755
Fujinishiki,M10w,M6e,M7w,30,21,24,9,3,76.7402,0,0
Oiteyama,M8w,M6w,M7w,26,22,24,8,2,62.1267,0,0
Miyanohana,J2e,M7e,M8e,43,23,25,12,2,112.0078,0,0
Wakahaguro,S1e,M7w,M8e,7,24,25,3,1,29.064200000000003,1,1.5961
Hirokawa,M13w,M8e,M8w,36,25,26,10,1,78.4891,0,0
Iwakaze,M11e,M8w,M10e,31,26,29,8,3,70.17379999999999,0,0
