Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Terunofuji,Y1e,Y1e,N/A,0,-1,-22,13,-21,142.0559,5,8.0328
Kotozakura,O1e,O1e,N/A,1,0,-9,10,-9,115.29979999999999,4,8.9512
Hoshoryu,O1w,O1w,N/A,2,1,-4,9,-5,106.6161,4,6.4367
Onosato,S1w,S1e,N/A,5,2,-1,9,-3,108.56039999999999,5,11.2408
Abi,S1e,S1w,N/A,4,3,2,8,-1,76.13359999999999,3,6.1753
Kirishima,S2e,S2e,N/A,6,4,4,8,0,77.0627,2,4.5792
Takakeisho,O2w,S2w,M3e,3,5,13,5,8,50.66480000000001,2,2.8716
Hiradoumi,K1w,K1e,N/A,8,6,-2,10,-8,106.2047,4,7.0779000000000005
Takanosho,M6e,K1w,N/A,19,7,1,12,-6,117.5529,3,6.9822
Daieisho,K1e,K2e,N/A,7,8,5,8,-3,94.8926,4,6.7573
Tobizaru,M4e,M1e,M1e,15,9,9,9,0,73.75659999999999,2,3.8857
Oho,M6w,M1w,M3w,20,10,14,9,4,80.56590000000001,1,1.2755
Atamifuji,M1w,M2e,M2w,10,11,12,7,1,62.232299999999995,2,4.5792
Shodai,M10e,M2w,M5e,27,12,17,10,5,74.3323,0,0
Mitakeumi,M2w,M3e,M3w,12,13,14,7,1,79.7283,3,5.1612
Wakamotoharu,M2e,M3w,M5e,11,14,17,6,3,57.483,3,5.4818
Kotoshoho,M7e,M4e,M6e,21,15,19,8,4,67.64710000000001,0,0
Wakatakakage,M14e,M4w,M7e,35,16,21,11,5,100.34609999999999,1,1.2755
Churanoumi,M12w,M5e,M7w,32,17,22,10,5,81.65700000000001,1,1.2755
Ura,M4w,M5w,M7w,16,18,22,6,4,43.288399999999996,0,0
Shonannoumi,M5w,M6e,M6w,18,19,20,7,1,58.721999999999994,1,2.2896
Meisei,M1e,M6w,M8e,9,20,23,4,3,37.768699999999995,2,3.8857
Gonoyama,M3w,M7e,M8w,14,21,24,5,3,59.482699999999994,2,3.8857
Endo,M14w,M7w,M9w,36,22,26,10,4,72.3056,0,0
Midorifuji,M10w,M8e,M9w,28,23,26,8,3,59.036699999999996,0,0
Ichiyamamoto,M11e,M8w,M10e,29,24,27,8,3,64.29119999999999,0,0
Roga,M15w,M9e,M12w,38,25,32,9,7,69.0195,0,0
Oshoma,M9e,M9w,M10e,25,26,27,7,1,52.0446,0,0
Tamawashi,M9w,M10e,M10w,26,27,28,7,1,56.0232,0,0
Sadanoumi,M7w,M10w,M12w,22,28,32,5,4,33.018499999999996,0,0
Kagayaki,M16e,M11e,M13e,39,29,33,9,4,84.56970000000001,0,0
Onokatsu,J1w,M11w,M15e,43,30,37,9,7,75.0002,0,0
Bushozan,M16w,M12e,M15w,40,31,38,8,7,60.007699999999986,0,0
Kinbozan,M8w,M12w,M15w,24,32,38,4,6,41.487899999999996,0,0
Shirokuma,J8e,M13e,M16e,57,33,39,12,6,106,0,0
Hokutofuji,M13e,M13w,M16e,33,34,39,6,5,41.011,0,0
Nishikigi,M11w,M14e,M16w,30,35,40,5,5,32.010200000000005,0,0
Ryuden,M8e,M14w,M17e,23,36,41,3,5,25.306000000000004,0,0
Takayasu,M3e,M15e,M18e,13,37,43,0,6,0,0,0
Kitanowaka,J3e,M15w,M18w,46,38,44,8,6,63.0011,0,0
Takarafuji,M13w,M16e,M18w,34,39,44,5,5,37.2884,0,0
Shishi,J10e,M16w,J2e,61,40,47,11,7,79,0,0
Chiyoshoma,M15e,J1e,J2e,37,41,47,5,6,31.0143,0,0
Nishikifuji,M17e,J1w,J2e,41,42,47,6,5,50.0032,0,0
Tokihayate,J1e,J2e,M18w,42,43,44,7,1,53,0,0
Onosho,M5e,J2w,J2e,17,44,47,0,3,0,0,0
Tamashoho,J6w,J3e,J2w,54,45,48,9,3,72,0,0
Asanoyama,M12e,J3w,J3e,31,46,49,3,3,24.2814,0,0
Shimanoumi,J6e,J4e,J4e,53,47,51,8,4,61,0,0
Daiamami,J2w,J4w,J4e,45,48,51,6,3,33,0,0
Shimazuumi,J10w,J5e,J4w,62,49,52,10,3,77,0,0
Hakuoho,J13e,J5w,J5e,67,50,53,11,3,80,0,0
Hidenoumi,J9e,J6e,J5e,59,51,53,9,2,64,0,0
Mitoryu,J3w,J6w,J5e,47,52,53,6,1,48,0,0
Tsurugisho,J5w,J7e,J5w,52,53,54,7,1,50,0,0
Shiden,J7w,J7w,J5w,56,54,54,8,0,47,0,0
Asakoryu,J4w,J8e,J6w,50,55,56,6,1,44,0,0
Daishoho,J4e,J8w,J7w,48,56,58,5,2,35,0,0
Hakuyozan,J12e,J9e,J8e,65,57,59,9,2,58,0,0
Daishoho,J4e,J9w,J8e,49,58,59,5,1,35,0,0
Myogiryu,J8w,J10e,J8w,58,59,60,7,1,60,0,0
Tohakuryu,J5e,J10w,J9e,51,60,61,5,1,32,0,0
Fujiseiun,J14e,J11e,J10e,69,61,63,9,2,66,0,0
Tomokaze,J7e,J11w,J11e,55,62,65,5,3,42,0,0
Takerufuji,J2e,J12e,J11w,44,63,66,2,3,18,0,0
Chiyosakae,J9w,J12w,J13w,60,64,70,5,6,26,0,0
Aoiyama,J11w,J13e,J13w,64,65,70,6,5,35,0,0
Kayo,J13w,J13w,J13w,68,66,70,7,4,51,0,0
Tochitaikai,J11e,J14e,N/A,63,67,73,5,6,28,0,0
Nabatame,J14w,J14w,N/A,70,68,84,4,16,34,0,0
Tsushimanada,J12w,J15e,N/A,66,69,92,1,23,5,0,0
