Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Wakanohana,Y2e,Y1e,N/A,2,0,-20,13,-20,153.65969999999996,5,11.2408
Tochinishiki,Y1e,Y1w,N/A,0,1,-18,12,-19,109.6604,4,8.4649
Chiyonoyama,Y1w,Y2e,M11w,1,2,31,0,29,0,0,0
Kotogahama,O1e,O1e,N/A,3,3,-7,10,-10,98.72539999999998,5,9.0469
Asashio,O1w,O1w,N/A,4,4,-6,10,-10,102.59629999999999,3,4.1471
Matsunobori,O2w,O2e,M3w,5,5,15,5,10,41.5432,1,1.2755
Shinobuyama,S1w,S1e,N/A,7,6,1,9,-5,70.18599999999999,3,5.1612
Annenyama,M4w,S1w,N/A,17,7,3,11,-4,133.50809999999996,8,16.402
Tochihikari,M1e,K1e,N/A,10,8,4,9,-4,78.9314,2,2.8716
Ohikari,K1e,K1w,M1e,8,9,10,7,1,51.906499999999994,2,3.5651
Wakahaguro,M3w,M1e,M2w,15,10,13,8,3,91.4682,5,8.7263
Tamanoumi,K1w,M1w,M3w,9,11,15,6,4,72.81249999999999,2,5.3861
Mitsuneyama,M2e,M2e,M3e,12,12,14,7,2,66.37729999999999,4,7.4508
Dewanishiki,M5e,M2w,M4e,18,13,16,8,3,85.3811,3,7.6757
Wakamaeda,S1e,M3e,M4e,6,14,16,5,2,57.4417,2,5.0655
Naruyama,M5w,M3w,M4w,19,15,17,8,2,93.77019999999999,3,6.8688
Kaizan,M8e,M4e,M5e,24,16,18,9,2,82.8216,0,0
Tokitsuyama,M10e,M4w,M5e,28,17,18,10,1,75.1907,0,0
Hajimayama,M9e,M5e,M6e,26,18,20,9,2,84.17770000000002,0,0
Fusanishiki,M7w,M5w,M6w,23,19,21,8,2,88.3612,0,0
Shionishiki,M12e,M6e,M7e,32,20,22,10,2,100.9861,0,0
Kitanonada,M4e,M6w,M7e,16,21,22,6,1,47.5443,3,4.1471
Ouchiyama,M8w,M7e,M7w,25,22,23,8,1,69.99329999999999,0,0
Tokinishiki,M6w,M7w,M7w,21,23,23,7,0,47.9926,0,0
Futatsuryu,M3e,M8e,M8e,14,24,24,5,0,39.2358,2,2.8716
Yoshinomine,M9w,M8w,M8w,27,25,25,8,0,68.16239999999999,0,0
Izuminada,M14e,M9e,M9e,36,26,26,10,0,90.1948,0,0
Iwakaze,M6e,M9w,M9e,20,27,26,6,-1,48.680800000000005,0,0
Wakanoumi,M14w,M10e,M9w,37,28,27,10,-1,108.70819999999999,0,0
Hoshikabuto,M7e,M10w,M10e,22,29,28,6,-1,38.09120000000001,0,0
Wakasegawa,M11w,M11e,M10w,31,30,29,8,-1,60.0076,0,0
Osegawa,M13w,M11w,M10w,35,31,29,9,-2,74.2329,0,0
Shimizugawa,M2w,M12e,M11w,13,32,31,3,-1,24.712,0,0
Kanenohana,N/A,M12w,M12e,46,33,32,11,-1,92.16879999999999,0,0
Wakabayama,M15e,M13e,M12e,38,34,32,9,-2,68.0501,0,0
Oginohana,M11e,M13w,M14e,30,35,36,6,1,49.1073,0,0
Shimanishiki,M13e,M14e,M14e,34,36,36,7,0,49.0742,0,0
Tsurugamine,M1w,M14w,M14w,11,37,37,1,0,9.792,1,1.5961
Kiryugawa,M12w,M15e,M15w,33,38,39,6,1,55.028800000000004,0,0
