Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Hokutoumi,Y1w,Y1e,N/A,1,2,0,-24,13,-24,123.3983,6,11.0159
Chiyonofuji,Y1e,Y1w,N/A,0,1,1,-9,10,-10,81.63239999999999,4,6.4367
Onokuni,Y2e,Y2e,M12e,2,3,2,33,0,31,0,0,0
Konishiki,O1e,O1e,N/A,3,4,3,-22,13,-25,131.794,5,11.2408
Kirishima,S1e,O1w,N/A,6,7,4,-19,13,-23,168.3481,6,16.0449
Hokutenyu,O1w,O2e,N/A,4,5,5,-1,9,-6,77.14269999999999,3,5.1612
Asahifuji,O2w,O2w,N/A,5,6,6,4,8,-2,63.23049999999999,4,7.9371
Ryogoku,M6w,S1e,N/A,21,22,7,8,11,1,116.54750000000001,2,6.0796
Terao,K1w,S1w,N/A,9,10,8,8,8,0,76.4089,2,2.8716
Tochinowaka,M1e,K1e,N/A,10,11,9,9,8,0,96.98270000000001,3,6.1753
Kotogaume,S1w,K1w,N/A,7,8,10,10,7,0,53.522499999999994,1,1.2755
Akinoshima,M2w,M1e,M1w,13,14,11,12,8,1,99.8248,3,9.8696
Kotofuji,M6e,M1w,M3e,20,21,12,15,9,3,91.4811,1,1.2755
Oginohana,M7e,M2e,M6e,22,23,13,21,8,8,68.5507,0,0
Sakahoko,M10w,M2w,M7w,29,30,14,24,9,10,83.10249999999999,0,0
Kotoinazuma,M9e,M3e,M8e,26,27,15,25,8,10,63.5721,0,0
Kasugafuji,M11w,M3w,M8w,31,32,16,26,9,10,76.97999999999999,0,0
Hananokuni,M3w,M4e,M8w,15,16,17,26,5,9,32.140299999999996,0,0
Kushimaumi,M14e,M4w,M9e,36,37,18,27,10,9,103.7558,1,1.5961
Masurao,J2e,M5e,M9e,40,41,19,27,11,8,96.0104,0,0
Kyokudozan,M5w,M5w,M8w,19,20,20,26,6,6,37.3938,0,0
Wakasegawa,M12e,M6e,M9e,32,33,21,27,9,6,69.6882,0,0
Kotonishiki,M2e,M6w,M9e,12,13,22,27,4,5,20.583299999999998,1,1.2755
Itai,M12w,M7e,M9w,33,34,23,28,9,5,86.0012,0,0
Ozutsu,M4w,M7w,M9w,17,18,24,28,5,4,37.757099999999994,2,2.8716
Enazakura,M11e,M8e,M10e,30,31,25,29,8,4,64.29039999999999,0,0
Jingaku,M3e,M8w,M10e,14,15,26,29,4,3,20.561,1,1.2755
Takamisugi,M7w,M9e,M10w,23,24,27,30,6,3,39.908899999999996,0,0
Misugisato,M8e,M9w,M11e,24,25,28,31,6,3,40.6841,0,0
Tochitsukasa,M10e,M10e,M11e,28,29,29,31,7,2,46.70909999999999,0,0
Daijuyama,M4e,M10w,M11e,16,17,30,31,4,1,22.285899999999998,1,1.2755
Mitoizumi,K1e,M11e,M11e,8,9,31,31,2,0,19.858999999999998,1,2.2896
Kirinishiki,M8w,M11w,M11w,25,26,32,32,6,0,37.35549999999999,0,0
Kyokugozan,J1w,M12e,M12w,39,40,33,34,9,1,83,0,0
Tagaryu,M9w,M12w,M12w,27,28,34,34,6,0,43.1635,0,0
Takanofuji,M1w,M13e,M12w,11,12,35,34,2,-1,20.734499999999997,1,1.2755
Takahanada,J3w,M13w,M14w,43,44,36,38,9,2,79,0,0
Takanohama,M13w,M14e,M14w,35,36,37,38,7,1,53.3583,0,0
Asahisato,M14w,M14w,M15w,37,38,38,40,7,2,58.734199999999994,0,0
Takatoriki,J3e,M15e,M16e,42,43,39,41,8,2,67,0,0
Kitakachidoki,M13e,M15w,M16e,34,35,40,41,6,1,51.949999999999996,0,0
Hoshiiwato,J10w,M16e,J4e,57,58,41,48,10,7,86,0,0
Owakamatsu,J2w,J1e,J2e,41,42,42,44,7,2,56,0,0
Ryukozan,M5e,J1w,J4w,18,19,43,49,0,6,0,0,0
Koboyama,J8e,J2e,J5w,52,53,44,51,8,7,66,0,0
Sasshunada,J1e,J2w,J4w,38,39,45,49,5,4,38,0,0
Tamaryu,J4w,J3e,J4e,45,46,46,48,7,2,54,0,0
Nishinoryu,J5e,J3w,J4w,46,47,47,49,7,2,54,0,0
Daitetsu,J5w,J4e,J5e,47,48,48,50,7,2,52,0,0
Kototsubaki,J8w,J4w,J6e,53,54,49,52,8,3,57,0,0
Tamakairiki,J9e,J5e,J6w,54,55,50,53,8,3,65,0,0
Saganobori,J9w,J5w,J7e,55,56,51,54,8,3,69,0,0
Dairyu,J7w,J6e,J7e,51,52,52,54,7,2,49,0,0
Ishinriki,J10e,J6w,J7w,56,57,53,55,8,2,69,0,0
Kinoarashi,J4e,J7e,J7w,44,45,54,55,5,1,39,0,0
Hananofuji,J6w,J7w,J8e,49,50,55,56,6,1,45,0,0
Onohana,J13e,J8e,J8w,62,63,56,57,9,1,73,0,0
Wakahanada,J13w,J8w,J9e,63,64,57,58,9,1,72,0,0
Komafudo,J12e,J9e,J9w,60,61,58,59,8,1,44,0,0
Takanomine,J6e,J9w,J9w,48,49,59,59,5,0,38,0,0
Akebono,J12w,J10e,J10e,61,62,60,60,8,0,63,0,0
Goken,J11e,J10w,J10w,58,59,61,61,7,0,51,0,0
Fujinoshin,J7e,J11e,J10w,50,51,62,61,5,-1,40,0,0
Kumao,J11w,J11w,N/A,59,60,63,70,5,7,28,0,0
