Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Wakanohana,Y1w,Y1e,N/A,1,1,0,-25,14,-25,151.9024,6,14.0167
Kitanoumi,Y1e,Y1w,N/A,0,0,1,-14,11,-15,100.695,3,6.6616
Wajima,Y2w,Y2e,N/A,3,3,2,-11,11,-13,97.5436,5,8.0328
Mienoumi,Y2e,Y2w,M12e,2,2,3,32,0,29,0,0,0
Takanohana,O1e,O1e,N/A,4,4,4,-2,9,-6,87.80250000000001,4,8.9512
Masuiyama,O1w,O1w,N/A,5,5,5,-1,9,-6,80.0454,4,8.2577
Takanosato,M1w,S1e,N/A,11,11,6,-11,13,-17,143.67239999999998,5,12.7412
Chiyonofuji,K1e,S1w,N/A,8,8,7,-2,10,-9,123.7613,3,8.3692
Asashio,S1e,K1e,M2e,6,6,8,12,6,4,52.875699999999995,2,2.551
Kirinji,K1w,K1w,M1w,9,9,9,11,7,2,63.6773,1,1.2755
Hoo,M7w,M1e,M2w,23,23,10,13,10,3,72.4421,1,1.5961
Aobayama,M10e,M1w,M3e,28,28,11,14,11,3,108.56380000000001,2,4.5792
Fujizakura,J3e,M2e,M5e,40,40,12,18,13,6,120.00170000000001,0,0
Washuyama,M6e,M2w,M5e,20,20,13,18,8,5,65.2837,0,0
Dewanohana,M7e,M3e,M6e,22,22,14,20,8,6,69.1243,1,2.2896
Ozutsu,M1e,M3w,M6e,10,10,15,20,5,5,51.55199999999999,2,5.3861
Kaiki,M3w,M4e,M6w,15,15,16,21,6,5,68.6475,2,3.5651
Tochihikari,M4e,M4w,M7e,16,16,17,22,6,5,49.195299999999996,1,1.5961
Zaonishiki,M2e,M5e,M7e,12,12,18,22,5,4,43.3621,2,3.8857
Takamiyama,M5w,M5w,M6w,19,19,19,21,7,2,63.73509999999999,2,3.5651
Kurohimeyama,M5e,M6e,M8e,18,18,20,24,6,4,51.905499999999996,0,0
Masudayama,M9w,M6w,M8w,27,27,21,25,8,4,65.2038,0,0
Hokutenyu,J1w,M7e,M9w,37,37,22,27,10,5,85.0072,0,0
Kurosegawa,M10w,M7w,M9w,29,29,23,27,8,4,57.3238,0,0
Yutakayama,M8e,M8e,M9e,24,24,24,26,7,2,45.7386,0,0
Amanoyama,M8w,M8w,M9w,25,25,25,27,7,2,54.80989999999999,0,0
Arase,M6w,M9e,M9w,21,21,26,27,6,1,36.7504,0,0
Sadanoumi,J4w,M9w,M10w,43,43,27,29,11,2,94.0018,0,0
Tamanofuji,M11w,M10e,M10w,31,31,28,29,8,1,64.2738,0,0
Kurama,M4w,M10w,M11w,17,17,29,31,4,2,24.4148,1,1.5961
Mitsuruyama,J2e,M11e,M12e,38,38,30,32,9,2,71.0039,0,0
Daijuyama,M13e,M11w,M12e,34,34,31,32,8,1,68.8768,0,0
Misugiiso,M9e,M12e,M12e,26,26,32,32,6,0,54.9228,0,0
Toryu,M3e,M12w,M12e,14,14,33,32,3,-1,19.8276,1,1.5961
Tochiakagi,S1w,M13e,M12w,7,7,34,33,1,-1,21.932000000000002,0,0
Daio,J11e,M13w,M15e,56,56,35,38,12,3,100.0002,0,0
Kotowaka,J3w,M14e,M15w,41,41,36,39,8,3,55.0049,0,0
Shinko,M12w,M14w,M15w,33,33,37,39,6,2,45.21329999999999,0,0
Wakashimazu,J8w,M15e,M16w,51,51,38,41,10,3,79.0001,0,0
Oshio,J9e,M15w,J1e,52,52,39,42,10,3,82.0001,0,0
Kotochitose,J1e,M16e,J1e,36,36,40,42,6,2,42.0014,0,0
Banryuyama,J5w,M16w,J1w,45,45,41,43,8,2,62,0,0
Kotokaze,M2w,J1e,J1w,13,13,42,43,0,1,0,0,0
Aobajo,M11e,J1w,J2e,30,30,43,44,4,1,38.224199999999996,0,0
Hidanohana,M13w,J2e,J2w,35,35,44,45,5,1,26.002,0,0
Daihi,J5e,J2w,J3e,44,44,45,46,7,1,45,0,0
Wakajishi,J7w,J3e,J3w,49,49,46,47,8,1,50,0,0
Kotonofuji,J13w,J3w,J5w,61,61,47,51,10,4,88,0,0
Matsuyama,J7e,J4e,J5e,48,48,48,50,7,2,42,0,0
Daigo,J9w,J4w,J5w,53,53,49,51,8,2,53.0001,0,0
Hakuryu,J6e,J5e,J6e,46,46,50,52,6,2,36,0,0
Kagetora,J4e,J5w,J6e,42,42,51,52,5,1,36,0,0
Iwanami,J2w,J6e,J6w,39,39,52,53,4,1,31.0001,0,0
Hachiya,J6w,J6w,J8w,47,47,53,57,5,4,36.0001,0,0
Saisu,J13e,J7e,J9e,60,60,54,58,8,4,24,0,0
Onishiki,J10w,J7w,J8w,55,55,55,57,7,2,44.0001,0,0
Futatsuryu,J8e,J8e,J10e,50,50,56,60,5,4,37.0001,0,0
Tamakiyama,J11w,J8w,J9w,57,57,57,59,7,2,37,0,0
Kotetsuyama,M12e,J9e,J11e,32,32,58,62,0,4,0,0,0
Suiryu,J10e,J9w,J14e,54,54,59,68,4,9,31,0,0
Wakasegawa,J12w,J10e,J14w,59,59,60,69,5,9,26,0,0
Taiko,J12e,J10w,N/A,58,58,61,76,3,15,11,0,0
