Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Takanohana,Y1e,Y1e,N/A,0,-1,-26,14,-25,123.59179999999998,4,6.4367
Akebono,Y1w,Y1w,M12e,1,0,31,0,31,0,0,0
Takanonami,O2e,O1e,N/A,4,1,-26,15,-27,148.41619999999998,6,11.8228
Musashimaru,O1w,O1w,N/A,3,2,-3,9,-5,84.53889999999998,1,1.2755
Wakanohana,O1e,O2e,M12w,2,3,32,0,29,0,0,0
Kaio,S1e,S1e,N/A,5,4,-5,10,-9,103.1317,3,7.3551
Kotonishiki,S1w,S1w,N/A,6,5,0,9,-5,102.307,3,5.1612
Takatoriki,M1e,K1e,N/A,9,6,-9,12,-15,102.7764,3,6.6616
Musoyama,K1w,K1w,N/A,8,7,-2,10,-9,86.1804,3,5.1612
Tosanoumi,K1e,K2e,N/A,7,8,5,8,-3,72.8857,2,5.3861
Akinoshima,M4e,M1e,M1e,15,9,9,9,0,72.6326,2,5.0655
Kenko,M5e,M1w,M4e,17,10,15,8,5,88.98140000000001,3,5.8547
Naminohana,M9e,M2e,M6e,25,11,19,9,8,68.5928,0,0
Kotonowaka,M2e,M2w,M7e,11,12,21,5,9,37.7884,1,2.2896
Oginohana,M11e,M3e,M10e,29,13,27,8,14,61.14779999999999,0,0
Tamakasuga,M16e,M3w,M11e,39,14,29,10,15,87.30359999999999,0,0
Misugisato,M3e,M4e,M6e,13,15,19,6,4,53.375699999999995,2,3.1922
Higonoumi,M14e,M4w,M11e,35,16,29,9,13,82.381,0,0
Asahiyutaka,M4w,M5e,M7w,16,17,22,6,5,55.9109,3,5.1612
Minatofuji,M3w,M5w,M10w,14,18,28,4,10,19.071599999999997,1,2.2896
Aogiyama,M11w,M6e,M10w,30,19,28,8,9,64.5321,0,0
Mitoizumi,M1w,M6w,M10w,10,20,28,3,8,13.7431,1,2.2896
Tochinowaka,M6e,M7e,M9e,19,21,25,6,4,45.3307,1,1.5961
Terao,M7e,M7w,M10e,21,22,27,6,5,40.90169999999999,0,0
Asanosho,M7w,M8e,M10w,22,23,28,6,5,47.669999999999995,0,0
Konishiki,M8e,M8w,M9e,23,24,25,7,1,58.33069999999999,0,0
Daishoho,M8w,M9e,M9w,24,25,26,7,1,61.33499999999999,0,0
Oginishiki,M12e,M9w,M11e,31,26,29,8,3,60.48519999999999,0,0
Asanowaka,M12w,M10e,M11w,32,27,30,8,3,68.43759999999999,0,0
Kitakachidoki,M6w,M10w,M11w,20,28,30,5,2,40.94069999999999,0,0
Mainoumi,M15e,M11e,M12e,37,29,31,9,2,81.07840000000002,0,0
Kyokudozan,M15w,M11w,M12w,38,30,32,9,2,77.1264,0,0
Daishi,M13w,M12e,M12w,34,31,32,8,1,65.25999999999999,0,0
Hamanoshima,M9w,M12w,M12w,26,32,32,6,0,44.0879,0,0
Kotobeppu,M5w,M13e,M12w,18,33,32,4,-1,28.0148,0,0
Kasugafuji,M10w,M13w,M13w,28,34,34,6,0,43.23009999999999,0,0
Kotoinazuma,M2w,M14e,M13w,12,35,34,2,-1,14.215799999999998,0,0
Kirishima,M13e,M14w,M14e,33,36,35,7,-1,56.1353,0,0
Ganyu,J2e,M15e,M14w,42,37,36,9,-1,81.00229999999999,0,0
Tomonohana,M14w,M15w,M15w,36,38,38,7,0,60.026799999999994,0,0
Rikio,J9e,M16e,M17w,56,39,42,11,3,93,0,0
Wakahayato,J7e,M16w,M17w,52,40,42,10,2,84,0,0
Kushimaumi,J1e,J1e,M17w,40,41,42,7,1,51.003,0,0
Rikio,J9e,J1w,M18e,57,42,43,11,1,93,0,0
Shikishima,J3w,J2e,M18e,45,43,43,8,0,63,0,0
Tokitsunada,J1w,J2w,M18e,41,44,43,7,-1,56.001,0,0
Wakanoyama,J4e,J3e,M18w,46,45,44,8,-1,65,0,0
Daihisho,J3e,J3w,J1w,44,46,46,7,0,53,0,0
Kotoryu,J7w,J4e,J2e,53,47,47,9,0,71,0,0
Kanechika,J8e,J4w,J2w,54,48,48,9,0,78,0,0
Sunahama,J6e,J5e,J2w,50,49,48,8,-1,61,0,0
Asahisato,J6w,J5w,J3e,51,50,49,8,-1,51,0,0
Kiraiho,J5e,J6e,J3w,48,51,50,7,-1,62,0,0
Daizen,J10e,J6w,J5e,59,52,53,9,1,73,0,0
Kotogaume,J4w,J7e,J5e,47,53,53,6,0,53,0,0
Gojoro,J10w,J7w,J5w,60,54,54,9,0,67,0,0
Toyonoumi,J5w,J8e,J6e,49,55,55,6,0,50,0,0
Kyokushuzan,J9w,J8w,J6w,58,56,56,8,0,41,0,0
Chiyotaikai,J12e,J9e,J7e,63,57,57,9,0,71,0,0
Wakashoyo,M10e,J9w,J7e,27,58,57,0,-1,0,0,0
Kotokanyu,J11e,J10e,J8e,61,59,59,8,0,54,0,0
Daiki,J11w,J10w,J8w,62,60,60,8,0,57,0,0
Yamato,J8w,J11e,J9e,55,61,61,6,0,38,0,0
Wakanojo,J2w,J11w,J9e,43,62,61,3,-1,19,0,0
Mutetsuyama,J13w,J12e,J10w,66,63,64,8,1,51,0,0
Gokenzan,J13e,J12w,N/A,65,64,75,5,11,16,0,0
Otsukasa,J12w,J13e,N/A,64,65,78,4,13,19,0,0
