Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Hakuho,Y1e,Y1e,N/A,0,1,-18,12,-19,123.99610000000001,6,11.0159
Baruto,O1e,O1e,N/A,1,2,-25,14,-27,155.2744,8,14.9016
Harumafuji,O2w,O1w,N/A,4,3,-10,11,-13,111.5348,6,12.516300000000001
Kisenosato,O3w,O2e,N/A,5,4,-9,11,-13,116.29759999999999,5,8.7263
Kotooshu,O2e,O2w,N/A,3,5,-7,10,-12,91.02430000000001,4,7.9371
Kotoshogiku,O1w,O3e,N/A,2,6,0,8,-6,80.8412,4,6.7573
Kakuryu,S1e,S1e,N/A,6,7,-4,10,-11,116.8965,5,11.2408
Kakuryu,S1e,S1w,N/A,7,8,-3,10,-11,116.8965,5,11.2408
Aminishiki,M1w,K1e,N/A,12,9,6,9,-3,79.3257,4,6.4367
Gagamaru,M10w,K1w,M1w,30,10,12,12,2,90.1972,0,0
Tochiozan,M8w,M1e,M1w,26,11,12,11,1,88.2633,0,0
Myogiryu,M5e,M1w,M2e,19,12,13,9,1,69.44609999999999,0,0
Tokitenku,M10e,M2e,M3e,29,13,15,11,2,92.26500000000001,0,0
Yoshikaze,M6e,M2w,M3e,21,14,15,9,1,88.146,0,0
Kyokutenho,M6w,M3e,M3w,22,15,16,9,1,78.3151,0,0
Tochinowaka,M4w,M3w,M3w,18,16,16,8,0,60.011199999999995,0,0
Tochinoshin,M9e,M4e,M4e,27,17,17,10,0,80.1608,0,0
Toyonoshima,S1w,M4w,M4w,8,18,18,5,0,48.56119999999999,2,3.5651
Homasho,M4e,M5e,M5e,17,19,19,7,0,62.170300000000005,1,2.2896
Goeido,M2w,M5w,M5w,14,20,20,6,0,59.9162,4,7.1302
Wakakoyu,K1w,M6e,M5w,10,21,20,5,-1,42.029199999999996,2,2.8716
Aran,M7e,M6w,M6e,23,22,21,8,-1,55.229,0,0
Toyohibiki,M5w,M7e,M6w,20,23,22,7,-1,57.295899999999996,0,0
Takayasu,M3w,M7w,M6w,16,24,22,6,-2,52.7303,2,2.8716
Shohozan,M8e,M8e,M7e,25,25,23,8,-2,76.074,0,0
Takekaze,M1e,M8w,M8e,11,26,25,4,-1,38.9683,3,5.1612
Okinoumi,M2e,M9e,M9e,13,27,27,4,0,36.66780000000001,1,1.2755
Miyabiyama,K1e,M9w,M9e,9,28,27,3,-1,28.826500000000003,2,3.8857
Chiyonokuni,M13e,M10e,M10e,35,29,29,9,0,71.0359,0,0
Sadanofuji,M11w,M10w,M10w,32,30,30,8,0,59.0299,0,0
Aoiyama,M7w,M11e,M10w,24,31,30,6,-1,51.6305,0,0
Wakanosato,J2w,M11w,M11w,46,32,32,11,0,92,0,0
Asasekiryu,M15e,M12e,M12e,39,33,33,9,0,60.1322,0,0
Fujiazuma,M11e,M12w,M12e,31,34,33,7,-1,45.016200000000005,0,0
Tenkaiho,M13w,M13e,M12w,36,35,34,8,-1,59.048,0,0
Daido,M9w,M13w,M12w,28,36,34,6,-2,45.13120000000001,0,0
Takarafuji,J2e,M14e,M13e,45,37,35,10,-2,78.0001,0,0
Ikioi,J3e,M14w,M14e,47,38,37,10,-1,75,0,0
Tamawashi,J1e,M15e,M14e,43,39,37,9,-2,72,0,0
Kitataiki,M3e,M15w,M14e,15,40,37,2,-3,14.5948,2,2.8716
Hochiyama,J1w,M16e,M16w,44,41,42,8,1,55,0,0
Takanoyama,M14e,M16w,M17e,37,42,43,6,1,39.0148,0,0
Chiyotairyu,J13w,J1e,M18w,68,43,46,13,3,102,0,0
Sagatsukasa,M14w,J1w,J1w,38,44,48,5,4,33.0045,0,0
Tosayutaka,M12w,J2e,J1w,34,45,48,4,3,30.0084,0,0
Shotenro,J5e,J2w,J2e,51,46,49,8,3,60,0,0
Kotoyuki,J7w,J3e,J2w,56,47,50,9,3,66,0,0
Kaisei,M16e,J3w,J3e,41,48,51,5,3,33.0231,0,0
Yoshiazuma,M12e,J4e,J3e,33,49,51,3,2,17.0004,0,0
Kokkai,J4e,J4w,J3e,49,50,51,7,1,56,0,0
Nionoumi,M16w,J5e,J3w,42,51,52,5,1,29.0075,0,0
Amuru,J11w,J5w,J4w,64,52,54,10,2,77,0,0
Masunoyama,J3w,J6e,J4w,48,53,54,6,1,51,0,0
Sotairyu,J12e,J6w,J5e,65,54,55,10,1,87,0,0
Asahisho,J10e,J7e,J5e,61,55,55,9,0,62,0,0
Tamaasuka,J8w,J7w,J5w,58,56,56,8,0,60,0,0
Takamisakari,J6w,J8e,J5w,54,57,56,7,-1,53,0,0
Tsurugidake,J4w,J8w,J5w,50,58,56,6,-2,52,0,0
Kimikaze,J9e,J9e,J6e,59,59,57,8,-2,72,0,0
Bushuyama,J7e,J9w,J6e,55,60,57,7,-3,49,0,0
Kyokushuho,M15w,J10e,J6w,40,61,58,3,-3,17.0029,0,0
Kimurayama,J5w,J10w,J8w,52,62,62,5,0,38,0,0
Tokushinho,J12w,J11e,J9w,66,63,64,8,1,54,0,0
Hokutokuni,J11e,J11w,J10e,63,64,65,7,1,57,0,0
Kitaharima,J13e,J12e,J10e,67,65,65,8,0,42,0,0
Oiwato,J9w,J12w,J10w,60,66,66,6,0,38,0,0
Masuraumi,J10w,J13e,J11w,62,67,68,6,1,39,0,0
Homarefuji,J14e,J13w,N/A,69,68,75,6,7,30,0,0
Tochinonada,J8e,J14e,N/A,57,69,75,3,6,19,0,0
Tokushoryu,J6e,J14w,N/A,53,70,75,2,5,16,0,0
Shironoryu,J14w,J15e,N/A,70,71,80,5,9,25,0,0
