Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Chiyonofuji,Y1e,Y1e,N/A,0,-1,-30,15,-29,170.2672,8,15.5951
Kitao,O1e,O1e,N/A,1,0,-25,14,-25,154.98189999999997,8,17.0955
Hoshi,S1e,O1w,N/A,6,1,-12,12,-13,125.4791,6,11.015900000000002
Onokuni,O1w,O2e,N/A,2,2,-4,9,-6,89.68889999999999,4,7.4508
Asashio,O2e,O2w,N/A,3,3,-3,9,-6,74.722,4,7.4508
Wakashimazu,O3w,O3e,N/A,5,4,-1,9,-5,99.1866,4,7.4508
Hokutenyu,O2w,O3w,M1e,4,5,10,6,5,42.90090000000001,2,2.8716
Kotogaume,K1e,S1e,N/A,8,6,2,9,-4,87.68019999999999,5,9.740400000000001
Mitoizumi,M6e,S1w,M1e,20,7,10,10,3,101.54509999999999,3,4.467700000000001
Sakahoko,M7w,K1e,M2w,23,8,13,10,5,95.0105,1,2.2896
Dewanohana,M5w,K1w,M2w,19,9,13,9,4,82.7022,0,0
Takamisugi,M6w,M1e,M3w,21,10,15,9,5,74.6958,0,0
Jingaku,M1w,M1w,M4w,11,11,17,6,6,45.8666,2,3.5651
Daijuyama,M2e,M2e,M7e,12,12,22,5,10,35.0451,2,2.8716
Asahifuji,S1w,M2w,M6w,7,13,21,4,8,41.3254,3,5.8547
Ozutsu,M3w,M3e,M6w,15,14,21,6,7,43.8828,2,2.8716
Kirishima,M8w,M3w,M7w,25,15,23,8,8,65.9766,0,0
Sadanoumi,M4w,M4e,M7w,17,16,23,6,7,50.971999999999994,1,1.5961
Kirinji,M5e,M4w,M6e,18,17,20,7,3,70.713,2,2.8716
Tochitsukasa,K1w,M5e,M7w,9,18,23,4,5,33.660399999999996,1,2.2896
Fujinokawa,M3e,M5w,M8e,14,19,24,5,5,43.3846,1,2.2896
Tagaryu,M9w,M6e,M8w,27,20,25,8,5,74.78,0,0
Koboyama,M7e,M6w,M8e,22,21,24,7,3,59.503399999999985,0,0
Takanofuji,M10e,M7e,M9e,28,22,26,8,4,68.3928,0,0
Toryu,M10w,M7w,M9w,29,23,27,8,4,71.5782,0,0
Tamaryu,M2w,M8e,M9w,13,24,27,4,3,31.845599999999997,1,2.2896
Sasshunada,J1w,M8w,M10e,38,25,28,10,3,91.0137,0,0
Tochitsurugi,M11e,M9e,M10e,30,26,28,8,2,67.3547,0,0
Daitetsu,M11w,M9w,M10w,31,27,29,8,2,71.52909999999999,0,0
Terao,M12e,M10e,M11e,32,28,30,8,2,67.2568,0,0
Kurama,M8e,M10w,M11e,24,29,30,6,1,46.747600000000006,0,0
Fujihikari,J3e,M11e,M11w,41,30,31,10,1,89.0546,0,0
Koryu,M12w,M11w,M11w,33,31,31,8,0,68.27470000000001,0,0
Kaiki,M13e,M12e,M12e,34,32,32,8,0,63.1805,0,0
Itai,M1e,M12w,M12e,10,33,32,2,-1,23.6734,1,2.2896
Hoo,J6e,M13e,M13e,48,34,34,11,0,96,0,0
Chikubayama,J1e,M13w,M13w,37,35,35,8,0,60.012699999999995,0,0
Onishiki,M9e,M14e,M14e,26,36,36,5,0,40.369800000000005,0,0
Kirinishiki,M13w,M14w,M16w,35,37,41,6,4,42.797900000000006,0,0
Misugisato,J12w,M15e,M17w,61,38,43,12,5,111,0,0
Maenoshin,J8w,M15w,M17w,53,39,43,10,4,81,0,0
Kaneshiro,J5e,M16e,M17w,45,40,43,8,3,58,0,0
Kaneshiro,J5e,J1e,M18e,46,41,44,8,3,58,0,0
Wakasegawa,J2e,J1w,M18w,39,42,45,6,3,41,0,0
Konishiki,M4e,J2e,J1e,16,43,46,0,3,0,0,0
Wakanoumi,J7w,J2w,J2w,51,44,49,8,5,61,0,0
Masudayama,J9e,J3e,J4e,54,45,52,8,7,64,0,0
Otaka,J9w,J3w,J4w,55,46,53,8,7,67,0,0
Onohana,J5w,J4e,J2w,47,47,49,7,2,49,0,0
Hidanohana,J6w,J4w,J3w,49,48,51,7,3,47,0,0
Hachiya,J12e,J5e,J5e,60,49,54,9,5,67,0,0
Enazakura,J4w,J5w,J5e,44,50,54,5,4,34,0,0
Misugiiso,J3w,J6e,J6e,42,51,56,4,5,28,0,0
Kinoarashi,J11w,J6w,J6w,59,52,57,8,5,61,0,0
Tochinohana,J4e,J7e,J6w,43,53,57,4,4,25,0,0
Kotoinazuma,J8e,J7w,J7e,52,54,58,6,4,42,0,0
Kobayashiyama,J13e,J8e,J8e,62,55,60,8,5,43,0,0
Hakuryu,J7e,J8w,J8e,50,56,60,5,4,27,0,0
Oshio,J11e,J9e,J8e,58,57,60,7,3,61,0,0
Tochimatoi,J13w,J9w,J8w,63,58,61,8,3,42,0,0
Shishiho,J10e,J10e,J11e,56,59,66,5,7,15,0,0
Hananoumi,M14e,J10w,J11e,36,60,66,0,6,0,0,0
Masurao,J2w,J11e,J13e,40,61,70,0,9,0,0,0
Aobajo,J10w,J11w,J13w,57,62,71,4,9,26,0,0
