Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Kitanoumi,Y1e,Y1e,N/A,0,0,-30,15,-30,167.7113,9,18.6916
Wajima,Y1w,Y1w,N/A,1,1,-5,9,-6,91.3219,4,7.7714
Wakamisugi,O1e,O1e,N/A,2,2,-24,14,-26,170.8427,7,15.6128
Mienoumi,O2e,O1w,N/A,4,3,-10,11,-13,122.5499,7,12.612
Asahikuni,O1w,O2e,N/A,3,4,1,8,-3,75.4791,2,2.8716
Takanohana,O2w,O2w,N/A,5,5,3,8,-2,76.1357,4,8.9512
Tamanofuji,S1e,S1e,N/A,6,6,0,9,-6,83.88910000000001,5,8.7263
Kotokaze,M6w,S1w,N/A,21,7,3,12,-4,142.0314,4,9.9653
Masuiyama,M2e,K1e,M1e,12,8,10,8,2,79.6725,4,6.7573
Chiyonofuji,M5e,K1w,M2e,18,9,12,9,3,72.63730000000001,3,5.1612
Kirinji,M10e,M1e,M3e,28,10,14,11,4,92.63170000000001,1,1.2755
Fujizakura,M1w,M1w,M2w,11,11,13,7,2,51.3454,1,1.2755
Kaiketsu,K1e,M2e,M3e,8,12,14,6,2,67.3237,2,4.5792
Takanosato,M4w,M2w,M3w,17,13,15,8,2,73.2341,2,2.8716
Aobayama,M7w,M3e,M4w,23,14,17,9,3,84.2914,1,1.2755
Masudayama,M6e,M3w,M5e,20,15,18,8,3,69.2582,0,0
Arase,K1w,M4e,M5w,9,16,19,5,3,30.097700000000003,0,0
Tamakiyama,M9e,M4w,M6e,26,17,20,9,3,78.36200000000001,0,0
Oshio,M1e,M5e,M6e,10,18,20,5,2,39.3437,3,6.341
Takamiyama,M3w,M5w,M6w,15,19,21,6,2,48.452999999999996,2,5.3861
Kaneshiro,M8e,M6e,M7e,24,20,22,8,2,53.67829999999999,0,0
Kurohimeyama,M8w,M6w,M7w,25,21,23,8,2,56.79769999999999,0,0
Misugiiso,J2e,M7e,M8w,39,22,25,11,3,100.0659,0,0
Kurama,S1w,M7w,M8w,7,23,25,3,2,19.1286,1,1.2755
Tochiakagi,M11e,M8e,M10e,30,24,28,8,4,59.12299999999999,0,0
Banryuyama,M7e,M8w,M10e,22,25,28,6,3,34.613600000000005,1,1.5961
Washuyama,J6e,M9e,M10w,47,26,29,12,3,112.0012,0,0
Taiko,M11w,M9w,M10w,31,27,29,8,2,62.00699999999999,0,0
Kurosegawa,M13w,M10e,M11e,36,28,30,9,2,77.36460000000001,0,0
Kaiki,M12e,M10w,M11e,32,29,30,8,1,73.7735,0,0
Futatsuryu,M4e,M11e,M11e,16,30,30,4,0,23.6103,0,0
Kaiki,M12e,M11w,M11w,33,31,31,8,0,73.7735,0,0
Ogata,M2w,M12e,M11w,13,32,31,3,-1,28.5158,1,2.2896
Onishiki,J1w,M12w,M12e,38,33,32,9,-1,73.0164,0,0
Dewanohana,M13e,M13e,M12w,35,34,33,8,-1,70.63539999999999,0,0
Aobajo,M3e,M13w,M12e,14,35,32,3,-3,17.0314,0,0
Kagetora,J1e,M14e,M13w,37,36,35,8,-1,58.00050000000001,0,0
Yutakayama,M5w,M14w,M12w,19,37,33,4,-4,30.2106,0,0
Daigo,J5w,M15e,M14e,46,38,36,10,-2,83.0036,0,0
Kotonofuji,J2w,M15w,M15e,40,39,38,8,-1,70.06569999999999,0,0
Kitaseumi,M9w,M16e,M14w,27,40,37,5,-3,38.492599999999996,0,0
Taniarashi,M12w,M16w,M16e,34,41,40,6,-1,52.1067,0,0
Kotowaka,J4e,J1e,M16w,43,42,41,8,-1,67.0005,0,0
Dairyugawa,J3e,J1w,M17w,41,43,43,7,0,51.0006,0,0
Terunoyama,J7w,J2e,M18e,50,44,44,9,0,83.0005,0,0
Daio,J6w,J2w,J1e,48,45,46,8,1,66.0001,0,0
Ryumon,J9e,J3e,J1w,53,46,47,9,1,65.0003,0,0
Hoo,J11w,J3w,J2e,58,47,48,10,1,84.0001,0,0
Suiryu,J10e,J4e,J2w,55,48,49,9,1,67.0001,0,0
Kasuganada,J8w,J4w,J3e,52,49,50,8,1,46.000299999999996,0,0
Kototateyama,J11e,J5e,J3w,57,50,51,9,1,72.0001,0,0
Onobori,J5e,J5w,J3w,45,51,51,6,0,30.0006,0,0
Tochiisami,J9w,J6e,J4e,54,52,52,8,0,55.0002,0,0
Kotogatake,J3w,J6w,J4e,42,53,52,5,-1,28.0005,0,0
Ozutsu,J8e,J7e,J4w,51,54,53,7,-1,48.0005,0,0
Zaonishiki,J7e,J7w,J5w,49,55,55,6,0,38,0,0
Wakajishi,M10w,J8e,J5w,29,56,55,1,-1,6.065600000000001,0,0
Kitanohana,J4w,J8w,J7e,44,57,58,4,1,24.0001,0,0
Yoshinotani,J13w,J9e,J8e,62,58,60,8,2,38,0,0
Tsunenoyama,J12w,J9w,J13e,60,59,70,5,11,31.0001,0,0
Kiyonohana,J12e,J10e,N/A,59,60,77,3,17,11,0,0
Asanobori,J10w,J10w,N/A,56,61,78,2,17,13,0,0
Kotonosato,J13e,J11e,N/A,61,62,83,2,21,14,0,0
