Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Harumafuji,Y1e,Y1e,N/A,0,0,-18,12,-18,126.18570000000001,5,10.920200000000001
Kakuryu,Y2e,Y1w,N/A,2,1,-8,10,-9,93.3956,5,9.740400000000001
Hakuho,Y1w,Y2e,M11e,1,2,31,0,29,0,0,0
Goeido,O2e,O1e,N/A,5,3,-25,15,-28,196.7025,8,18.9165
Kisenosato,O1e,O1w,N/A,3,4,-7,10,-11,84.0943,5,8.7263
Kotoshogiku,O2w,O2e,N/A,6,5,0,9,-5,80.74069999999999,4,6.4367
Terunofuji,O1w,O2w,M4w,4,6,18,4,12,31.2168,1,1.2755
Takayasu,S1e,S1e,N/A,7,7,-3,10,-10,124.6814,7,16.3063
Okinoumi,M1e,S1w,N/A,11,8,5,9,-3,120.40119999999997,5,14.4488
Mitakeumi,M5w,K1e,N/A,20,9,10,10,1,92.2767,3,5.4818
Tamawashi,M6w,K1w,M1w,22,10,12,10,2,91.64600000000002,0,0
Tochiozan,K1w,M1e,M1w,10,11,12,7,1,78.5178,3,7.3551
Aoiyama,M5e,M1w,M2e,19,12,13,9,1,93.1928,2,3.8857
Yoshikaze,M1w,M2e,M2w,12,13,14,7,1,57.7181,2,3.8857
Endo,M14e,M2w,M3e,37,14,15,13,1,127.79249999999999,1,1.5961
Kaisei,K1e,M3e,M3e,9,15,15,6,0,63.49229999999999,0,0
Kotoyuki,M8w,M3w,M3w,26,16,16,10,0,84.16619999999999,0,0
Shodai,M2w,M4e,M3w,14,17,16,7,-1,53.366600000000005,2,2.8716
Chiyonokuni,M6e,M4w,M5e,21,18,19,8,1,66.0982,0,0
Shohozan,M7e,M5e,M6e,23,19,21,8,2,62.4805,0,0
Takarafuji,S1w,M5w,M6w,8,20,22,4,2,42.1742,2,2.551
Tochinoshin,M2e,M6e,M7e,13,21,23,5,2,40.468,2,3.8857
Nishikigi,M9e,M6w,M8e,27,22,25,8,3,65.0671,0,0
Takanoiwa,M3e,M7e,M8e,15,23,25,5,2,55.0086,4,6.7573
Takekaze,M9w,M7w,M8w,28,24,26,8,2,62.001000000000005,0,0
Ikioi,M7w,M8e,M8w,24,25,26,7,1,50.4672,0,0
Myogiryu,M4e,M8w,M9e,17,26,27,5,1,37.407900000000005,1,1.5961
Sadanoumi,M10w,M9e,M9w,30,27,28,8,1,51.043099999999995,0,0
Kagayaki,M14w,M9w,M11w,38,28,32,9,4,64.2017,0,0
Arawashi,M10e,M10e,M11e,29,29,31,7,2,54.18840000000001,0,0
Chiyoshoma,M12w,M10w,M11w,34,30,32,8,2,55.053,0,0
Daiki,J6w,M11e,M13w,54,31,36,12,5,84,0,0
Kyokushuho,M15w,M11w,M14w,40,32,38,8,6,58.412200000000006,0,0
Daishomaru,M8e,M12e,M15e,25,33,39,4,6,25.5341,1,1.2755
Sokokurai,M11e,M12w,M16e,31,34,41,5,7,32.0035,0,0
Hidenoumi,J4e,M13e,M16w,48,35,42,9,7,79,0,0
Toyohibiki,M13w,M13w,M16w,36,36,42,6,6,36.009,0,0
Hidenoumi,J4e,M14e,M17e,49,37,43,9,6,79,0,0
Gagamaru,M12e,M14w,M17e,33,38,43,5,5,28.318399999999997,0,0
Chiyootori,M4w,M15e,M17w,18,39,44,1,5,9.0062,0,0
Tokushoryu,M15e,M15w,M18e,39,40,45,6,5,43.114,0,0
Amakaze,M13e,M16e,M18e,35,41,45,5,4,41.923100000000005,0,0
Ichinojo,M3w,J1e,M18w,16,42,46,0,4,0,0,0
Kotoeko,J10e,J1w,J1e,61,43,47,11,4,87,0,0
Ishiura,J6e,J2e,J1e,53,44,47,9,3,81,0,0
Chiyoo,J8w,J2w,J1w,58,45,48,10,3,84,0,0
Chiyotairyu,J4w,J3e,J1w,50,46,48,8,2,73,0,0
Ura,J1e,J3w,J1w,42,47,48,6,1,41.0013,0,0
Sato,J9e,J4e,J2e,59,48,49,10,1,69,0,0
Chiyomaru,J5e,J4w,J2e,51,49,49,8,0,62,0,0
Osunaarashi,J1w,J5e,J2e,43,50,49,6,-1,42,0,0
Onosho,J12e,J5w,J3e,65,51,51,11,0,95,0,0
Daieisho,M16e,J6e,J3e,41,52,51,5,-1,35.0265,0,0
Azumaryu,J3e,J6w,J3w,46,53,52,6,-1,46.0008,0,0
Tsurugisho,J7e,J7e,J4e,55,54,53,8,-1,60,0,0
Amuru,J3w,J7w,J4e,47,55,53,6,-2,42,0,0
Kitaharima,J2w,J8e,J5e,45,56,55,5,-1,33.0006,0,0
Asasekiryu,J7w,J8w,J6w,56,57,58,7,1,54,0,0
Seiro,J2e,J9e,J6w,44,58,58,4,0,25.000899999999998,0,0
Asahisho,J12w,J9w,J7w,66,59,60,9,1,68,0,0
Aminishiki,J10w,J10e,J7w,62,60,60,8,0,65,0,0
Homarefuji,M11w,J10w,J8w,32,61,62,0,1,0,0,0
Kitataiki,J14w,J11e,J9w,70,62,64,9,2,51,0,0
Kyokutaisei,J13e,J11w,J10e,67,63,65,8,2,65,0,0
Sadanofuji,J5w,J12e,J10w,52,64,66,4,2,24,0,0
Satoyama,J9w,J12w,J12w,60,65,70,5,5,32,0,0
Wakanoshima,J13w,J13e,J14w,68,66,74,6,8,44,0,0
Kizenryu,J11w,J13w,J14w,64,67,74,5,7,37,0,0
Asabenkei,J11e,J14e,N/A,63,68,77,4,9,33,0,0
Fujiazuma,J14e,J14w,N/A,69,69,79,5,10,38,0,0
Toyonoshima,J8e,J15e,N/A,57,70,87,0,17,0,0,0
