Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Musashimaru,Y1w,Y1e,N/A,1,-1,-25,14,-24,136.18169999999998,4,7.1302
Akebono,Y1e,Y1w,N/A,0,0,-22,13,-22,145.9417,7,15.1265
Takanohana,Y2e,Y2e,M11w,2,1,32,0,31,0,0,0
Kaio,O2e,O1e,N/A,5,2,-9,11,-11,116.38390000000001,5,9.740400000000001
Chiyotaikai,O1e,O1w,N/A,3,3,-7,10,-10,108.61030000000001,4,7.1302
Dejima,O1w,O2e,N/A,4,4,-6,10,-10,88.2314,3,6.6616
Musoyama,S1w,O2w,N/A,8,5,-2,10,-7,89.1318,2,3.5651
Miyabiyama,O2w,O3e,N/A,6,6,4,8,-2,59.106899999999996,1,1.2755
Takanonami,K1w,S1e,N/A,10,7,4,9,-3,83.6216,4,7.7714
Hayateumi,M2w,S1w,N/A,14,8,8,9,0,99.12129999999999,6,10.322400000000002
Akinoshima,K1e,K1e,M1e,9,9,11,7,2,68.2909,2,6.0796
Tochinohana,M7e,K1w,M2e,23,10,13,10,3,89.2731,1,2.2896
Wakanosato,M10w,M1e,M3w,30,11,16,11,5,91.5934,1,1.5961
Wakanoyama,M6e,M1w,M5e,21,12,19,8,7,69.5564,1,1.2755
Chiyotenzan,M2e,M2e,M5e,13,13,19,6,6,52.319799999999994,2,3.5651
Kotomitsuki,J4e,M2w,M6e,47,14,21,14,7,124.0036,0,0
Tosanoumi,M1e,M3e,M6e,11,15,21,5,6,34.7568,1,2.2896
Higonoumi,M12e,M3w,M7e,33,16,23,10,7,71.5813,0,0
Takatoriki,M4e,M4e,M7e,17,17,23,6,6,37.171699999999994,0,0
Toki,M4w,M4w,M7w,18,18,24,6,6,54.2386,1,1.2755
Tochiazuma,S1e,M5e,M10e,7,19,29,2,10,12.989799999999999,0,0
Kyokutenho,M3e,M5w,M10e,15,20,29,4,9,25.9469,0,0
Kotonowaka,M6w,M6e,M7w,22,21,24,7,3,51.99249999999999,0,0
Hamanoshima,M13w,M6w,M10w,36,22,30,9,8,66.5372,0,0
Oginishiki,M5e,M7e,M10e,19,23,29,5,6,29.186999999999998,0,0
Kaiho,M8e,M7w,M9e,25,24,27,7,3,47.2533,0,0
Tochinonada,M3w,M8e,M10w,16,25,30,4,5,45.5699,2,4.5792
Tamakasuga,M9e,M8w,M10e,27,26,29,7,3,55.790400000000005,0,0
Aminishiki,M9w,M9e,M10w,28,27,30,7,3,56.0385,0,0
Takanowaka,M5w,M9w,M10w,20,28,30,5,2,39.64,0,0
Kyokushuzan,M14e,M10e,M11e,37,29,31,9,2,83.02040000000001,0,0
Tokitsuumi,M10e,M10w,M11e,29,30,31,7,1,53.283,0,0
Asanowaka,M8w,M11e,M11w,26,31,32,6,1,39.391,0,0
Wakakosho,J8e,M11w,M14e,55,32,37,12,5,91.0004,0,0
Jumonji,J2e,M12e,M14e,43,33,37,9,4,62.0287,0,0
Tochisakae,M15e,M12w,M14e,39,34,37,8,3,57.079100000000004,0,0
Otsukasa,M11e,M13e,M14e,31,35,37,6,2,53.532799999999995,0,0
Minatofuji,M11w,M13w,M14w,32,36,38,6,2,42.7616,0,0
Kotoryu,M1w,M14e,M14w,12,37,38,1,1,6.0176,0,0
Tamanonada,J5w,M14w,M15w,50,38,40,10,2,80.0001,0,0
Sentoryu,M12w,M15e,M17w,34,39,44,5,5,34.227999999999994,0,0
Kinkaiyama,M13e,M15w,M18e,35,40,45,5,5,41.0407,0,0
Oikari,J1w,J1e,M17w,42,41,44,7,3,40.002300000000005,0,0
Asashoryu,J7e,J1w,J1e,53,42,47,9,5,78,0,0
Daizen,J2w,J2e,M18w,44,43,46,7,3,53.015499999999996,0,0
Shikishima,J5e,J2w,J1e,49,44,47,8,3,59,0,0
Tamarikido,J3e,J3e,J1e,45,45,47,7,2,43,0,0
Aogiyama,J3w,J3w,J1w,46,46,48,7,2,46.001,0,0
Daishi,M14w,J4e,J1w,38,47,48,5,1,40.154900000000005,0,0
Terao,J6e,J4w,J2e,51,48,49,8,1,65,0,0
Takamisakari,M7w,J5e,J2w,24,49,50,1,1,8.0073,0,0
Kuniazuma,J9e,J5w,J3e,57,50,51,9,1,69.0001,0,0
Wakatsutomu,J9w,J6e,J3w,58,51,52,9,1,72,0,0
Juzan,J10e,J6w,J4e,59,52,53,9,1,59,0,0
Hamanishiki,J4w,J7e,J6w,48,53,58,5,5,44,0,0
Tomikaze,J13w,J7w,J7w,66,54,60,9,6,73,0,0
Senshuyama,J12w,J8e,J8w,64,55,62,8,7,46,0,0
Buyuzan,J8w,J8w,J8w,56,56,62,6,6,27,0,0
Yotsukasa,J7w,J9e,J9w,54,57,64,5,7,38,0,0
Kotonishiki,J1e,J9w,J10w,40,58,66,1,8,8,0,0
Tamanokuni,J10w,J10e,J8w,60,59,62,7,3,46,0,0
Tomonohana,J11e,J10w,J11e,61,60,67,6,7,36,0,0
Kotonishiki,J1e,J11e,J11e,41,61,67,1,6,8,0,0
Kitazakura,J12e,J11w,J12e,63,62,69,6,7,28,0,0
Wakanojo,J13e,J12e,J13e,65,63,71,6,8,25,0,0
Gojoro,J6w,J12w,N/A,52,64,78,1,14,10,0,0
Mitoizumi,J11w,J13e,N/A,62,65,88,1,23,8,0,0
