Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Asashio,Y1w,Y1e,N/A,1,0,0,-14,11,-14,110.50209999999998,5,8.0328
Wakanohana,Y1e,Y1w,N/A,0,-1,1,9,5,8,37.8209,0,0
Taiho,S1e,O1e,N/A,5,4,2,-18,13,-20,143.94419999999997,6,11.8228
Wakahaguro,O1w,O1w,N/A,3,2,3,-16,12,-19,137.48399999999998,3,4.1471
Kashiwado,O1e,O2e,N/A,2,1,4,-13,11,-17,121.669,5,10.226700000000001
Iwakaze,K1w,S1e,N/A,9,8,5,-2,10,-7,97.40599999999999,2,2.8716
Kitabayama,S1w,S1w,N/A,6,5,6,-1,9,-7,105.697,3,4.8406
Kotogahama,O2e,S2e,M10w,4,3,7,29,1,22,6.4093,0,0
Wakamisugi,K1e,K1e,N/A,8,7,8,1,9,-7,96.0106,2,3.8857
Fusanishiki,M2w,K1w,N/A,14,13,9,7,9,-2,99.1125,5,11.561399999999999
Annenyama,S2w,M1e,N/A,7,6,10,8,7,-2,74.71209999999999,2,2.551
Tochinoumi,M8e,M1w,M1e,25,24,11,10,11,-1,106.4203,0,0
Aonosato,M6w,M2e,M1w,22,21,12,11,10,-1,85.24249999999999,1,1.2755
Oginohana,K2e,M2w,M1w,10,9,13,11,7,-2,79.05219999999998,2,6.0796
Tsurugamine,M7e,M3e,M2e,23,22,14,12,10,-2,79.52019999999999,0,0
Ohikari,M1w,M3w,M2w,12,11,15,13,7,-2,69.83019999999999,2,5.0655
Hagurohana,M10e,M4e,M3e,29,28,16,14,11,-2,109.31510000000003,0,0
Fujinishiki,M11e,M4w,M4e,31,30,17,16,11,-1,96.04310000000001,0,0
Kaizan,M2e,M5e,M5e,13,12,18,18,6,0,56.4238,3,4.4677
Tamahibiki,M3e,M5w,M6e,15,14,19,20,6,1,57.98230000000001,2,2.8716
Wakanoumi,M1e,M6e,M6e,11,10,20,20,5,0,51.81790000000001,2,5.3861
Dewanishiki,M4e,M6w,M7e,17,16,21,22,6,1,55.985600000000005,3,7.6757
Tochihikari,M5w,M7e,M8w,20,19,22,25,6,3,38.376,2,3.8857
Wakamaeda,M4w,M7w,M9w,18,17,23,27,5,4,42.2442,3,7.3551
Sadanoyama,J2e,M8e,M10e,43,42,24,28,11,4,101.0041,0,0
Kitanonada,M5e,M8w,M10e,19,18,25,28,5,3,39.8643,1,1.2755
Udagawa,M11w,M9e,M10w,32,31,26,29,8,3,66.1037,0,0
Maedagawa,M14e,M9w,M11e,37,36,27,30,9,3,70.08879999999999,0,0
Wakachichibu,M8w,M10e,M11w,26,25,28,31,6,3,45.9507,0,0
Myobudani,M13e,M10w,M12e,35,34,29,32,8,3,61.1389,0,0
Tamanoumi,M9e,M11e,M12e,27,26,30,32,6,2,40.3728,0,0
Wakasugiyama,M13w,M11w,M12w,36,35,31,33,8,2,63.2358,0,0
Wakanokuni,M9w,M12e,M12w,28,27,32,33,6,1,49.2352,0,0
Kairyuyama,M6e,M12w,M13e,21,20,33,34,4,1,26.3126,1,2.2896
Oikawa,M14w,M13e,M13w,38,37,34,35,8,1,63.5014,0,0
Fukudayama,M12w,M13w,M13w,34,33,35,35,7,0,57.048899999999996,0,0
Tokitsuyama,M10w,M14e,M13w,30,29,36,35,6,-1,42.096700000000006,0,0
Tsunenishiki,M15e,M14w,M14e,39,38,37,36,8,-1,58.0584,0,0
Miyabashira,J6e,M15e,M14e,51,50,38,36,11,-2,98,0,0
Shinoburyu,J1e,M15w,M15e,41,40,39,38,8,-1,57.036,0,0
Kanenohana,J1w,M16e,M15w,42,41,40,39,8,-1,58.002199999999995,0,0
Matsunobori,M7w,M16w,M14w,24,23,41,37,4,-4,29.0665,0,0
Shionishiki,M3w,J1e,M14w,16,15,42,37,2,-5,8.2984,1,2.2896
Arakiyama,J3e,J1w,J1e,45,44,43,42,8,-1,57,0,0
Kiyonomori,M12e,J2e,M15e,33,32,44,38,6,-6,43.603300000000004,0,0
Izuminada,J10w,J2w,J2w,60,59,45,45,11,0,102.0001,0,0
Tokinami,J6w,J3e,J2w,52,51,46,45,9,-1,74,0,0
Hanenishiki,J7e,J3w,J3e,53,52,47,46,9,-1,69,0,0
Kiminishiki,J8e,J4e,J4e,55,54,48,48,9,0,73,0,0
Wakakoma,J14w,J4w,J4w,68,67,49,49,12,0,108,0,0
Sawakaze,J2w,J5e,J4w,44,43,50,49,6,-1,31,0,0
Naruyama,J5w,J5w,J5w,50,49,51,51,7,0,51,0,0
Amatsunada,J4w,J6e,J6w,48,47,52,53,6,1,37,0,0
Takanishiki,J9e,J6w,J7e,57,56,53,54,8,1,57,0,0
Narutoumi,M15w,J7e,J8w,40,39,54,57,3,3,12,0,0
Yasome,J8w,J7w,J8w,56,55,55,57,7,2,73,0,0
Kuninobori,J13e,J8e,J9e,65,64,56,58,9,2,86,0,0
Sagahikari,J11e,J8w,J9e,61,60,57,58,8,1,53,0,0
Oiteyama,J5e,J9e,J9e,49,48,58,58,5,0,31,0,0
Yoshinomine,J3w,J9w,J9w,46,45,59,59,4,0,23,0,0
Onejime,N/A,J10e,J11w,74,73,60,63,10,3,85.0001,0,0
Ichinoya,J13w,J10w,J11w,66,65,61,63,8,2,67,0,0
Matsushima,J9w,J11e,J11w,58,57,62,63,6,1,46,0,0
Kochi,J7w,J11w,J11w,54,53,63,63,5,0,38,0,0
Fukunoumi,N/A,J12e,J12w,72,71,64,65,9,1,73,0,0
Osegawa,N/A,J12w,J13e,69,68,65,66,8,1,44,0,0
Tokinishiki,N/A,J13e,J13w,70,69,66,67,8,1,57,0,0
Hoshikabuto,J12e,J13w,J14e,63,62,67,68,6,1,45,0,0
Hamanoumi,J14e,J14e,J14e,67,66,68,68,7,0,40,0,0
Wakatenryu,J12w,J14w,J14w,64,63,69,69,6,0,38,0,0
Omidori,N/A,J15e,N/A,73,72,70,70,8,0,79,0,0
Asanoumi,N/A,J15w,N/A,77,76,71,70,9,-1,57,0,0
Wakabayama,J11w,J16e,N/A,62,61,72,71,5,-1,36,0,0
Sakunobori,N/A,J16w,N/A,76,75,73,73,8,0,60,0,0
Tenzan,N/A,J17e,N/A,78,77,74,75,8,1,67,0,0
Wakamiyama,N/A,J17w,N/A,71,70,75,76,6,1,35,0,0
Futatsuryu,J4e,J18e,N/A,47,46,76,76,0,0,0,0,0
Koinose,J10e,J18w,N/A,59,58,77,88,0,11,0,0,0
Tsunenomatsu,N/A,J19e,N/A,75,74,78,92,3,14,17,0,0
