Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,Old Rank Adj,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Terunofuji,Y1e,Y1e,M14w,0,1,0,27,1,27,8.8116,1,1.2755
Hoshoryu,S1e,O1e,N/A,3,4,1,-18,13,-19,129.1157,3,5.1612
Kirishima,O1w,O1w,M5w,2,3,2,9,6,7,65.2773,3,4.4677
Takakeisho,O1e,O2e,M17e,1,2,3,32,0,29,0,0,0
Kotonowaka,K1e,S1e,N/A,6,7,4,-7,11,-11,118.53739999999999,3,4.467700000000001
Daieisho,S1w,S1w,N/A,4,5,5,-1,9,-6,73.94829999999999,1,1.2755
Wakamotoharu,S2w,S2e,M1e,5,6,6,0,9,-6,92.0616,3,4.1471
Nishikigi,M1e,K1e,N/A,8,9,7,-1,10,-8,104.60919999999999,6,12.1434
Tobizaru,M1w,K1w,M3e,9,10,8,4,9,-4,78.7566,3,7.3551
Hokutofuji,M9w,M1e,M5e,25,26,9,8,12,-1,115.9596,1,1.5961
Meisei,M3w,M1w,M7e,13,14,10,12,8,2,68.8823,1,1.2755
Asanoyama,M4e,M2e,M7w,14,15,11,13,8,2,75.9558,2,3.8857
Abi,K1w,M2w,M8e,7,8,12,14,6,2,57.1121,1,2.2896
Shodai,M2e,M3e,M9w,10,11,13,17,6,4,42.26449999999999,2,5.3861
Tamawashi,M7w,M3w,M11e,21,22,14,20,8,6,56.9329,1,1.5961
Gonoyama,M13e,M4e,M12w,32,33,15,23,10,8,85.7219,0,0
Ura,M4w,M4w,M10e,15,16,16,18,7,2,52.314499999999995,0,0
Takanosho,M9e,M5e,M12w,24,25,17,23,8,6,61.48060000000001,1,1.5961
Onosho,M5w,M5w,M13e,17,18,18,24,6,6,49.2153,1,1.5961
Atamifuji,J1w,M6e,M14e,43,44,19,26,12,7,104.0014,0,0
Shonannoumi,M14w,M6w,M14e,35,36,20,26,10,6,89.7858,0,0
Takayasu,M7e,M7e,M12w,20,21,21,23,7,2,51.9085,0,0
Oho,M6w,M7w,M14e,19,20,22,26,6,4,38.2132,0,0
Ryuden,M15e,M8e,M14w,36,37,23,27,10,4,86.9446,0,0
Kotoeko,M11e,M8w,M14w,28,29,24,27,8,3,52.740899999999996,0,0
Midorifuji,M3e,M9e,M14w,12,13,25,27,4,2,36.1536,1,2.2896
Hiradoumi,M5e,M9w,M14w,16,17,26,27,5,1,33.3497,0,0
Hakuoho,M17w,M10e,M15e,41,42,27,28,11,1,114.2052,1,1.2755
Endo,M16e,M10w,M15w,38,39,28,29,10,1,82.55120000000001,0,0
Kinbozan,M10e,M11e,M15w,26,27,29,29,7,0,56.857499999999995,0,0
Hokuseiho,M6e,M11w,M15w,18,19,30,29,5,-1,37.8915,0,0
Mitakeumi,M2w,M12e,M16e,11,12,31,30,3,-1,26.277700000000003,2,3.5651
Takarafuji,M15w,M12w,M17e,37,38,32,32,9,0,77.3862,1,1.2755
Sadanoumi,M8e,M13e,J1e,22,23,33,33,5,0,34.2842,0,0
Myogiryu,M10w,M13w,J1w,27,28,34,34,6,0,50.9389,0,0
Nishikifuji,M8w,M14e,J1w,23,24,35,34,5,-1,44.4834,0,0
Aoiyama,M17e,M14w,J2e,40,41,36,35,9,-1,64.11439999999999,0,0
Kotoshoho,M13w,M15e,J2w,33,34,37,36,7,-1,47.45,0,0
Kagayaki,J1e,M15w,J3e,42,43,38,37,9,-1,78,0,0
Chiyoshoma,M12e,M16e,J3e,30,31,39,37,6,-2,49.7878,0,0
Tsurugisho,M11w,M16w,J4w,29,30,40,40,5,0,32.1808,0,0
Tamashoho,J5e,M17e,J5e,50,51,41,41,10,0,84,0,0
Daishoho,M14e,J1e,J5e,34,35,42,41,6,-1,50.447599999999994,0,0
Kitanowaka,J5w,J1w,J5w,51,52,43,42,10,-1,93,0,0
Roga,J2e,J2e,J6e,44,45,44,43,8,-1,63,0,0
Daiamami,J9e,J2w,J7e,58,59,45,45,11,0,97,0,0
Tomokaze,J9w,J3e,J9w,59,60,46,50,10,4,82,0,0
Mitoryu,J2w,J3w,J10w,45,46,47,52,6,5,54,0,0
Churanoumi,J7w,J4e,J11w,55,56,48,54,8,6,61,0,0
Oshoma,J4e,J4w,J10e,48,49,49,51,7,2,49.0012,0,0
Tohakuryu,J4w,J5e,J10w,49,50,50,52,7,2,49,0,0
Shimazuumi,J3w,J5w,J13w,47,48,51,58,5,7,38,0,0
Bushozan,M16w,J6e,J13w,39,40,52,58,3,6,28.4046,0,0
Shishi,J12e,J6w,J14e,64,65,53,59,9,6,62,0,0
Azumaryu,J6w,J7e,J12w,53,54,54,56,7,2,49,0,0
Chiyosakae,J10e,J7w,J14e,60,61,55,59,8,4,57,0,0
Chiyomaru,J11e,J8e,N/A,62,63,56,61,8,5,59,0,0
Takakento,J8e,J8w,J14e,56,57,57,59,7,2,46,0,0
Akua,J8w,J9e,J14w,57,58,58,60,7,2,51,0,0
Hakuyozan,J7e,J9w,N/A,54,55,59,61,6,2,42,0,0
Ichiyamamoto,J3e,J10e,N/A,46,47,60,61,4,1,27,0,0
Wakatakakage,M12w,J10w,N/A,31,32,61,62,0,1,0,0,0
Shiden,J13w,J11e,N/A,67,68,62,66,8,4,49,0,0
Kiho,J13e,J11w,N/A,66,67,63,69,7,6,45,0,0
Shimanoumi,J10w,J12e,N/A,61,62,64,72,5,8,34,0,0
Yuma,J14e,J12w,N/A,68,69,65,75,6,10,39,0,0
Hidenoumi,J12w,J13e,N/A,65,66,66,76,5,10,40,0,0
Tsushimanada,J11w,J13w,N/A,63,64,67,82,3,15,19,0,0
Fujiseiun,J6e,J14e,N/A,52,53,68,83,0,15,0,0,0
Chiyonoumi,J14w,J14w,N/A,69,70,69,84,4,15,29,0,0
