Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Taiho,Y1w,Y1e,N/A,1,2,-21,13,-23,174.11899999999997,10,18.580099999999998
Kashiwado,Y2e,Y1w,N/A,2,3,-16,12,-19,161.8394,10,17.566
Wakanohana,Y1e,Y2e,N/A,0,4,-14,11,-18,142.9891,8,13.194
Asashio,Y2w,Y2w,M6e,3,5,25,2,20,23.5264,2,2.8716
Kitabayama,O1w,O1e,N/A,5,6,-5,10,-11,128.19879999999998,6,11.5022
Kotogahama,O1e,O1w,M4w,4,7,22,3,15,41.3643,3,4.4677
Tochinoumi,S1e,S1e,N/A,7,8,1,9,-7,122.0217,5,8.4057
Sadanoyama,S2e,S1w,N/A,9,9,7,8,-2,118.7767,5,11.2408
Haguroyama,S2w,S2e,N/A,10,10,8,8,-2,93.569,5,8.0328
Wakahaguro,O2e,S2w,M1w,6,11,16,5,5,56.74550000000001,3,4.1471
Iwakaze,K1w,K1e,N/A,12,12,6,9,-6,139.1711,6,12.1434
Kairyuyama,M1e,K1w,N/A,15,13,9,9,-4,115.21069999999999,7,18.500200000000003
Fujinishiki,K1e,K2e,N/A,11,14,9,8,-5,94.83630000000001,6,12.8369
Wakamisugi,M5e,M1e,N/A,23,15,9,11,-6,114.94480000000001,2,3.1922
Oginohana,M1w,M1w,N/A,16,16,14,8,-2,77.8095,4,9.6447
Aonosato,M7e,M2e,M2e,27,17,17,10,0,89.62850000000002,0,0
Kainoyama,M3e,M2w,M2e,19,18,17,8,-1,74.00359999999999,0,0
Kanenohana,M6e,M3e,M3e,25,19,19,9,0,74.80699999999999,0,0
Udagawa,M4e,M3w,M3e,21,20,19,8,-1,72.1816,1,1.5961
Myobudani,K2w,M4e,M3w,14,21,20,6,-1,75.3975,6,9.3083
Wakamaeda,M6w,M4w,M3w,26,22,20,9,-2,75.3258,0,0
Wakachichibu,M10e,M5e,M5e,33,23,23,10,0,80.96369999999999,0,0
Dewanishiki,K2e,M5w,M5e,13,24,23,5,-1,46.1888,1,3.79
Uchida,J7w,M6e,M5w,54,25,24,15,-1,119,0,0
Maedagawa,M7w,M6w,M6w,28,26,26,8,0,65.1809,0,0
Tochihikari,S1w,M7e,M6w,8,27,26,3,-1,22.5734,2,6.0796
Tsunenishiki,M5w,M7w,M6w,24,28,26,7,-2,59.993100000000005,0,0
Hagurohana,M2e,M8e,M7e,17,29,27,5,-2,49.4484,4,11.4657
Ohikari,M4w,M8w,M7w,22,30,28,6,-2,51.8616,0,0
Tsurugamine,M2w,M9e,M7w,18,31,28,5,-3,50.386599999999994,3,4.4677
Kitanonada,M13w,M9w,M8w,40,32,30,10,-2,77.56269999999999,0,0
Toyokuni,M9w,M10e,M8w,32,33,30,8,-3,65.3722,0,0
Fusanishiki,M3w,M10w,M8w,20,34,30,5,-4,35.1048,1,2.2896
Ichinoya,M8e,M11e,M9e,29,35,31,7,-4,57.5878,0,0
Wakatenryu,M9e,M11w,M10e,31,36,33,7,-3,52.0386,0,0
Miyanaga,J3e,M12e,M11e,45,37,35,10,-2,68.033,0,0
Oiteyama,J3w,M12w,M11w,46,38,36,10,-2,86.0001,0,0
Wakanokuni,M12w,M13e,M11w,38,39,36,8,-3,57.9062,0,0
Wakakoma,M8w,M13w,M11w,30,40,36,6,-4,44.15289999999999,0,0
Wakanoumi,M11w,M14e,M12w,36,41,38,7,-3,52.4872,0,0
Kiminishiki,J5e,M14w,M13e,49,42,39,10,-3,75,0,0
Miyabashira,M12e,M15e,M13e,37,43,39,7,-4,50.148199999999996,0,0
Kiyonomori,M13e,J1e,M16e,39,44,45,6,1,40.1411,0,0
Naruyama,M10w,J1w,M17w,34,45,48,4,3,24.0131,0,0
Kurikeyama,J6e,J2e,M18e,51,46,49,8,3,64.0001,0,0
Matsunobori,M11e,J2w,M18e,35,47,49,4,2,22.0413,0,0
Fukudayama,J2w,J3e,M16w,44,48,46,7,-2,52.0001,0,0
Hanenishiki,J7e,J3w,J1e,53,49,51,8,2,71,0,0
Okanoyama,J1w,J4e,J1w,42,50,52,5,2,30,0,0
Shinkawa,J2e,J4w,J2e,43,51,53,5,2,41.0001,0,0
Wakasugiyama,J4e,J5e,J2e,47,52,53,6,1,34.0005,0,0
Arakiyama,J12w,J5w,J2w,64,53,54,10,1,73,0,0
Asanoumi,J9e,J6e,J3e,57,54,55,8,1,70,0,0
Tenzan,J5w,J6w,J3w,50,55,56,6,1,46,0,0
Takanishiki,J6w,J7e,J2w,52,56,54,7,-2,45.0001,0,0
Omidori,J10w,J7w,J4w,60,57,58,8,1,55.0001,0,0
Onosaki,J4w,J8e,J4w,48,58,58,5,0,33.0001,0,0
Miyanohana,J11e,J8w,J5e,61,59,59,8,0,67,0,0
Tokitsunami,J13w,J9e,J5w,66,60,60,9,0,67,0,0
Tokinami,J14e,J9w,J6e,67,61,61,9,0,69,0,0
Oyazaki,J9w,J10e,J7w,58,62,64,6,2,51,0,0
Hoshikabuto,N/A,J10w,J8e,75,63,65,10,2,55,0,0
Sawakaze,J10e,J11e,J8e,59,64,65,6,1,47.0001,0,0
Yasome,J8e,J11w,J8e,55,65,65,5,0,28.0001,0,0
Izuminada,N/A,J12e,J8w,72,66,66,9,0,59,0,0
Hirokawa,J12e,J12w,J8e,63,67,65,7,-2,51,0,0
Yoshakayama#,J14w,J13e,J8w,68,68,66,8,-2,57,0,0
Oikawa,J13e,J13w,J9e,65,69,67,7,-2,60,0,0
Daitenryu,J1e,J14e,J9e,41,70,67,1,-3,11.0339,0,0
Fukunoumi,J8w,J14w,J10w,56,71,70,4,-1,26,0,0
Yoshinomine,N/A,J15e,J11w,74,72,72,8,0,58,0,0
Osegawa,J11w,J15w,J11w,62,73,72,5,-1,40,0,0
Makiyama,N/A,J16e,J13e,69,74,75,6,1,30,0,0
Wakanaruto,N/A,J16w,J12e,71,75,73,7,-2,44,0,0
Sakunobori,N/A,J17e,J13w,70,76,76,6,0,42,0,0
Kochi,N/A,J17w,J13e,73,77,75,7,-2,29,0,0
Shionishiki,N/A,J18e,N/A,76,78,106,0,28,0,0,0
