Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Kitanoumi,Y1w,Y1e,N/A,1,0,-21,13,-21,164.35819999999998,7,15.6128
Chiyonofuji,Y1e,Y1w,N/A,0,1,-18,12,-19,131.90370000000001,4,8.9512
Wakanohana,Y2e,Y2e,N/A,2,2,-4,9,-6,78.3245,1,2.2896
Kotokaze,O1e,O1e,N/A,3,3,-7,10,-10,103.25019999999999,3,4.4677
Takanosato,S1e,S1e,N/A,4,4,-14,12,-18,130.5948,3,6.6616
Wakashimazu,M2w,S1w,N/A,12,5,-6,12,-11,145.13189999999997,3,6.341
Dewanohana,K1w,K1e,N/A,7,6,-3,10,-9,102.62329999999999,3,6.982200000000001
Sadanoumi,K1e,K1w,N/A,6,7,4,8,-3,90.70309999999999,3,9.8696
Ozutsu,M1w,M1e,M1e,10,8,8,8,0,87.80429999999998,4,8.9512
Onishiki,M6w,M1w,M2e,20,9,10,10,1,79.7263,0,0
Asashio,S1w,M2e,M2w,5,10,11,6,1,65.7768,2,5.0655
Takamiyama,M5e,M2w,M4w,17,11,15,8,4,64.5788,0,0
Azumanada,M9e,M3e,M6w,25,12,19,9,7,73.32169999999999,0,0
Kirinji,M2e,M3w,M5w,11,13,17,6,4,50.2623,2,2.8716
Oshio,M8e,M4e,M7w,23,14,21,8,7,56.0869,0,0
Aobajo,M8w,M4w,M8e,24,15,22,8,7,57.131600000000006,0,0
Daijuyama,M3w,M5e,M7e,14,16,20,6,4,47.37689999999999,1,1.2755
Tochihikari,M4e,M5w,M7w,15,17,21,6,4,52.6963,2,2.8716
Amanoyama,M12e,M6e,M9w,31,18,25,9,7,69.28620000000001,0,0
Toryu,M12w,M6w,M10e,32,19,26,9,7,68.42809999999999,0,0
Hoo,M5w,M7e,M9e,18,20,24,6,4,54.047999999999995,1,1.5961
Tochitsurugi,J3e,M7w,M12w,41,21,31,10,10,74.006,0,0
Tochiakagi,M1e,M8e,M12w,9,22,31,2,9,29.655799999999996,1,3.79
Kaiki,M7e,M8w,M12w,21,23,31,5,8,31.15169999999999,0,0
Hidanohana,M7w,M9e,M11e,22,24,28,6,4,40.070899999999995,0,0
Wakanofuji,J3w,M9w,M13e,42,25,32,10,7,81.00489999999999,0,0
Kurosegawa,M13w,M10e,M13e,34,26,32,8,6,58.19369999999999,0,0
Shishiho,J9e,M10w,M13w,55,27,33,13,6,109.00030000000001,0,0
Koboyama,M9w,M11e,M13e,26,28,32,6,4,36.0415,0,0
Tochiakagi,M1e,M11w,M12e,8,29,30,2,1,29.655799999999996,1,3.79
Kurama,M10w,M12e,M12e,28,30,30,7,0,52.00149999999999,0,0
Zaonishiki,M6e,M12w,M13w,19,31,33,4,2,26.978699999999996,0,0
Kinoarashi,J2w,M13e,M14e,40,32,34,9,2,67.02499999999999,0,0
Fujizakura,M4w,M13w,M14e,16,33,34,3,1,16.1336,0,0
Saisu,J6e,M14e,M14w,49,34,35,11,1,87.0004,0,0
Banryuyama,M11e,M14w,M14w,29,35,35,6,0,37.77029999999999,0,0
Wakajishi,M11w,M15e,M15e,30,36,36,6,0,40.154,0,0
Tamaryu,J8e,M15w,M18w,53,37,43,10,6,76.0002,0,0
Hakuryuyama,M13e,M16e,M18w,33,38,43,5,5,33.0334,0,0
Oyutaka,J1e,M16w,M18w,37,39,43,6,4,52.0203,0,0
Hokutenyu,M3e,M17e,M18w,13,40,43,0,3,0,0,0
Tagaryu,J6w,M17w,J1e,50,41,44,9,3,66.0003,0,0
Hakuryu,J1w,J1e,J1e,38,42,44,6,2,40.0028,0,0
Aobayama,J5w,J1w,J2e,48,43,46,8,3,55,0,0
Daihi,M14w,J2e,J2e,36,44,46,5,2,35.0579,0,0
Kotowaka,J7e,J2w,J3w,51,45,49,8,4,65.0003,0,0
Hachiya,J4e,J3e,J3w,43,46,49,6,3,42,0,0
Shinko,M14e,J3w,J3w,35,47,49,4,2,27.0212,0,0
Hachiya,J4e,J4e,J4e,44,48,50,6,2,42,0,0
Tengozan,J5e,J4w,J3w,47,49,49,7,0,43,0,0
Harunafuji,J10e,J5e,J4w,57,50,51,9,1,61,0,0
Masudayama,N/A,J5w,J5e,46,51,52,6,1,49,0,0
Kotochitose,J2e,J6e,J5w,39,52,53,4,1,32.0002,0,0
Oko,J9w,J6w,J6e,56,53,54,8,1,58.000299999999996,0,0
Iwanami,J4w,J7e,J6w,45,54,55,5,1,35,0,0
Washuyama,M10e,J7w,J7w,27,55,57,0,2,0,0,0
Kotogatake,J11w,J8e,J8e,60,56,58,8,2,29.0001,0,0
Tamakiyama,J12w,J8w,J9e,62,57,60,8,3,58,0,0
Tochitsukasa,J13e,J9e,J11w,63,58,65,7,7,37,0,0
Ofuji,J12e,J9w,J12w,61,59,67,6,8,18,0,0
Kusatake,J11e,J10e,J13w,59,60,69,5,9,26,0,0
Tochimatoi,J10w,J10w,N/A,58,61,76,3,15,18,0,0
Kurohimeyama,J8w,J11e,N/A,54,62,76,2,14,13,0,0
Takamisugi,J7w,J11w,N/A,52,63,82,0,19,0,0,0
