Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Hakuho,Y1e,Y1e,N/A,0,0,-30,15,-30,168.18849999999998,9,17.191200000000002
Baruto,O3w,O1e,N/A,5,1,-5,10,-6,99.4014,5,8.0328
Harumafuji,O1e,O1w,N/A,1,2,-5,9,-7,86.4183,4,7.4508
Kotooshu,O1w,O2e,N/A,2,3,-4,9,-7,85.99039999999998,5,9.0469
Kotomitsuki,O2e,O2w,N/A,3,4,-3,9,-7,92.66069999999999,4,7.4508
Kaio,O2w,O3e,N/A,4,5,-2,9,-7,85.0694,5,9.0469
Kotoshogiku,K1e,S1e,N/A,8,6,2,9,-4,97.67769999999999,3,6.1753
Kisenosato,S1e,S1w,N/A,6,7,4,8,-3,94.54669999999999,3,4.8406
Hakuba,M5w,K1e,N/A,19,8,9,10,1,96.77799999999999,3,5.8547
Aran,M10e,K1w,M1e,28,9,10,12,1,115.10490000000001,0,0
Tochinoshin,M2w,M1e,M1w,13,10,11,8,1,102.65489999999998,5,10.7545
Asasekiryu,M4w,M1w,M1w,17,11,11,9,0,93.74940000000002,2,3.8857
Tochiozan,K1w,M2e,M1w,9,12,11,7,-1,68.7825,2,2.8716
Kyokutenho,M7w,M2w,M4w,23,13,17,9,4,80.0248,0,0
Aminishiki,S1w,M3e,M4w,7,14,17,5,3,40.5612,1,1.5961
Tokitenku,M6e,M3w,M5e,20,15,18,8,3,64.5352,1,1.2755
Kitataiki,M4e,M4e,M5e,16,16,18,7,2,58.8896,2,3.8857
Kakuryu,M3e,M4w,M6e,14,17,20,6,3,69.2285,3,5.8547
Toyonoshima,M1e,M5e,M6e,10,18,20,5,2,45.8077,2,3.8857
Goeido,M9w,M5w,M6w,27,19,21,9,2,71.4083,0,0
Miyabiyama,M1w,M6e,M6w,11,20,21,5,1,49.116,1,2.2896
Wakanosato,M3w,M6w,M6w,15,21,21,6,0,33.1922,0,0
Toyohibiki,M8w,M7e,M7w,25,22,23,8,1,60.168800000000005,0,0
Tokusegawa,M11w,M7w,M8w,31,23,25,9,2,72.19669999999999,0,0
