Name,Old Rank Title,New Rank Title,"""True Rank"" Title",Old Rank,New Rank,True Rank,Wins,Signed Diff,Weighted Neustadl,Sanyaku Defeated Score Raw,Sanyaku Defeated Score Weighted
Kitanoumi,Y1w,Y1e,N/A,1,1,-29,15,-30,185.4292,10,20.9812
Wajima,Y1e,Y1w,N/A,0,2,-10,10,-12,92.7857,4,7.4508
Asahikuni,O1w,O1e,N/A,3,3,-23,14,-26,173.7632,9,18.6916
Wakamisugi,O1e,O1w,N/A,2,4,-8,10,-12,84.3828,4,7.4508
Takanohana,O2e,O2e,N/A,4,5,-6,10,-11,96.7743,4,9.9653
Mienoumi,O2w,O2w,N/A,5,6,7,7,1,62.9309,2,2.551
Arase,S1e,S1e,N/A,7,7,-7,11,-14,127.9081,6,11.0159
Arase,S1e,S1w,N/A,8,8,-6,11,-14,127.9081,6,11.0159
Kaiketsu,O3e,S2e,M3e,6,9,16,5,7,51.1592,2,3.5651
Takamiyama,K1e,K1e,N/A,10,10,4,9,-6,102.4298,5,11.2408
Yutakayama,M6w,K1w,M1w,23,11,13,10,2,105.90419999999999,2,5.0655
Kirinji,M4e,M1e,M3e,18,12,16,8,4,62.4966,1,1.2755
Kotokaze,M5e,M1w,M4e,20,13,18,8,5,78.5311,1,1.5961
Kurohimeyama,M7w,M2e,M4w,25,14,19,9,5,85.9127,0,0
Oshio,M1w,M2w,M4w,13,15,19,6,4,62.0617,5,9.0469
Aobayama,M5w,M3e,M4w,21,16,19,8,3,60.88919999999999,0,0
Tamanofuji,K1w,M3w,M5w,11,17,21,5,4,43.4859,3,6.1753
Kaneshiro,M3e,M4e,M6e,16,18,22,6,4,39.538700000000006,3,5.1612
Masuiyama,M1e,M4w,M6e,12,19,22,5,3,35.6328,2,3.8857
Chiyozakura,J2e,M5e,M7w,39,20,25,11,5,93.1018,0,0
Fujizakura,M4w,M5w,M5w,19,21,21,7,0,46.5542,0,0
Onishiki,M11e,M6e,M8e,32,22,26,9,4,69.76570000000001,0,0
Dewanohana,J1e,M6w,M8w,37,23,27,10,4,90.0146,0,0
Banryuyama,M11w,M7e,M8w,33,24,27,9,3,72.9253,0,0
Tochiakagi,M9w,M7w,M8w,29,25,27,8,2,62.5729,0,0
Aobajo,M7e,M8e,M8e,24,26,26,7,0,55.917300000000004,0,0
Kurama,M3w,M8w,M8w,17,27,27,5,0,37.5415,1,2.2896
Washuyama,S1w,M9e,M8w,9,28,27,3,-1,20.410400000000003,1,2.2896
Futatsuryu,M12e,M9w,M9e,34,29,28,9,-1,76.3824,0,0
Kitaseumi,M10e,M10e,M9e,30,30,28,8,-2,57.593799999999995,0,0
Masudayama,M10w,M10w,M9w,31,31,29,8,-2,61.0003,0,0
Wakajishi,M2w,M11e,M9w,15,32,29,4,-3,29.593400000000003,1,1.5961
Takanosato,M6e,M11w,M11e,22,33,32,5,-1,33.6091,0,0
Kaiki,M2e,M12e,M11e,14,34,32,3,-2,18.272899999999996,0,0
Misugiiso,J1w,M12w,M13e,38,35,36,8,1,55.0746,0,0
Chiyonofuji,J7e,M13e,M15e,50,36,40,10,4,79.0012,0,0
Dairyugawa,J3w,M13w,M15e,42,37,40,8,3,58.0601,0,0
Onobori,M8e,M14e,M15e,26,38,40,4,2,37.2654,0,0
Tamakiyama,M12w,M14w,M15w,35,39,41,6,2,36.4599,0,0
Adachi,J5e,M15e,M16w,45,40,43,8,3,63.0006,0,0
Tochiisami,J8w,M15w,M18w,53,41,47,9,6,71.00059999999999,0,0
Suiryu,J9w,M16e,J1w,55,42,49,9,7,65,0,0
Asanobori,J7w,J1e,J1w,51,43,49,8,6,64.00059999999999,0,0
Daio,M8w,J1w,J1w,27,44,49,2,5,9.274899999999999,0,0
Kotogatake,J4e,J2e,J1w,43,45,49,6,4,46.0006,0,0
Kotonofuji,J8e,J2w,J2e,52,46,50,8,4,71.00129999999999,0,0
Daigo,J4w,J3e,J2e,44,47,50,6,3,54,0,0
Yamaguchi,J3e,J3w,J2w,41,48,51,5,3,37.0012,0,0
Konuma,J9e,J4e,J3e,54,49,52,8,3,68.0007,0,0
Ogata,J10e,J4w,J4e,56,50,54,8,4,60,0,0
Owashi,J12w,J5e,J4w,61,51,55,9,4,76.0007,0,0
Ushiwakamaru,J10w,J5w,J4w,57,52,55,8,3,58,0,0
Kasuganada,J13e,J6e,J5e,62,53,56,9,3,51,0,0
Kiyonohana,J5w,J6w,J5e,46,54,56,5,2,34,0,0
Taiko,J11w,J7e,J5w,59,55,57,8,2,60,0,0
Hachiya,J2w,J7w,J6e,40,56,58,3,2,27,0,0
Wakanoumi,M9e,J8e,J6e,28,57,58,0,1,0,0,0
Katsunishiki,J6w,J8w,J6w,49,58,59,5,1,37,0,0
Daishin,J11e,J9e,J7e,58,59,60,7,1,40,0,0
Ryumon,J12e,J9w,J10e,60,60,66,6,6,43,0,0
Iwashita,M13e,J10e,J10e,36,61,66,0,5,0,0,0
Haguroiwa,J6e,J10w,N/A,47,62,77,0,15,0,0,0
Haguroiwa,J6e,J11e,N/A,48,63,78,0,15,0,0,0
