Start Rank,End Rank,Wins,Number of Resulting Banzuke at End Rank,Sanyaku Results
j1e,s1e,0,0,[]
j1e,s1e,1,0,[]
j1e,s1e,2,0,[]
j1e,s1e,3,0,[]
j1e,s1e,4,0,[]
j1e,s1e,5,0,[]
j1e,s1e,6,0,[]
j1e,s1e,7,0,[]
j1e,s1e,8,0,[]
j1e,s1e,9,0,[]
j1e,s1e,10,0,[]
j1e,s1e,11,0,[]
j1e,s1e,12,0,[]
j1e,s1e,13,0,[]
j1e,s1e,14,0,[]
j1e,s1e,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,s1w,0,0,[]
j1e,s1w,1,0,[]
j1e,s1w,2,0,[]
j1e,s1w,3,0,[]
j1e,s1w,4,0,[]
j1e,s1w,5,0,[]
j1e,s1w,6,0,[]
j1e,s1w,7,0,[]
j1e,s1w,8,0,[]
j1e,s1w,9,0,[]
j1e,s1w,10,0,[]
j1e,s1w,11,0,[]
j1e,s1w,12,0,[]
j1e,s1w,13,0,[]
j1e,s1w,14,0,[]
j1e,s1w,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,s2e,0,0,[]
j1e,s2e,1,0,[]
j1e,s2e,2,0,[]
j1e,s2e,3,0,[]
j1e,s2e,4,0,[]
j1e,s2e,5,0,[]
j1e,s2e,6,0,[]
j1e,s2e,7,0,[]
j1e,s2e,8,0,[]
j1e,s2e,9,0,[]
j1e,s2e,10,0,[]
j1e,s2e,11,0,[]
j1e,s2e,12,0,[]
j1e,s2e,13,0,[]
j1e,s2e,14,0,[]
j1e,s2e,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,s2w,0,0,[]
j1e,s2w,1,0,[]
j1e,s2w,2,0,[]
j1e,s2w,3,0,[]
j1e,s2w,4,0,[]
j1e,s2w,5,0,[]
j1e,s2w,6,0,[]
j1e,s2w,7,0,[]
j1e,s2w,8,0,[]
j1e,s2w,9,0,[]
j1e,s2w,10,0,[]
j1e,s2w,11,0,[]
j1e,s2w,12,0,[]
j1e,s2w,13,0,[]
j1e,s2w,14,0,[]
j1e,s2w,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,s3e,0,0,[]
j1e,s3e,1,0,[]
j1e,s3e,2,0,[]
j1e,s3e,3,0,[]
j1e,s3e,4,0,[]
j1e,s3e,5,0,[]
j1e,s3e,6,0,[]
j1e,s3e,7,0,[]
j1e,s3e,8,0,[]
j1e,s3e,9,0,[]
j1e,s3e,10,0,[]
j1e,s3e,11,0,[]
j1e,s3e,12,0,[]
j1e,s3e,13,0,[]
j1e,s3e,14,0,[]
j1e,s3e,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,s3w,0,0,[]
j1e,s3w,1,0,[]
j1e,s3w,2,0,[]
j1e,s3w,3,0,[]
j1e,s3w,4,0,[]
j1e,s3w,5,0,[]
j1e,s3w,6,0,[]
j1e,s3w,7,0,[]
j1e,s3w,8,0,[]
j1e,s3w,9,0,[]
j1e,s3w,10,0,[]
j1e,s3w,11,0,[]
j1e,s3w,12,0,[]
j1e,s3w,13,0,[]
j1e,s3w,14,0,[]
j1e,s3w,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,k1e,0,0,[]
j1e,k1e,1,0,[]
j1e,k1e,2,0,[]
j1e,k1e,3,0,[]
j1e,k1e,4,0,[]
j1e,k1e,5,0,[]
j1e,k1e,6,0,[]
j1e,k1e,7,0,[]
j1e,k1e,8,0,[]
j1e,k1e,9,0,[]
j1e,k1e,10,0,[]
j1e,k1e,11,0,[]
j1e,k1e,12,0,[]
j1e,k1e,13,0,[]
j1e,k1e,14,0,[]
j1e,k1e,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,k1w,0,0,[]
j1e,k1w,1,0,[]
j1e,k1w,2,0,[]
j1e,k1w,3,0,[]
j1e,k1w,4,0,[]
j1e,k1w,5,0,[]
j1e,k1w,6,0,[]
j1e,k1w,7,0,[]
j1e,k1w,8,0,[]
j1e,k1w,9,0,[]
j1e,k1w,10,0,[]
j1e,k1w,11,0,[]
j1e,k1w,12,0,[]
j1e,k1w,13,0,[]
j1e,k1w,14,0,[]
j1e,k1w,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,k2e,0,0,[]
j1e,k2e,1,0,[]
j1e,k2e,2,0,[]
j1e,k2e,3,0,[]
j1e,k2e,4,0,[]
j1e,k2e,5,0,[]
j1e,k2e,6,0,[]
j1e,k2e,7,0,[]
j1e,k2e,8,0,[]
j1e,k2e,9,0,[]
j1e,k2e,10,0,[]
j1e,k2e,11,0,[]
j1e,k2e,12,0,[]
j1e,k2e,13,0,[]
j1e,k2e,14,0,[]
j1e,k2e,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,k2w,0,0,[]
j1e,k2w,1,0,[]
j1e,k2w,2,0,[]
j1e,k2w,3,0,[]
j1e,k2w,4,0,[]
j1e,k2w,5,0,[]
j1e,k2w,6,0,[]
j1e,k2w,7,0,[]
j1e,k2w,8,0,[]
j1e,k2w,9,0,[]
j1e,k2w,10,0,[]
j1e,k2w,11,0,[]
j1e,k2w,12,0,[]
j1e,k2w,13,0,[]
j1e,k2w,14,0,[]
j1e,k2w,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,k3e,0,0,[]
j1e,k3e,1,0,[]
j1e,k3e,2,0,[]
j1e,k3e,3,0,[]
j1e,k3e,4,0,[]
j1e,k3e,5,0,[]
j1e,k3e,6,0,[]
j1e,k3e,7,0,[]
j1e,k3e,8,0,[]
j1e,k3e,9,0,[]
j1e,k3e,10,0,[]
j1e,k3e,11,0,[]
j1e,k3e,12,0,[]
j1e,k3e,13,0,[]
j1e,k3e,14,0,[]
j1e,k3e,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,k3w,0,0,[]
j1e,k3w,1,0,[]
j1e,k3w,2,0,[]
j1e,k3w,3,0,[]
j1e,k3w,4,0,[]
j1e,k3w,5,0,[]
j1e,k3w,6,0,[]
j1e,k3w,7,0,[]
j1e,k3w,8,0,[]
j1e,k3w,9,0,[]
j1e,k3w,10,0,[]
j1e,k3w,11,0,[]
j1e,k3w,12,0,[]
j1e,k3w,13,0,[]
j1e,k3w,14,0,[]
j1e,k3w,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,m1e,0,0,[]
j1e,m1e,1,0,[]
j1e,m1e,2,0,[]
j1e,m1e,3,0,[]
j1e,m1e,4,0,[]
j1e,m1e,5,0,[]
j1e,m1e,6,0,[]
j1e,m1e,7,0,[]
j1e,m1e,8,0,[]
j1e,m1e,9,0,[]
j1e,m1e,10,0,[]
j1e,m1e,11,0,[]
j1e,m1e,12,0,[]
j1e,m1e,13,0,[]
j1e,m1e,14,0,[]
j1e,m1e,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,m1w,0,0,[]
j1e,m1w,1,0,[]
j1e,m1w,2,0,[]
j1e,m1w,3,0,[]
j1e,m1w,4,0,[]
j1e,m1w,5,0,[]
j1e,m1w,6,0,[]
j1e,m1w,7,0,[]
j1e,m1w,8,0,[]
j1e,m1w,9,0,[]
j1e,m1w,10,0,[]
j1e,m1w,11,0,[]
j1e,m1w,12,0,[]
j1e,m1w,13,0,[]
j1e,m1w,14,0,[]
j1e,m1w,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,m2e,0,0,[]
j1e,m2e,1,0,[]
j1e,m2e,2,0,[]
j1e,m2e,3,0,[]
j1e,m2e,4,0,[]
j1e,m2e,5,0,[]
j1e,m2e,6,0,[]
j1e,m2e,7,0,[]
j1e,m2e,8,0,[]
j1e,m2e,9,0,[]
j1e,m2e,10,0,[]
j1e,m2e,11,0,[]
j1e,m2e,12,0,[]
j1e,m2e,13,0,[]
j1e,m2e,14,0,[]
j1e,m2e,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,m2w,0,0,[]
j1e,m2w,1,0,[]
j1e,m2w,2,0,[]
j1e,m2w,3,0,[]
j1e,m2w,4,0,[]
j1e,m2w,5,0,[]
j1e,m2w,6,0,[]
j1e,m2w,7,0,[]
j1e,m2w,8,0,[]
j1e,m2w,9,0,[]
j1e,m2w,10,0,[]
j1e,m2w,11,0,[]
j1e,m2w,12,0,[]
j1e,m2w,13,0,[]
j1e,m2w,14,0,[]
j1e,m2w,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,m3e,0,0,[]
j1e,m3e,1,0,[]
j1e,m3e,2,0,[]
j1e,m3e,3,0,[]
j1e,m3e,4,0,[]
j1e,m3e,5,0,[]
j1e,m3e,6,0,[]
j1e,m3e,7,0,[]
j1e,m3e,8,0,[]
j1e,m3e,9,0,[]
j1e,m3e,10,0,[]
j1e,m3e,11,0,[]
j1e,m3e,12,0,[]
j1e,m3e,13,0,[]
j1e,m3e,14,0,[]
j1e,m3e,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,m3w,0,0,[]
j1e,m3w,1,0,[]
j1e,m3w,2,0,[]
j1e,m3w,3,0,[]
j1e,m3w,4,0,[]
j1e,m3w,5,0,[]
j1e,m3w,6,0,[]
j1e,m3w,7,0,[]
j1e,m3w,8,0,[]
j1e,m3w,9,0,[]
j1e,m3w,10,0,[]
j1e,m3w,11,0,[]
j1e,m3w,12,0,[]
j1e,m3w,13,0,[]
j1e,m3w,14,0,[]
j1e,m3w,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,m4e,0,0,[]
j1e,m4e,1,0,[]
j1e,m4e,2,0,[]
j1e,m4e,3,0,[]
j1e,m4e,4,0,[]
j1e,m4e,5,0,[]
j1e,m4e,6,0,[]
j1e,m4e,7,0,[]
j1e,m4e,8,0,[]
j1e,m4e,9,0,[]
j1e,m4e,10,0,[]
j1e,m4e,11,0,[]
j1e,m4e,12,0,[]
j1e,m4e,13,0,[]
j1e,m4e,14,0,[]
j1e,m4e,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,m4w,0,0,[]
j1e,m4w,1,0,[]
j1e,m4w,2,0,[]
j1e,m4w,3,0,[]
j1e,m4w,4,0,[]
j1e,m4w,5,0,[]
j1e,m4w,6,0,[]
j1e,m4w,7,0,[]
j1e,m4w,8,0,[]
j1e,m4w,9,0,[]
j1e,m4w,10,0,[]
j1e,m4w,11,0,[]
j1e,m4w,12,0,[]
j1e,m4w,13,0,[]
j1e,m4w,14,0,[]
j1e,m4w,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,m5e,0,0,[]
j1e,m5e,1,0,[]
j1e,m5e,2,0,[]
j1e,m5e,3,0,[]
j1e,m5e,4,0,[]
j1e,m5e,5,0,[]
j1e,m5e,6,0,[]
j1e,m5e,7,0,[]
j1e,m5e,8,0,[]
j1e,m5e,9,0,[]
j1e,m5e,10,0,[]
j1e,m5e,11,0,[]
j1e,m5e,12,0,[]
j1e,m5e,13,0,[]
j1e,m5e,14,0,[]
j1e,m5e,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,m5w,0,0,[]
j1e,m5w,1,0,[]
j1e,m5w,2,0,[]
j1e,m5w,3,0,[]
j1e,m5w,4,0,[]
j1e,m5w,5,0,[]
j1e,m5w,6,0,[]
j1e,m5w,7,0,[]
j1e,m5w,8,0,[]
j1e,m5w,9,0,[]
j1e,m5w,10,0,[]
j1e,m5w,11,0,[]
j1e,m5w,12,0,[]
j1e,m5w,13,0,[]
j1e,m5w,14,0,[]
j1e,m5w,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,m6e,0,0,[]
j1e,m6e,1,0,[]
j1e,m6e,2,0,[]
j1e,m6e,3,0,[]
j1e,m6e,4,0,[]
j1e,m6e,5,0,[]
j1e,m6e,6,0,[]
j1e,m6e,7,0,[]
j1e,m6e,8,0,[]
j1e,m6e,9,0,[]
j1e,m6e,10,0,[]
j1e,m6e,11,0,[]
j1e,m6e,12,0,[]
j1e,m6e,13,0,[]
j1e,m6e,14,0,[]
j1e,m6e,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,m6w,0,0,[]
j1e,m6w,1,0,[]
j1e,m6w,2,0,[]
j1e,m6w,3,0,[]
j1e,m6w,4,0,[]
j1e,m6w,5,0,[]
j1e,m6w,6,0,[]
j1e,m6w,7,0,[]
j1e,m6w,8,0,[]
j1e,m6w,9,0,[]
j1e,m6w,10,0,[]
j1e,m6w,11,0,[]
j1e,m6w,12,0,[]
j1e,m6w,13,0,[]
j1e,m6w,14,0,[]
j1e,m6w,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,m7e,0,0,[]
j1e,m7e,1,0,[]
j1e,m7e,2,0,[]
j1e,m7e,3,0,[]
j1e,m7e,4,0,[]
j1e,m7e,5,0,[]
j1e,m7e,6,0,[]
j1e,m7e,7,0,[]
j1e,m7e,8,0,[]
j1e,m7e,9,0,[]
j1e,m7e,10,0,[]
j1e,m7e,11,0,[]
j1e,m7e,12,0,[]
j1e,m7e,13,0,[]
j1e,m7e,14,0,[]
j1e,m7e,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,m7w,0,0,[]
j1e,m7w,1,0,[]
j1e,m7w,2,0,[]
j1e,m7w,3,0,[]
j1e,m7w,4,0,[]
j1e,m7w,5,0,[]
j1e,m7w,6,0,[]
j1e,m7w,7,0,[]
j1e,m7w,8,0,[]
j1e,m7w,9,0,[]
j1e,m7w,10,0,[]
j1e,m7w,11,0,[]
j1e,m7w,12,0,[]
j1e,m7w,13,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m7w,14,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m7w,15,0,[]
,,TOTAL,2,
#,#,#,#,#
j1e,m8e,0,0,[]
j1e,m8e,1,0,[]
j1e,m8e,2,0,[]
j1e,m8e,3,0,[]
j1e,m8e,4,0,[]
j1e,m8e,5,0,[]
j1e,m8e,6,0,[]
j1e,m8e,7,0,[]
j1e,m8e,8,0,[]
j1e,m8e,9,0,[]
j1e,m8e,10,0,[]
j1e,m8e,11,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m8e,12,0,[]
j1e,m8e,13,0,[]
j1e,m8e,14,0,[]
j1e,m8e,15,0,[]
,,TOTAL,1,
#,#,#,#,#
j1e,m8w,0,0,[]
j1e,m8w,1,0,[]
j1e,m8w,2,0,[]
j1e,m8w,3,0,[]
j1e,m8w,4,0,[]
j1e,m8w,5,0,[]
j1e,m8w,6,0,[]
j1e,m8w,7,0,[]
j1e,m8w,8,0,[]
j1e,m8w,9,0,[]
j1e,m8w,10,0,[]
j1e,m8w,11,0,[]
j1e,m8w,12,0,[]
j1e,m8w,13,0,[]
j1e,m8w,14,0,[]
j1e,m8w,15,0,[]
,,TOTAL,0,
#,#,#,#,#
j1e,m9e,0,0,[]
j1e,m9e,1,0,[]
j1e,m9e,2,0,[]
j1e,m9e,3,0,[]
j1e,m9e,4,0,[]
j1e,m9e,5,0,[]
j1e,m9e,6,0,[]
j1e,m9e,7,0,[]
j1e,m9e,8,0,[]
j1e,m9e,9,0,[]
j1e,m9e,10,2,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m9e,11,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m9e,12,0,[]
j1e,m9e,13,0,[]
j1e,m9e,14,0,[]
j1e,m9e,15,0,[]
,,TOTAL,3,
#,#,#,#,#
j1e,m9w,0,0,[]
j1e,m9w,1,0,[]
j1e,m9w,2,0,[]
j1e,m9w,3,0,[]
j1e,m9w,4,0,[]
j1e,m9w,5,0,[]
j1e,m9w,6,0,[]
j1e,m9w,7,0,[]
j1e,m9w,8,0,[]
j1e,m9w,9,0,[]
j1e,m9w,10,0,[]
j1e,m9w,11,0,[]
j1e,m9w,12,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m9w,13,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m9w,14,0,[]
j1e,m9w,15,0,[]
,,TOTAL,2,
#,#,#,#,#
j1e,m10e,0,0,[]
j1e,m10e,1,0,[]
j1e,m10e,2,0,[]
j1e,m10e,3,0,[]
j1e,m10e,4,0,[]
j1e,m10e,5,0,[]
j1e,m10e,6,0,[]
j1e,m10e,7,0,[]
j1e,m10e,8,0,[]
j1e,m10e,9,0,[]
j1e,m10e,10,4,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m10e,11,2,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m10e,12,3,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m10e,13,0,[]
j1e,m10e,14,0,[]
j1e,m10e,15,0,[]
,,TOTAL,9,
#,#,#,#,#
j1e,m10w,0,0,[]
j1e,m10w,1,0,[]
j1e,m10w,2,0,[]
j1e,m10w,3,0,[]
j1e,m10w,4,0,[]
j1e,m10w,5,0,[]
j1e,m10w,6,0,[]
j1e,m10w,7,0,[]
j1e,m10w,8,0,[]
j1e,m10w,9,4,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m10w,10,6,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m10w,11,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m10w,12,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m10w,13,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m10w,14,0,[]
j1e,m10w,15,0,[]
,,TOTAL,13,
#,#,#,#,#
j1e,m11e,0,0,[]
j1e,m11e,1,0,[]
j1e,m11e,2,0,[]
j1e,m11e,3,0,[]
j1e,m11e,4,0,[]
j1e,m11e,5,0,[]
j1e,m11e,6,0,[]
j1e,m11e,7,0,[]
j1e,m11e,8,3,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m11e,9,4,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m11e,10,6,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m11e,11,2,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m11e,12,0,[]
j1e,m11e,13,0,[]
j1e,m11e,14,0,[]
j1e,m11e,15,0,[]
,,TOTAL,15,
#,#,#,#,#
j1e,m11w,0,0,[]
j1e,m11w,1,0,[]
j1e,m11w,2,0,[]
j1e,m11w,3,0,[]
j1e,m11w,4,0,[]
j1e,m11w,5,0,[]
j1e,m11w,6,0,[]
j1e,m11w,7,0,[]
j1e,m11w,8,0,[]
j1e,m11w,9,3,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m11w,10,3,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m11w,11,2,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m11w,12,0,[]
j1e,m11w,13,0,[]
j1e,m11w,14,0,[]
j1e,m11w,15,0,[]
,,TOTAL,8,
#,#,#,#,#
j1e,m12e,0,0,[]
j1e,m12e,1,0,[]
j1e,m12e,2,0,[]
j1e,m12e,3,0,[]
j1e,m12e,4,0,[]
j1e,m12e,5,0,[]
j1e,m12e,6,0,[]
j1e,m12e,7,0,[]
j1e,m12e,8,4,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m12e,9,6,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m12e,10,5,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m12e,11,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m12e,12,0,[]
j1e,m12e,13,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m12e,14,0,[]
j1e,m12e,15,0,[]
,,TOTAL,17,
#,#,#,#,#
j1e,m12w,0,0,[]
j1e,m12w,1,0,[]
j1e,m12w,2,0,[]
j1e,m12w,3,0,[]
j1e,m12w,4,0,[]
j1e,m12w,5,0,[]
j1e,m12w,6,0,[]
j1e,m12w,7,0,[]
j1e,m12w,8,7,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m12w,9,6,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m12w,10,3,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m12w,11,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m12w,12,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m12w,13,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m12w,14,0,[]
j1e,m12w,15,0,[]
,,TOTAL,19,
#,#,#,#,#
j1e,m13e,0,0,[]
j1e,m13e,1,0,[]
j1e,m13e,2,0,[]
j1e,m13e,3,0,[]
j1e,m13e,4,0,[]
j1e,m13e,5,0,[]
j1e,m13e,6,0,[]
j1e,m13e,7,0,[]
j1e,m13e,8,10,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m13e,9,6,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m13e,10,8,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m13e,11,2,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m13e,12,0,[]
j1e,m13e,13,0,[]
j1e,m13e,14,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
j1e,m13e,15,0,[]
,,TOTAL,27,
#,#,#,#,#
j1e,m13w,0,0,[]
j1e,m13w,1,0,[]
j1e,m13w,2,0,[]
j1e,m13w,3,0,[]
j1e,m13w,4,0,[]
j1e,m13w,5,0,[]
j1e,m13w,6,0,[]
j1e,m13w,7,0,[]
