Start Rank,End Rank,Wins,Matches,Avg Weighted Sanyaku Score,Signed Divergence
s1e,s1e,8,55,6.673,0
s1e,s1e,9,39,8.897,0
s1e,s1e,10,41,9.634,0
s1e,s1e,11,23,10.696,0
s1e,s1e,12,13,12.000,0
s1e,s1e,13,3,9.667,0
s1e,s1w,7,4,4.250,0
s1e,s1w,8,21,6.190,1
s1e,s1w,9,7,7.286,1
s1e,s1w,10,4,10.250,1
s1e,s1w,11,2,11.000,1
s1e,s1w,12,1,6.000,1
s1e,s2e,8,7,6.000,2
s1e,s2e,9,2,4.500,2
s1e,s2w,8,2,10.000,3
s1e,s3e,8,1,6.000,4
s1e,k1e,7,19,5.053,5
s1e,k1w,7,14,5.500,6
s1e,k2e,7,1,6.000,7
s1e,m1e,5,1,5.000,7
s1e,m1e,6,11,5.818,9
s1e,m1e,7,2,5.500,11
s1e,m1w,4,1,2.000,6
s1e,m1w,5,4,3.750,8
s1e,m1w,6,11,4.000,10
s1e,m2e,5,3,5.000,9
s1e,m2e,6,1,5.000,11
s1e,m2w,5,1,3.000,10
s1e,m2w,6,4,2.500,12
s1e,m3e,4,1,4.000,9
s1e,m3e,5,2,7.000,11
s1e,m3w,3,1,0.000,8
s1e,m3w,4,1,4.000,10
s1e,m3w,5,2,3.500,12
s1e,m4e,4,7,5.000,11
s1e,m4e,5,1,5.000,13
s1e,m4w,4,3,1.333,12
s1e,m5e,3,1,1.000,11
s1e,m5e,4,1,0.000,13
s1e,m5w,3,1,1.000,12
s1e,m6e,4,1,1.000,15
s1e,m6w,3,1,1.000,14
s1e,m7w,3,1,5.000,16
s1e,m8e,3,1,1.000,17
s1e,m8w,3,1,7.000,18
s1w,s1e,8,26,7.654,0
s1w,s1e,9,32,6.875,0
s1w,s1e,10,19,10.105,0
s1w,s1e,11,24,10.583,0
s1w,s1e,12,8,11.125,0
s1w,s1e,13,3,11.333,0
s1w,s1e,14,2,18.500,0
s1w,s1w,8,50,6.220,1
s1w,s1w,9,20,7.450,1
s1w,s1w,10,7,11.714,1
s1w,s1w,11,4,10.750,1
s1w,s1w,12,1,12.000,1
s1w,s1w,13,1,13.000,1
s1w,s2e,8,5,5.600,2
s1w,s2e,9,2,9.000,2
s1w,s2w,8,4,6.750,3
s1w,s2w,9,1,8.000,3
s1w,k1e,7,10,4.100,4
s1w,k1w,7,24,6.333,5
s1w,k2e,7,2,4.000,6
s1w,k2w,7,5,5.600,7
s1w,m1e,6,11,6.455,8
s1w,m1e,7,3,3.000,10
s1w,m1w,5,1,2.000,7
s1w,m1w,6,17,4.294,9
s1w,m1w,7,1,7.000,11
s1w,m2e,2,1,0.000,2
s1w,m2e,4,1,7.000,6
s1w,m2e,5,5,3.400,8
s1w,m2e,6,9,4.778,10
s1w,m2e,7,1,4.000,12
s1w,m2w,3,2,1.000,5
s1w,m2w,4,4,3.250,7
s1w,m2w,5,4,5.000,9
s1w,m2w,6,2,2.500,11
s1w,m3e,4,1,7.000,8
s1w,m3e,5,10,5.600,10
s1w,m3w,4,3,4.667,9
s1w,m3w,5,6,2.333,11
s1w,m4e,3,1,3.000,8
s1w,m4e,4,5,1.000,10
s1w,m4e,5,3,3.333,12
s1w,m4w,2,1,0.000,7
s1w,m4w,3,4,3.500,9
s1w,m4w,4,3,6.667,11
s1w,m5e,4,6,0.667,12
s1w,m5w,2,1,3.000,9
s1w,m5w,3,1,2.000,11
s1w,m5w,4,2,1.500,13
s1w,m6e,3,1,3.000,12
s1w,m6w,2,1,6.000,11
s1w,m6w,3,1,5.000,13
s1w,m7e,2,1,0.000,12
s1w,m7e,3,1,8.000,14
s1w,m7w,2,1,0.000,13
s1w,m7w,3,1,1.000,15
s1w,m8e,2,2,3.500,14
s2e,s1e,9,2,9.500,0
s2e,s1e,10,3,7.000,0
s2e,s1e,11,2,12.000,0
s2e,s1e,12,3,8.000,0
s2e,s1e,13,1,12.000,0
s2e,s1w,8,3,7.000,0
s2e,s1w,9,3,6.667,1
s2e,s1w,10,1,6.000,1
s2e,s1w,11,2,9.500,1
s2e,s2e,8,2,7.000,1
s2e,s2e,9,2,8.000,2
s2e,k1w,7,7,6.000,4
s2e,k2w,7,2,6.500,6
s2e,m1e,5,1,8.000,5
s2e,m1e,6,1,3.000,7
s2e,m1e,7,1,5.000,9
s2e,m1w,7,1,10.000,10
s2e,m2e,6,1,7.000,9
s2e,m2w,4,1,0.000,6
s2e,m2w,5,2,3.500,8
s2e,m2w,6,1,7.000,10
s2e,m3w,5,1,6.000,10
s2e,m4e,4,1,2.000,9
s2e,m6e,3,1,2.000,11
s2w,s1e,9,1,13.000,0
s2w,s1e,10,2,12.000,0
s2w,s1e,12,1,14.000,0
s2w,s1e,13,1,19.000,0
s2w,s1w,8,4,9.500,-1
s2w,s1w,9,5,8.200,1
s2w,s1w,10,1,6.000,1
s2w,s2e,8,2,10.500,0
s2w,s2e,9,1,9.000,2
s2w,s2e,10,1,11.000,2
s2w,s2w,8,6,5.167,1
s2w,s2w,9,2,7.000,3
s2w,s2w,10,1,7.000,3
s2w,k1w,7,3,7.667,3
s2w,k2w,7,2,4.500,5
s2w,m1e,6,1,4.000,6
s2w,m1e,7,1,6.000,8
s2w,m1w,5,1,2.000,5
s2w,m1w,6,2,4.500,7
s2w,m2e,5,1,1.000,6
s2w,m2e,6,2,3.000,8
s2w,m3e,3,1,6.000,4
s2w,m9e,2,1,0.000,14
s3e,m1w,5,1,2.000,4
k1e,s1e,8,12,7.250,-5
k1e,s1e,9,6,10.500,-3
k1e,s1e,10,12,8.750,-1
k1e,s1e,11,5,12.200,0
k1e,s1e,12,3,13.667,0
k1e,s1e,13,2,10.500,0
k1e,s1w,8,25,8.120,-4
k1e,s1w,9,19,9.105,-2
k1e,s1w,10,8,12.125,0
k1e,s1w,11,7,11.714,1
k1e,s1w,12,2,16.500,1
k1e,s1w,13,2,8.500,1
k1e,s1w,14,1,10.000,1
k1e,s2e,9,3,9.667,-1
k1e,s2e,10,3,7.667,1
k1e,s2e,11,4,7.000,2
k1e,s2w,8,1,3.000,-2
k1e,s2w,9,3,7.333,0
k1e,s2w,11,1,3.000,3
k1e,s2w,12,1,11.000,3
k1e,k1e,8,42,7.143,1
k1e,k1e,9,12,8.667,3
k1e,k1e,10,5,10.000,5
k1e,k1w,7,6,7.333,0
k1e,k1w,8,3,9.000,2
k1e,k2w,8,1,8.000,4
k1e,m1e,6,5,3.200,3
k1e,m1e,7,23,6.087,5
k1e,m1w,6,7,5.000,4
k1e,m1w,7,6,10.167,6
k1e,m2e,5,5,4.200,3
k1e,m2e,6,7,4.000,5
k1e,m2e,7,3,4.667,7
k1e,m2w,4,1,4.000,2
k1e,m2w,5,8,4.000,4
k1e,m2w,6,13,3.769,6
k1e,m3e,4,2,0.500,3
k1e,m3e,5,8,3.625,5
k1e,m3e,6,7,4.429,7
k1e,m3w,4,4,4.000,4
k1e,m3w,5,13,4.846,6
k1e,m3w,6,5,6.600,8
k1e,m4e,4,3,2.000,5
k1e,m4e,5,7,4.000,7
k1e,m4w,2,1,2.000,2
k1e,m4w,4,11,2.091,6
k1e,m4w,5,7,5.286,8
k1e,m5e,4,12,3.000,7
k1e,m5e,5,2,3.000,9
k1e,m5w,3,3,2.667,6
k1e,m5w,4,6,4.167,8
k1e,m5w,5,2,4.000,10
k1e,m6e,3,3,3.333,7
k1e,m6e,4,2,2.000,9
k1e,m6w,3,1,0.000,8
k1e,m6w,4,2,2.000,10
k1e,m7e,2,1,0.000,7
k1e,m7e,3,2,2.500,9
k1e,m7w,3,2,0.500,10
k1e,m7w,4,1,3.000,12
k1e,m8e,2,1,0.000,9
k1e,m8w,2,1,0.000,10
k1e,m9e,2,1,3.000,11
k1e,m9w,1,1,0.000,10
k1e,m9w,2,3,1.667,12
k1e,m9w,3,2,4.000,14
k1e,m10e,1,1,0.000,11
k1e,m11e,2,1,0.000,15
k1w,s1e,8,5,7.000,-6
k1w,s1e,9,6,9.333,-4
k1w,s1e,10,6,12.667,-2
k1w,s1e,11,5,14.000,0
k1w,s1e,12,2,10.000,0
k1w,s1e,13,1,10.000,0
k1w,s1e,14,1,19.000,0
k1w,s1w,8,16,9.062,-5
k1w,s1w,9,8,10.625,-3
k1w,s1w,10,11,8.455,-1
k1w,s1w,11,5,10.400,1
k1w,s1w,12,3,13.000,1
k1w,s1w,13,1,15.000,1
k1w,s1w,14,1,12.000,1
k1w,s2e,9,2,6.000,-2
k1w,s2e,10,2,7.500,0
k1w,s2e,11,1,7.000,2
k1w,s2w,8,2,6.500,-3
k1w,s2w,9,2,7.000,-1
k1w,s2w,10,1,13.000,1
k1w,s2w,11,2,8.000,3
k1w,k1e,8,26,8.154,0
k1w,k1e,9,12,7.417,2
k1w,k1e,10,8,11.625,4
k1w,k1w,8,18,7.833,1
k1w,k1w,9,1,9.000,3
k1w,k1w,10,1,9.000,5
k1w,m1e,6,3,5.333,2
k1w,m1e,7,23,6.043,4
k1w,m1w,6,11,4.273,3
k1w,m1w,7,25,6.080,5
k1w,m2e,5,1,4.000,2
k1w,m2e,6,22,5.182,4
k1w,m2e,7,2,7.500,6
k1w,m2w,5,5,4.600,3
k1w,m2w,6,16,4.875,5
k1w,m2w,7,2,7.000,7
k1w,m3e,4,4,2.750,2
k1w,m3e,5,7,2.000,4
k1w,m3e,6,4,4.000,6
k1w,m3w,4,4,3.000,3
k1w,m3w,5,7,3.714,5
k1w,m3w,6,1,8.000,7
k1w,m4e,4,5,1.000,4
k1w,m4e,5,9,4.778,6
k1w,m4e,6,2,4.000,8
k1w,m4w,2,1,1.000,1
k1w,m4w,3,3,4.000,3
k1w,m4w,4,5,3.400,5
k1w,m4w,5,6,4.667,7
k1w,m5e,3,3,3.333,4
k1w,m5e,4,7,3.857,6
k1w,m5e,5,4,5.750,8
k1w,m5w,3,3,2.000,5
k1w,m5w,4,6,2.833,7
k1w,m5w,5,2,3.000,9
k1w,m6e,3,5,2.200,6
k1w,m6e,4,3,1.667,8
k1w,m6e,5,1,6.000,10
k1w,m6w,2,1,3.000,5
k1w,m6w,3,3,3.000,7
k1w,m6w,4,3,4.000,9
k1w,m7e,3,3,2.667,8
k1w,m7e,4,2,1.500,10
k1w,m7w,2,3,0.000,7
k1w,m7w,3,3,1.000,9
k1w,m7w,4,1,3.000,11
k1w,m8e,2,1,0.000,8
k1w,m8e,3,4,3.250,10
k1w,m8e,4,1,2.000,12
k1w,m8w,3,2,4.000,11
k1w,m9e,2,2,2.500,10
k1w,m9e,3,1,0.000,12
k1w,m9w,2,1,1.000,11
k1w,m11w,2,2,1.000,15
k2e,s1e,11,1,5.000,-1
k2e,s1w,9,1,4.000,-4
k2e,s1w,10,1,14.000,-2
k2e,s2e,10,1,6.000,-1
k2e,s2e,12,1,3.000,2
k2e,s2w,11,1,10.000,2
k2e,k1e,8,2,8.000,-1
k2e,k1w,8,4,9.250,0
k2e,m1e,7,1,9.000,3
k2e,m1w,6,1,10.000,2
k2e,m1w,7,3,5.333,4
k2e,m2e,5,1,1.000,1
k2e,m2e,6,1,3.000,3
k2e,m2e,7,1,5.000,5
k2e,m2w,6,1,4.000,4
k2e,m3e,4,1,5.000,1
k2e,m3e,5,2,1.500,3
k2e,m3w,6,1,5.000,6
k2e,m4e,4,1,4.000,3
k2e,m4e,5,1,13.000,5
k2e,m4w,5,2,1.000,6
k2e,m5w,2,1,5.000,2
k2e,m5w,4,2,4.500,6
k2e,m5w,5,1,4.000,8
k2e,m6w,4,3,1.000,8
k2e,m7e,3,1,3.000,7
k2e,m7w,2,1,6.000,6
k2w,s1e,10,1,8.000,-4
k2w,s1e,11,1,5.000,-2
k2w,s1e,12,1,17.000,0
k2w,s1w,9,3,7.333,-5
k2w,s1w,10,3,7.000,-3
k2w,s1w,12,1,9.000,1
k2w,s2w,9,1,16.000,-3
k2w,s2w,10,2,11.000,-1
k2w,k1e,8,6,8.667,-2
k2w,k1e,9,1,5.000,0
k2w,k1e,10,1,15.000,2
k2w,k1w,8,4,6.750,-1
k2w,k1w,9,2,16.500,1
k2w,m1e,6,1,5.000,0
k2w,m1w,7,3,6.000,3
k2w,m2e,6,1,5.000,2
k2w,m3e,6,1,3.000,4
k2w,m3w,6,1,9.000,5
k2w,m4e,4,1,0.000,2
k2w,m4e,6,1,10.000,6
k2w,m5e,2,1,1.000,0
k2w,m5e,3,1,0.000,2
k2w,m5w,2,1,3.000,1
k2w,m5w,5,1,5.000,7
k2w,m8w,2,1,0.000,7
m1e,s1e,8,1,10.000,-11
m1e,s1e,9,2,5.500,-9
m1e,s1e,10,2,15.500,-7
m1e,s1e,11,1,12.000,-5
m1e,s1e,12,2,15.000,-3
m1e,s1w,8,4,9.750,-10
m1e,s1w,9,12,10.000,-8
m1e,s1w,10,8,12.375,-6
m1e,s1w,11,4,11.000,-4
m1e,s1w,12,1,19.000,-2
m1e,s2e,12,1,13.000,-1
m1e,s2w,10,1,4.000,-4
m1e,s2w,12,1,7.000,0
m1e,k1e,8,18,6.611,-5
m1e,k1e,9,19,8.579,-3
m1e,k1e,10,9,11.444,-1
m1e,k1e,11,5,10.400,1
m1e,k1w,8,30,8.033,-4
m1e,k1w,9,10,10.600,-2
m1e,k1w,10,3,11.000,0
m1e,k2e,8,2,7.000,-3
m1e,k2e,9,5,7.800,-1
m1e,k2e,10,1,11.000,1
m1e,k2w,8,5,5.800,-2
m1e,k2w,9,1,7.000,0
m1e,m1e,8,3,6.667,1
m1e,m1w,7,8,6.375,0
m1e,m2e,6,2,3.000,-1
m1e,m2e,7,16,5.062,1
m1e,m2w,7,8,7.375,2
m1e,m3e,5,1,4.000,-1
m1e,m3e,6,14,4.643,1
m1e,m3e,7,1,9.000,3
m1e,m3w,5,3,4.333,0
m1e,m3w,6,18,4.389,2
m1e,m4e,5,3,2.000,1
m1e,m4e,6,14,4.714,3
m1e,m4e,7,1,5.000,5
m1e,m4w,5,8,2.500,2
m1e,m4w,6,5,7.400,4
m1e,m5e,5,11,4.455,3
m1e,m5e,6,3,2.667,5
m1e,m5w,2,1,3.000,-2
m1e,m5w,4,1,0.000,2
m1e,m5w,5,18,3.833,4
m1e,m5w,6,1,7.000,6
m1e,m6e,4,4,4.250,3
m1e,m6e,5,12,5.583,5
m1e,m6w,3,1,2.000,2
m1e,m6w,4,3,4.333,4
m1e,m6w,5,6,3.667,6
m1e,m7e,2,1,4.000,1
m1e,m7e,4,7,3.429,5
m1e,m7e,5,2,1.000,7
m1e,m7w,3,7,1.571,4
m1e,m7w,4,2,1.500,6
m1e,m7w,5,3,2.667,8
m1e,m8e,3,5,2.000,5
m1e,m8e,4,2,1.500,7
m1e,m8e,5,2,5.000,9
m1e,m8w,3,1,2.000,6
m1e,m8w,4,4,4.750,8
m1e,m8w,5,1,2.000,10
m1e,m9e,3,1,2.000,7
m1e,m9e,4,2,1.500,9
m1e,m9w,3,1,1.000,8
m1e,m10e,3,1,1.000,9
m1e,m10w,1,1,0.000,6
m1e,m10w,2,1,2.000,8
m1e,m10w,3,4,2.250,10
m1e,m10w,4,2,3.000,12
m1e,m11e,2,2,2.000,9
m1e,m11w,2,3,1.667,10
m1e,m11w,3,1,1.000,12
m1e,m12e,1,1,0.000,9
m1e,m12e,2,1,3.000,11
m1e,m12e,3,1,1.000,13
m1e,m12w,3,1,6.000,14
m1e,m13e,2,1,0.000,13
m1e,m14e,1,1,0.000,13
m1e,m15e,1,1,0.000,15
m1w,s1e,11,2,11.500,-6
m1w,s1e,13,1,13.000,-2
m1w,s1w,8,9,7.667,-11
m1w,s1w,9,5,7.400,-9
m1w,s1w,10,6,10.333,-7
m1w,s1w,11,2,9.000,-5
m1w,s1w,13,2,14.500,-1
m1w,s2w,11,1,11.000,-3
m1w,s2w,12,1,12.000,-1
m1w,s2w,13,1,6.000,1
m1w,k1e,8,8,9.250,-6
m1w,k1e,9,9,7.889,-4
m1w,k1e,10,8,13.250,-2
m1w,k1e,11,4,13.250,0
m1w,k1w,8,9,7.222,-5
m1w,k1w,9,14,8.643,-3
m1w,k1w,10,2,10.000,-1
m1w,k1w,11,1,19.000,1
m1w,k1w,12,2,11.000,3
m1w,k2e,8,3,13.000,-4
m1w,k2e,9,3,7.000,-2
m1w,k2e,10,2,9.000,0
m1w,k2w,8,1,7.000,-3
m1w,k2w,9,3,6.333,-1
m1w,k2w,10,1,12.000,1
m1w,k2w,13,1,15.000,7
m1w,m1e,7,1,7.000,-2
m1w,m1e,8,19,9.211,0
m1w,m1e,9,5,7.400,2
m1w,m1w,7,4,5.500,-1
m1w,m2e,6,2,3.000,-2
m1w,m2e,7,12,5.667,0
m1w,m2w,6,5,4.600,-1
m1w,m2w,7,23,6.348,1
m1w,m3e,6,12,5.333,0
m1w,m3e,7,4,4.750,2
m1w,m3w,5,2,3.000,-1
m1w,m3w,6,20,6.250,1
m1w,m3w,7,1,8.000,3
m1w,m4e,4,1,7.000,-2
m1w,m4e,5,9,6.000,0
m1w,m4e,6,10,4.300,2
m1w,m4w,4,1,8.000,-1
m1w,m4w,5,8,3.500,1
m1w,m4w,6,13,5.231,3
m1w,m5e,4,1,1.000,0
m1w,m5e,5,9,3.667,2
m1w,m5e,6,3,3.667,4
m1w,m5w,4,1,2.000,1
m1w,m5w,5,13,4.231,3
m1w,m5w,6,1,0.000,5
m1w,m6e,3,2,2.500,0
m1w,m6e,4,4,4.000,2
m1w,m6e,5,8,4.625,4
m1w,m6e,6,1,5.000,6
m1w,m6w,4,2,2.500,3
m1w,m6w,5,12,3.250,5
m1w,m7e,3,1,1.000,2
m1w,m7e,4,7,2.143,4
m1w,m7e,5,3,6.667,6
m1w,m7w,3,1,1.000,3
m1w,m7w,4,7,4.286,5
m1w,m7w,5,6,3.333,7
m1w,m8e,3,4,1.500,4
m1w,m8e,4,5,2.800,6
m1w,m8w,3,4,0.750,5
m1w,m8w,4,2,4.500,7
m1w,m8w,5,2,4.500,9
m1w,m9e,2,1,1.000,4
m1w,m9e,3,1,5.000,6
m1w,m9e,4,1,2.000,8
m1w,m9e,5,1,1.000,10
m1w,m9w,3,2,2.500,7
m1w,m9w,4,3,3.333,9
m1w,m10e,2,2,0.000,6
m1w,m10e,3,3,1.667,8
m1w,m10e,4,1,2.000,10
m1w,m10w,2,1,0.000,7
m1w,m10w,4,1,5.000,11
m1w,m11e,1,1,0.000,6
m1w,m11e,2,1,0.000,8
m1w,m11e,3,1,0.000,10
m1w,m11e,4,1,3.000,12
m1w,m11w,1,1,0.000,7
m1w,m12e,3,1,0.000,12
m1w,m12w,2,1,3.000,11
m1w,m13e,3,2,3.500,14
m2e,s1e,8,2,8.500,-13
m2e,s1e,11,1,11.000,-7
m2e,s1w,8,1,6.000,-12
m2e,s1w,9,3,8.667,-10
m2e,s1w,10,1,12.000,-8
m2e,s1w,13,1,16.000,-2
m2e,s1w,14,1,9.000,0
m2e,s2e,11,1,20.000,-5
m2e,k1e,8,7,5.714,-7
m2e,k1e,9,9,8.444,-5
m2e,k1e,10,7,10.286,-3
m2e,k1e,11,2,14.000,-1
m2e,k1w,8,18,7.833,-6
m2e,k1w,9,7,6.714,-4
m2e,k1w,10,5,11.000,-2
m2e,k2e,9,3,9.333,-3
m2e,k2w,9,1,11.000,-2
m2e,k2w,10,1,6.000,0
m2e,m1e,8,20,8.050,-1
m2e,m1e,9,6,9.000,1
m2e,m1e,10,2,6.000,3
m2e,m1w,8,13,6.615,0
m2e,m1w,9,2,9.500,2
m2e,m2e,7,1,5.000,-1
m2e,m2e,8,2,6.500,1
m2e,m2w,7,10,5.900,0
m2e,m3e,6,3,4.000,-1
m2e,m3e,7,19,6.737,1
m2e,m3w,6,8,6.875,0
m2e,m3w,7,10,5.700,2
m2e,m4e,5,2,3.500,-1
m2e,m4e,6,7,4.286,1
m2e,m4e,7,2,6.000,3
m2e,m4w,5,6,2.667,0
m2e,m4w,6,13,4.769,2
m2e,m5e,5,6,2.667,1
m2e,m5e,6,10,3.900,3
m2e,m5e,7,1,6.000,5
m2e,m5w,4,1,0.000,0
m2e,m5w,5,6,3.167,2
m2e,m5w,6,5,4.600,4
m2e,m6e,2,1,4.000,-3
m2e,m6e,4,1,4.000,1
m2e,m6e,5,8,2.375,3
m2e,m6e,6,6,4.500,5
m2e,m6w,4,6,3.167,2
m2e,m6w,5,6,2.667,4
m2e,m7e,4,4,4.000,3
m2e,m7e,5,10,3.000,5
m2e,m7e,6,1,4.000,7
m2e,m7w,3,2,0.500,2
m2e,m7w,4,10,2.700,4
m2e,m7w,5,8,3.375,6
m2e,m8e,3,1,2.000,3
m2e,m8e,4,5,2.600,5
m2e,m8e,5,6,3.500,7
m2e,m8w,3,2,0.000,4
m2e,m8w,4,8,3.375,6
m2e,m8w,5,3,3.000,8
m2e,m9e,2,1,0.000,3
m2e,m9e,3,4,3.000,5
m2e,m9e,4,5,4.000,7
m2e,m9e,5,2,5.500,9
m2e,m9w,2,1,0.000,4
m2e,m9w,3,3,1.333,6
m2e,m9w,4,8,3.250,8
m2e,m9w,5,1,5.000,10
m2e,m10e,2,2,0.000,5
m2e,m10e,3,2,2.000,7
m2e,m10e,4,8,3.000,9
m2e,m10w,2,2,2.500,6
m2e,m10w,3,2,4.500,8
m2e,m10w,4,2,1.000,10
m2e,m11e,2,1,0.000,7
m2e,m11e,3,5,1.000,9
m2e,m11e,4,3,2.667,11
m2e,m11w,3,4,0.500,10
m2e,m12e,2,4,1.250,9
m2e,m12e,3,2,0.000,11
m2e,m12w,2,1,2.000,10
m2e,m12w,3,1,1.000,12
m2e,m13e,2,2,0.000,11
m2w,s1e,10,1,10.000,-10
m2w,s1e,12,1,13.000,-6
m2w,s1w,8,3,6.333,-13
m2w,s1w,9,4,9.000,-11
m2w,s1w,10,3,9.333,-9
m2w,s1w,11,2,9.500,-7
m2w,s1w,12,1,6.000,-5
m2w,s2w,10,1,12.000,-7
m2w,k1e,8,5,7.400,-8
m2w,k1e,9,9,7.889,-6
m2w,k1e,10,3,13.667,-4
m2w,k1e,12,1,6.000,0
m2w,k1w,8,8,9.125,-7
m2w,k1w,9,10,7.900,-5
m2w,k1w,10,5,10.000,-3
m2w,k1w,11,1,15.000,-1
m2w,k1w,12,1,16.000,1
m2w,k2e,9,3,6.333,-4
m2w,k2e,12,1,12.000,2
m2w,k2w,9,2,7.000,-3
m2w,k2w,10,1,13.000,-1
m2w,m1e,8,6,7.333,-2
m2w,m1e,9,5,7.800,0
m2w,m1e,10,1,8.000,2
m2w,m1w,7,1,6.000,-3
m2w,m1w,8,12,7.917,-1
m2w,m1w,10,1,8.000,3
m2w,m2e,8,5,8.800,0
m2w,m2e,9,1,13.000,2
m2w,m2w,7,3,4.333,-1
m2w,m2w,8,1,9.000,1
m2w,m3e,7,17,5.529,0
m2w,m3w,5,1,2.000,-3
m2w,m3w,6,4,5.000,-1
m2w,m3w,7,17,5.412,1
m2w,m4e,6,7,3.571,0
m2w,m4e,7,4,5.250,2
m2w,m4w,5,3,5.000,-1
m2w,m4w,6,11,4.727,1
m2w,m5e,5,6,3.500,0
m2w,m5e,6,16,4.938,2
m2w,m5w,5,2,0.500,1
m2w,m5w,6,22,4.818,3
m2w,m6e,4,6,3.333,0
m2w,m6e,5,5,3.200,2
m2w,m6e,6,5,6.000,4
m2w,m6w,4,5,2.000,1
m2w,m6w,5,18,3.833,3
m2w,m6w,6,3,5.333,5
m2w,m7e,4,5,3.200,2
m2w,m7e,5,10,4.000,4
m2w,m7w,4,8,2.750,3
m2w,m7w,5,4,3.750,5
m2w,m8e,3,1,0.000,2
m2w,m8e,4,3,2.667,4
m2w,m8e,5,8,4.875,6
m2w,m8e,6,1,2.000,8
m2w,m8w,3,3,3.333,3
m2w,m8w,4,13,2.615,5
m2w,m8w,5,6,3.333,7
m2w,m9e,3,5,2.200,4
m2w,m9e,4,7,2.429,6
m2w,m9e,5,1,4.000,8
m2w,m9w,2,2,0.000,3
m2w,m9w,3,6,1.333,5
m2w,m9w,4,7,1.857,7
m2w,m9w,5,2,1.500,9
m2w,m10e,1,1,0.000,2
m2w,m10e,2,2,0.500,4
m2w,m10e,3,1,1.000,6
m2w,m10e,4,3,2.333,8
m2w,m10w,2,2,0.500,5
m2w,m10w,3,1,3.000,7
m2w,m10w,4,5,0.600,9
m2w,m11e,3,2,2.500,8
m2w,m11w,1,2,1.000,5
m2w,m11w,2,1,1.000,7
m2w,m11w,3,3,1.000,9
m2w,m12e,2,1,0.000,8
m2w,m12e,3,4,1.000,10
m2w,m12w,3,2,0.500,11
m2w,m13e,1,1,0.000,8
m2w,m13e,2,1,0.000,10
m2w,m13e,3,2,0.000,12
m2w,m13w,1,1,0.000,9
m2w,m15e,1,1,0.000,12
m3e,s1e,10,2,12.000,-11
m3e,s1w,8,1,11.000,-14
m3e,s1w,9,1,11.000,-12
m3e,s1w,10,2,11.500,-10
m3e,k1e,8,3,7.333,-9
m3e,k1e,9,5,7.600,-7
m3e,k1e,10,6,8.833,-5
m3e,k1e,11,1,11.000,-3
m3e,k1e,12,1,7.000,-1
m3e,k1e,13,1,17.000,1
m3e,k1w,8,6,7.167,-8
m3e,k1w,9,7,9.429,-6
m3e,k1w,10,4,9.500,-4
m3e,k2e,10,1,9.000,-3
m3e,k2e,11,2,10.000,-1
m3e,k2w,9,1,3.000,-4
m3e,m1e,8,6,6.000,-3
m3e,m1e,9,7,5.857,-1
m3e,m1w,8,9,6.000,-2
m3e,m1w,9,3,7.000,0
m3e,m2e,8,10,6.600,-1
m3e,m2e,9,1,7.000,1
m3e,m2e,10,1,9.000,3
m3e,m2w,8,4,8.500,0
m3e,m3e,7,2,5.500,-1
m3e,m3e,8,1,8.000,1
m3e,m3w,6,3,3.000,-2
m3e,m3w,7,20,6.300,0
m3e,m4e,5,1,9.000,-3
m3e,m4e,6,5,4.000,-1
m3e,m4e,7,12,7.167,1
m3e,m4w,6,6,7.000,0
m3e,m4w,7,13,5.385,2
m3e,m5e,5,3,2.000,-1
m3e,m5e,6,10,4.300,1
m3e,m5e,7,1,3.000,3
m3e,m5w,4,1,8.000,-2
m3e,m5w,5,2,2.000,0
m3e,m5w,6,12,3.917,2
m3e,m6e,5,5,2.000,1
m3e,m6e,6,11,4.000,3
m3e,m6w,4,2,3.000,0
m3e,m6w,5,9,3.444,2
m3e,m6w,6,14,5.214,4
m3e,m7e,4,2,1.500,1
m3e,m7e,5,14,3.286,3
m3e,m7e,6,3,4.000,5
m3e,m7w,4,7,2.857,2
m3e,m7w,5,13,3.692,4
m3e,m7w,6,4,3.750,6
m3e,m8e,3,1,3.000,1
m3e,m8e,4,9,2.667,3
m3e,m8e,5,7,3.286,5
m3e,m8e,6,1,4.000,7
m3e,m8w,3,2,0.000,2
m3e,m8w,4,5,2.400,4
m3e,m8w,5,12,4.083,6
m3e,m9e,3,2,4.500,3
m3e,m9e,4,4,2.250,5
m3e,m9e,5,1,4.000,7
m3e,m9w,2,2,4.000,2
m3e,m9w,3,2,1.000,4
m3e,m9w,4,8,1.875,6
m3e,m9w,5,3,4.333,8
m3e,m10e,2,1,4.000,3
m3e,m10e,3,5,2.400,5
m3e,m10e,4,3,1.000,7
m3e,m10e,5,2,5.500,9
m3e,m10w,3,4,2.500,6
m3e,m10w,4,7,2.286,8
m3e,m10w,5,2,4.500,10
m3e,m11e,2,5,2.800,5
m3e,m11e,3,1,4.000,7
m3e,m11e,4,3,3.667,9
m3e,m11w,2,1,0.000,6
m3e,m11w,3,1,5.000,8
m3e,m11w,4,1,9.000,10
m3e,m12e,2,6,0.333,7
m3e,m12e,3,2,4.000,9
m3e,m12e,4,3,0.667,11
m3e,m12w,3,1,0.000,10
m3e,m12w,4,1,0.000,12
m3e,m13e,2,2,2.000,9
m3e,m13e,3,1,1.000,11
m3e,m13w,2,1,1.000,10
m3e,m14e,3,1,0.000,13
