Start Rank,End Rank,Wins,Matches,Avg Weighted Sanyaku Score,Signed Divergence
m16e,j2w,5,3,0.000,4
m16e,j2w,6,3,0.000,6
m16e,j2w,7,1,0.000,8
m16e,j3e,5,6,0.000,5
m16e,j3e,6,2,0.000,7
m16e,j3e,7,2,0.000,9
m16e,j3w,4,1,0.000,4
m16e,j3w,5,4,0.000,6
m16e,j4e,5,3,0.000,7
m16e,j4e,6,1,0.000,9
m16e,j4w,4,1,0.000,6
m16e,j4w,5,8,0.000,8
m16e,j5e,4,5,0.000,7
m16e,j5e,5,3,0.000,9
m16e,j5w,4,1,0.000,8
m16e,j5w,5,1,0.000,10
m16e,j6e,2,1,0.000,5
m16e,j6e,3,1,0.000,7
m16e,j6e,4,1,0.000,9
m16e,j6w,3,1,0.000,8
m16e,j6w,4,1,0.000,10
m16e,j7e,2,1,0.000,7
m16e,j7e,4,2,0.000,11
m16e,j7w,3,1,0.000,10
m16e,j8e,3,1,0.000,11
m16e,j8w,2,1,0.000,10
m16e,j9e,3,1,0.000,13
m16e,j10w,0,1,0.000,10
m16w,m5e,10,1,0.000,-18
m16w,m5e,12,2,1.000,-14
m16w,m6w,11,1,0.000,-13
m16w,m8w,10,1,0.000,-11
m16w,m9e,12,1,0.000,-6
m16w,m9w,9,1,0.000,-11
m16w,m10w,9,3,0.000,-9
m16w,m10w,10,2,0.000,-7
m16w,m11e,8,1,0.000,-10
m16w,m11e,9,3,0.000,-8
m16w,m11w,9,3,0.000,-7
m16w,m11w,10,1,0.000,-5
m16w,m12e,8,2,0.000,-8
m16w,m12e,9,4,0.000,-6
m16w,m12e,10,1,0.000,-4
m16w,m12w,8,2,0.000,-7
m16w,m12w,9,2,0.000,-5
m16w,m13e,8,7,0.000,-6
m16w,m13e,9,1,0.000,-4
m16w,m13w,8,5,0.000,-5
m16w,m13w,9,3,0.000,-3
m16w,m14e,8,3,0.000,-4
m16w,m14e,9,1,0.000,-2
m16w,m14w,8,2,0.000,-3
m16w,m14w,9,1,0.000,-1
m16w,m15w,7,1,0.000,-3
m16w,m15w,8,1,0.000,-1
m16w,m16w,7,2,0.000,-1
m16w,m17e,7,4,0.000,0
m16w,m17w,7,1,0.000,1
m16w,m18e,7,1,0.000,2
m16w,j1e,6,2,0.000,2
m16w,j1e,7,3,0.000,4
m16w,j1w,6,4,0.000,3
m16w,j1w,7,1,0.000,5
m16w,j2e,5,1,0.000,2
m16w,j2e,6,5,0.000,4
m16w,j2e,7,1,0.000,6
m16w,j3e,4,1,0.000,2
m16w,j3w,6,1,0.000,7
m16w,j4e,4,2,0.000,4
m16w,j4e,5,2,0.000,6
m16w,j4w,3,1,0.000,3
m16w,j4w,4,3,0.000,5
m16w,j5e,3,1,0.000,4
m16w,j5e,4,2,0.000,6
m16w,j5e,5,3,0.000,8
m16w,j5w,3,2,0.000,5
m16w,j5w,4,4,0.000,7
m16w,j5w,5,1,0.000,9
m16w,j6e,4,1,0.000,8
m16w,j6w,4,2,0.000,9
m16w,j7w,3,1,0.000,9
m16w,j7w,4,1,0.000,11
m16w,j7w,5,1,0.000,13
m16w,j8e,2,1,0.000,8
m16w,j9w,2,1,0.000,11
m17e,m1e,13,1,5.000,-21
m17e,m6e,13,1,6.000,-11
m17e,m7e,11,1,0.000,-13
m17e,m8e,9,1,0.000,-15
m17e,m8w,10,1,0.000,-12
m17e,m8w,11,1,0.000,-10
m17e,m10e,10,1,0.000,-9
m17e,m10e,11,1,0.000,-7
m17e,m10w,10,1,0.000,-8
m17e,m11e,10,1,0.000,-7
m17e,m12e,8,1,0.000,-9
m17e,m12w,9,2,0.000,-6
m17e,m13e,8,1,0.000,-7
m17e,m13e,9,1,0.000,-5
m17e,m13w,8,2,0.000,-6
m17e,m14e,9,1,0.000,-3
m17e,m14w,8,3,0.000,-4
m17e,m14w,9,3,0.000,-2
m17e,m15e,8,2,0.000,-3
m17e,m15w,7,1,0.000,-4
m17e,m15w,8,1,0.000,-2
m17e,m16e,8,2,0.000,-1
m17e,m16w,7,1,0.000,-2
m17e,m16w,8,1,0.000,0
m17e,m17e,6,1,0.000,-3
m17e,m17e,7,1,0.000,-1
m17e,m17w,7,3,0.000,0
m17e,m18e,7,2,0.000,1
m17e,j1e,6,1,0.000,1
m17e,j1e,7,2,0.000,3
m17e,j1w,6,1,0.000,2
m17e,j2e,6,2,0.000,3
m17e,j2w,5,1,0.000,2
m17e,j2w,6,2,0.000,4
m17e,j2w,7,1,0.000,6
m17e,j3e,5,1,0.000,3
m17e,j3e,6,2,0.000,5
m17e,j3w,3,1,0.000,0
m17e,j3w,5,2,0.000,4
m17e,j4e,5,1,0.000,5
m17e,j4w,4,1,0.000,4
m17e,j4w,5,2,0.000,6
m17e,j5e,5,1,0.000,7
m17e,j5w,3,1,0.000,4
m17e,j5w,4,1,0.000,6
m17e,j5w,5,1,0.000,8
m17e,j6e,2,1,0.000,3
m17e,j6e,4,1,0.000,7
m17e,j7e,3,1,0.000,7
m17e,j7w,2,1,0.000,6
m17w,m2w,14,1,3.000,-17
m17w,m9w,11,1,1.000,-9
m17w,m11e,9,1,0.000,-10
m17w,m13e,8,1,0.000,-8
m17w,m14e,8,1,0.000,-6
m17w,m14w,8,1,0.000,-5
m17w,m15e,8,1,0.000,-4
m17w,m15w,8,1,0.000,-3
m17w,m16e,8,2,0.000,-2
m17w,m17e,8,1,0.000,0
m17w,m18e,7,4,0.000,0
m17w,j1e,5,1,0.000,-2
m17w,j1e,7,1,0.000,2
m17w,j1w,6,1,0.000,1
m17w,j2e,6,1,0.000,2
m17w,j2w,6,1,0.000,3
m17w,j3e,6,1,0.000,4
m17w,j3w,4,1,0.000,1
m17w,j3w,5,1,0.000,3
m17w,j4e,5,1,0.000,4
m17w,j5e,4,1,0.000,4
m17w,j5w,5,1,0.000,7
m18e,m11w,10,1,0.000,-8
m18e,m13e,10,1,0.000,-5
m18e,m13w,9,2,0.000,-6
m18e,m14e,8,1,0.000,-7
m18e,m15w,9,1,0.000,-2
m18e,m16w,8,1,0.000,-2
m18e,m16w,9,1,0.000,0
m18e,j1e,7,1,0.000,1
m18e,j3e,5,1,0.000,1
m18e,j4e,2,1,0.000,-3
m18e,j5w,3,1,0.000,2
m18w,m4w,12,1,0.000,-19
m18w,m13w,9,1,0.000,-7
m18w,m14w,9,1,0.000,-5
m18w,m15w,8,1,0.000,-5
m18w,j2w,7,1,0.000,3
m18w,j3w,4,1,0.000,-1
m18w,j4w,6,1,0.000,5
j1e,m7w,13,1,0.000,-12
j1e,m9e,10,2,0.000,-15
j1e,m9w,12,1,0.000,-10
j1e,m10e,10,4,0.000,-13
j1e,m10e,11,2,0.000,-11
j1e,m10w,9,4,0.000,-14
j1e,m10w,10,6,0.000,-12
j1e,m10w,11,1,0.000,-10
j1e,m10w,12,1,0.000,-8
j1e,m11e,8,3,0.000,-15
j1e,m11e,9,4,0.000,-13
j1e,m11e,10,6,0.000,-11
j1e,m11w,9,3,0.000,-12
j1e,m11w,10,3,0.000,-10
j1e,m12e,8,4,0.000,-13
j1e,m12e,9,6,0.000,-11
j1e,m12e,10,5,0.000,-9
j1e,m12e,11,1,0.000,-7
j1e,m12w,8,7,0.000,-12
j1e,m12w,9,6,0.000,-10
j1e,m12w,10,3,0.000,-8
j1e,m12w,11,1,0.000,-6
j1e,m12w,12,1,0.000,-4
j1e,m13e,8,10,0.000,-11
j1e,m13e,9,6,0.000,-9
j1e,m13e,10,8,0.000,-7
j1e,m13e,11,2,0.000,-5
j1e,m13w,8,16,0.000,-10
j1e,m13w,9,6,0.000,-8
j1e,m13w,10,2,0.000,-6
j1e,m13w,12,1,0.000,-2
j1e,m14e,8,10,0.000,-9
j1e,m14e,9,7,0.000,-7
j1e,m14e,10,5,0.000,-5
j1e,m14e,12,1,0.000,-1
j1e,m14w,8,5,0.000,-8
j1e,m14w,9,3,0.000,-6
j1e,m15e,8,6,0.000,-7
j1e,m15e,9,4,0.000,-5
j1e,m15e,10,2,0.000,-3
j1e,m15w,8,8,0.000,-6
j1e,m15w,9,4,0.000,-4
j1e,m16e,8,10,0.000,-5
j1e,m16w,8,3,0.000,-4
j1e,m17e,8,4,0.000,-3
j1e,m17w,8,3,0.000,-2
j1e,j1e,8,6,0.000,1
j1e,j1w,7,3,0.000,0
j1e,j2w,6,1,0.000,0
j1e,j3e,6,2,0.000,1
j1e,j3w,6,5,0.000,2
j1e,j4e,5,1,0.000,1
j1e,j4e,6,6,0.000,3
j1e,j4w,5,2,0.000,2
j1e,j4w,6,7,0.000,4
j1e,j5e,5,2,0.000,3
j1e,j5w,5,5,0.000,4
j1e,j6e,5,5,0.000,5
j1e,j6w,4,4,0.000,4
j1e,j7e,3,1,0.000,3
j1e,j7e,4,3,0.000,5
j1e,j7e,5,4,0.000,7
j1e,j7w,3,1,0.000,4
j1e,j7w,4,4,0.000,6
j1e,j7w,5,2,0.000,8
j1e,j8e,3,1,0.000,5
j1e,j8e,4,2,0.000,7
j1e,j8w,3,1,0.000,6
j1e,j9e,2,1,0.000,5
j1e,j9e,4,4,0.000,9
j1e,j10e,3,1,0.000,9
j1e,j10e,4,1,0.000,11
j1e,j10e,5,1,0.000,13
j1e,j10w,3,1,0.000,10
j1e,j12e,2,1,0.000,11
j1w,m8e,12,2,0.000,-14
j1w,m8w,9,1,0.000,-19
j1w,m9e,9,1,0.000,-18
j1w,m9e,10,1,0.000,-16
j1w,m9w,10,1,0.000,-15
j1w,m9w,11,1,0.000,-13
j1w,m9w,12,1,0.000,-11
j1w,m9w,13,1,0.000,-9
j1w,m10e,9,1,0.000,-16
j1w,m10e,10,1,0.000,-14
j1w,m10w,10,1,0.000,-13
j1w,m10w,11,1,0.000,-11
j1w,m10w,12,2,0.000,-9
j1w,m11e,9,3,0.000,-14
j1w,m11e,10,4,0.000,-12
j1w,m11e,11,2,0.000,-10
j1w,m11w,8,2,0.000,-15
j1w,m11w,9,3,0.000,-13
j1w,m11w,10,5,0.000,-11
j1w,m11w,11,2,0.000,-9
j1w,m12e,8,1,0.000,-14
j1w,m12e,9,7,0.000,-12
j1w,m12w,8,1,0.000,-13
j1w,m12w,9,7,0.000,-11
j1w,m13e,8,3,0.000,-12
j1w,m13e,9,6,0.000,-10
j1w,m13e,10,4,0.000,-8
j1w,m13w,8,8,0.000,-11
j1w,m13w,9,6,0.000,-9
j1w,m13w,10,4,0.000,-7
j1w,m14e,8,2,0.000,-10
j1w,m14e,9,11,0.000,-8
j1w,m14e,10,2,0.000,-6
j1w,m14w,8,5,0.000,-9
j1w,m14w,9,8,0.000,-7
j1w,m14w,10,1,0.000,-5
j1w,m14w,11,4,0.000,-3
j1w,m15e,8,4,0.000,-8
j1w,m15e,9,6,0.000,-6
j1w,m15e,10,3,0.000,-4
j1w,m15w,8,7,0.000,-7
j1w,m15w,9,7,0.000,-5
j1w,m16e,8,4,0.000,-6
j1w,m16e,9,3,0.000,-4
j1w,j1e,8,23,0.000,0
j1w,j1e,9,6,0.000,2
j1w,j1w,7,1,0.000,-1
j1w,j1w,8,6,0.000,1
j1w,j3e,6,1,0.000,0
j1w,j3w,4,1,0.000,-3
j1w,j3w,6,9,0.000,1
j1w,j4e,5,1,0.000,0
j1w,j4e,6,6,0.000,2
j1w,j4w,4,1,0.000,-1
j1w,j4w,5,1,0.000,1
j1w,j5e,4,1,0.000,0
j1w,j5e,5,2,0.000,2
j1w,j5w,5,3,0.000,3
j1w,j6e,5,6,0.000,4
j1w,j6w,4,1,0.000,3
j1w,j7e,4,5,0.000,4
j1w,j7w,4,3,0.000,5
j1w,j7w,5,6,0.000,7
j1w,j8e,4,2,0.000,6
j1w,j8w,3,1,0.000,5
j1w,j8w,4,2,0.000,7
j1w,j9w,2,1,0.000,5
j1w,j9w,4,2,0.000,9
j1w,j10e,2,1,0.000,6
j1w,j10e,3,2,0.000,8
j1w,j11e,2,1,0.000,8
j2e,m10e,9,1,0.000,-17
j2e,m10e,11,2,0.000,-13
j2e,m10w,10,2,0.000,-14
j2e,m10w,11,3,0.000,-12
j2e,m10w,12,2,0.000,-10
j2e,m11e,10,3,0.000,-13
j2e,m11e,11,6,0.000,-11
j2e,m11w,9,3,0.000,-14
j2e,m11w,10,1,0.000,-12
j2e,m11w,11,3,0.000,-10
j2e,m12e,9,6,0.000,-13
j2e,m12e,10,3,0.000,-11
j2e,m12w,8,2,0.000,-14
j2e,m12w,9,6,0.000,-12
j2e,m12w,10,7,0.000,-10
j2e,m12w,11,2,0.000,-8
j2e,m12w,12,2,0.000,-6
j2e,m13e,8,1,0.000,-13
j2e,m13e,9,9,0.000,-11
j2e,m13e,10,5,0.000,-9
j2e,m13e,11,2,0.000,-7
j2e,m13w,8,2,0.000,-12
j2e,m13w,9,4,0.000,-10
j2e,m13w,10,4,0.000,-8
j2e,m14e,8,1,0.000,-11
j2e,m14e,9,5,0.000,-9
j2e,m14e,10,5,0.000,-7
j2e,m14w,8,2,0.000,-10
j2e,m14w,9,8,0.000,-8
j2e,m14w,10,3,0.000,-6
j2e,m15e,8,2,0.000,-9
j2e,m15e,9,6,0.000,-7
j2e,m15e,10,4,0.000,-5
j2e,m15w,8,6,0.000,-8
j2e,m15w,9,5,0.000,-6
j2e,m16e,8,4,0.000,-7
j2e,m16e,9,5,0.000,-5
j2e,m16w,8,2,0.000,-6
j2e,m16w,9,3,0.000,-4
j2e,m17e,8,2,0.000,-5
j2e,m17w,8,1,0.000,-4
j2e,j1e,8,14,0.000,-1
j2e,j1e,9,5,0.000,1
j2e,j1w,8,21,0.000,0
j2e,j2e,7,1,0.000,-1
j2e,j2e,8,3,0.000,1
j2e,j2w,5,1,0.000,-4
j2e,j2w,7,3,0.000,0
j2e,j3e,6,1,0.000,-1
j2e,j3e,7,11,0.000,1
j2e,j4e,5,1,0.000,-1
j2e,j4e,6,8,0.000,1
j2e,j4w,6,6,0.000,2
j2e,j5e,6,11,0.000,3
j2e,j5w,5,3,0.000,2
j2e,j5w,6,10,0.000,4
j2e,j6e,4,1,0.000,1
j2e,j6e,5,7,0.000,3
j2e,j6w,2,1,0.000,-2
j2e,j6w,4,1,0.000,2
j2e,j6w,5,6,0.000,4
j2e,j7e,5,6,0.000,5
j2e,j7w,4,2,0.000,4
j2e,j7w,5,9,0.000,6
j2e,j8e,5,4,0.000,7
j2e,j8w,4,3,0.000,6
j2e,j9e,4,3,0.000,7
j2e,j9w,3,2,0.000,6
j2e,j9w,4,2,0.000,8
j2e,j11e,3,1,0.000,9
j2e,j11w,3,1,0.000,10
j2w,m9w,11,3,0.000,-15
j2w,m10e,10,1,0.000,-16
j2w,m10w,9,1,0.000,-17
j2w,m10w,10,1,0.000,-15
j2w,m10w,11,4,0.000,-13
j2w,m10w,13,1,0.000,-9
j2w,m11e,9,2,0.000,-16
j2w,m11e,10,1,0.000,-14
j2w,m11e,11,1,0.000,-12
j2w,m11w,9,3,0.000,-15
j2w,m11w,10,3,0.000,-13
j2w,m12e,9,4,0.000,-14
j2w,m12e,10,3,0.000,-12
j2w,m12e,11,4,0.000,-10
j2w,m12w,8,1,0.000,-15
j2w,m12w,9,4,0.000,-13
j2w,m12w,10,3,0.000,-11
j2w,m13e,8,3,0.000,-14
j2w,m13e,9,2,0.000,-12
j2w,m13e,10,7,0.000,-10
j2w,m13e,11,1,0.000,-8
j2w,m13e,12,2,0.000,-6
j2w,m13w,8,1,0.000,-13
j2w,m13w,9,7,0.000,-11
j2w,m13w,10,4,0.000,-9
j2w,m13w,11,2,0.000,-7
j2w,m14e,8,1,0.000,-12
j2w,m14e,9,9,0.000,-10
j2w,m14e,10,6,0.000,-8
j2w,m14e,11,3,0.000,-6
j2w,m14w,8,2,0.000,-11
j2w,m14w,9,8,0.000,-9
j2w,m15e,8,1,0.000,-10
j2w,m15e,9,4,0.000,-8
j2w,m15e,10,2,0.000,-6
j2w,m15w,9,3,0.000,-7
j2w,m15w,10,1,0.000,-5
j2w,m16e,8,1,0.000,-8
j2w,m16e,9,4,0.000,-6
j2w,m16w,8,3,0.000,-7
j2w,m16w,9,2,0.000,-5
j2w,m17e,8,1,0.000,-6
j2w,m17e,9,2,0.000,-4
j2w,j1e,8,9,0.000,-2
j2w,j1w,8,18,0.000,-1
j2w,j2e,8,10,0.000,0
j2w,j2w,7,4,0.000,-1
j2w,j3w,6,2,0.000,-1
j2w,j4e,5,1,0.000,-2
j2w,j4e,6,2,0.000,0
j2w,j4w,4,1,0.000,-3
j2w,j4w,5,1,0.000,-1
j2w,j4w,6,6,0.000,1
j2w,j5e,5,2,0.000,0
j2w,j5e,6,10,0.000,2
j2w,j5w,5,1,0.000,1
j2w,j5w,6,7,0.000,3
j2w,j6e,5,2,0.000,2
j2w,j6w,5,4,0.000,3
j2w,j7e,5,10,0.000,4
j2w,j7e,6,4,0.000,6
j2w,j7w,4,1,0.000,3
j2w,j8e,4,2,0.000,4
j2w,j8e,5,3,0.000,6
j2w,j8w,4,1,0.000,5
j2w,j8w,5,3,0.000,7
j2w,j9e,4,3,0.000,6
j2w,j9w,4,3,0.000,7
j2w,j9w,5,2,0.000,9
j2w,j10e,2,1,0.000,4
j2w,j10e,3,3,0.000,6
j2w,j10w,3,1,0.000,7
j3e,m9e,10,1,0.000,-19
j3e,m9w,12,1,0.000,-14
j3e,m9w,13,1,0.000,-12
j3e,m10w,9,1,0.000,-18
j3e,m10w,10,1,0.000,-16
j3e,m10w,12,2,0.000,-12
j3e,m11e,9,1,0.000,-17
j3e,m11w,9,1,0.000,-16
j3e,m11w,10,1,0.000,-14
j3e,m11w,11,4,0.000,-12
j3e,m11w,12,1,0.000,-10
j3e,m12e,9,1,0.000,-15
j3e,m12e,10,5,0.000,-13
j3e,m12e,11,1,0.000,-11
j3e,m12w,9,3,0.000,-14
j3e,m12w,10,7,0.000,-12
j3e,m12w,11,2,0.000,-10
j3e,m13e,8,1,0.000,-15
j3e,m13e,9,6,0.000,-13
j3e,m13e,10,4,0.000,-11
j3e,m13w,8,3,0.000,-14
j3e,m13w,9,1,0.000,-12
j3e,m13w,10,9,0.000,-10
j3e,m13w,11,2,0.000,-8
j3e,m13w,12,1,0.000,-6
j3e,m13w,13,1,0.000,-4
j3e,m14e,9,2,0.000,-11
j3e,m14e,10,2,0.000,-9
j3e,m14e,11,4,0.000,-7
j3e,m14w,8,1,0.000,-12
j3e,m14w,9,3,0.000,-10
j3e,m14w,10,7,0.000,-8
j3e,m14w,11,3,0.000,-6
j3e,m15e,9,3,0.000,-9
j3e,m15e,10,4,0.000,-7
j3e,m15w,8,1,0.000,-10
j3e,m15w,9,4,0.000,-8
j3e,m15w,10,1,0.000,-6
j3e,m16e,8,4,0.000,-9
j3e,m16e,9,4,0.000,-7
j3e,m16e,10,1,0.000,-5
j3e,m16e,11,1,0.000,-3
j3e,m16w,8,1,0.000,-8
j3e,m16w,9,1,0.000,-6
j3e,m17e,9,1,0.000,-5
j3e,m18w,10,1,0.000,0
j3e,j1e,8,8,0.000,-3
j3e,j1e,9,8,0.000,-1
j3e,j1w,8,21,0.000,-2
j3e,j1w,9,6,0.000,0
j3e,j2e,8,21,0.000,-1
j3e,j2w,8,20,0.000,0
j3e,j3e,7,1,0.000,-1
j3e,j4e,6,2,0.000,-1
j3e,j4e,7,12,0.000,1
j3e,j4w,6,1,0.000,0
j3e,j5e,6,7,0.000,1
j3e,j5w,6,9,0.000,2
j3e,j6e,5,1,0.000,1
j3e,j6e,6,6,0.000,3
j3e,j6w,5,3,0.000,2
j3e,j7e,5,4,0.000,3
j3e,j7w,4,1,0.000,2
j3e,j7w,5,4,0.000,4
j3e,j8e,5,2,0.000,5
j3e,j8w,5,5,0.000,6
j3e,j9e,4,3,0.000,5
j3e,j9e,5,2,0.000,7
j3e,j9w,4,2,0.000,6
j3e,j9w,5,4,0.000,8
j3e,j10e,4,1,0.000,7
j3e,j10w,4,1,0.000,8
j3e,j11e,4,1,0.000,9
j3e,j11w,3,2,0.000,8
j3e,j12w,3,1,0.000,10
j3e,j12w,4,2,0.000,12
j3w,m9w,10,2,0.000,-19
j3w,m9w,11,1,0.000,-17
j3w,m10e,12,1,0.000,-14
j3w,m11e,11,2,0.000,-14
j3w,m11w,10,2,0.000,-15
j3w,m11w,11,3,0.000,-13
j3w,m12e,8,1,0.000,-18
j3w,m12e,9,1,0.000,-16
j3w,m12e,10,6,0.000,-14
j3w,m12e,11,1,0.000,-12
j3w,m12e,12,1,0.000,-10
j3w,m12w,8,1,0.000,-17
j3w,m12w,9,5,0.000,-15
j3w,m12w,10,1,0.000,-13
j3w,m12w,11,1,0.000,-11
j3w,m12w,12,2,0.000,-9
j3w,m13e,9,2,0.000,-14
j3w,m13e,10,5,0.000,-12
j3w,m13e,11,1,0.000,-10
j3w,m13w,8,1,0.000,-15
j3w,m13w,9,1,0.000,-13
j3w,m13w,10,7,0.000,-11
j3w,m13w,11,2,0.000,-9
j3w,m14e,9,5,0.000,-12
j3w,m14e,10,4,0.000,-10
j3w,m14e,11,2,0.000,-8
j3w,m14w,8,1,0.000,-13
j3w,m14w,9,3,0.000,-11
j3w,m14w,10,6,0.000,-9
j3w,m14w,11,1,0.000,-7
j3w,m15e,8,1,0.000,-12
j3w,m15e,9,2,0.000,-10
j3w,m15e,10,4,0.000,-8
j3w,m15w,8,1,0.000,-11
j3w,m15w,9,2,0.000,-9
j3w,m15w,10,2,0.000,-7
j3w,m15w,11,1,0.000,-5
j3w,m16e,8,2,0.000,-10
j3w,m16e,9,8,0.000,-8
j3w,m16w,8,1,0.000,-9
j3w,m16w,9,1,0.000,-7
j3w,j1e,8,9,0.000,-4
j3w,j1e,9,17,0.000,-2
j3w,j1e,10,4,0.000,0
j3w,j1w,8,15,0.000,-3
j3w,j1w,9,6,0.000,-1
j3w,j2e,8,14,0.000,-2
j3w,j2w,8,10,0.000,-1
j3w,j4e,6,1,0.000,-2
j3w,j5e,6,3,0.000,0
j3w,j5w,5,1,0.000,-1
j3w,j5w,6,5,0.000,1
j3w,j6e,5,1,0.000,0
j3w,j6e,6,12,0.000,2
j3w,j6w,5,1,0.000,1
j3w,j6w,6,17,0.000,3
j3w,j7e,5,2,0.000,2
j3w,j7w,5,3,0.000,3
j3w,j8e,5,6,0.000,4
j3w,j8w,4,1,0.000,3
j3w,j8w,5,3,0.000,5
j3w,j9e,3,1,0.000,2
j3w,j9e,4,2,0.000,4
j3w,j9w,4,2,0.000,5
j3w,j9w,5,6,0.000,7
j3w,j10e,4,4,0.000,6
j3w,j10w,3,1,0.000,5
j3w,j10w,4,1,0.000,7
j3w,j11e,2,1,0.000,4
j3w,j12w,3,1,0.000,9
j4e,m11e,12,1,0.000,-13
j4e,m11w,10,2,0.000,-16
j4e,m11w,11,2,0.000,-14
j4e,m12e,8,1,0.000,-19
j4e,m12e,9,2,0.000,-17
j4e,m12e,10,3,0.000,-15
j4e,m12w,9,1,0.000,-16
j4e,m12w,10,4,0.000,-14
j4e,m12w,11,3,0.000,-12
j4e,m13e,9,2,0.000,-15
j4e,m13e,10,7,0.000,-13
j4e,m13w,10,2,0.000,-12
j4e,m14e,9,1,0.000,-13
j4e,m14e,10,5,0.000,-11
j4e,m14e,11,4,0.000,-9
j4e,m14e,12,1,0.000,-7
j4e,m14w,9,1,0.000,-12
j4e,m14w,10,2,0.000,-10
j4e,m15e,9,3,0.000,-11
j4e,m15e,10,4,0.000,-9
j4e,m15w,8,1,0.000,-12
j4e,m15w,9,3,0.000,-10
j4e,m15w,10,4,0.000,-8
j4e,m16e,9,2,0.000,-9
j4e,m16w,9,1,0.000,-8
j4e,m17w,9,2,0.000,-6
j4e,m17w,10,1,0.000,-4
j4e,j1e,8,4,0.000,-5
j4e,j1e,9,14,0.000,-3
j4e,j1w,8,12,0.000,-4
j4e,j1w,9,8,0.000,-2
j4e,j1w,10,4,0.000,0
j4e,j2e,8,18,0.000,-3
j4e,j2e,9,3,0.000,-1
j4e,j2w,8,16,0.000,-2
j4e,j2w,9,4,0.000,0
j4e,j3e,8,21,0.000,-1
j4e,j4e,7,2,0.000,-1
j4e,j4w,6,1,0.000,-2
j4e,j5e,6,2,0.000,-1
j4e,j6e,6,3,0.000,1
j4e,j6w,6,11,0.000,2
j4e,j7e,5,1,0.000,1
j4e,j7w,5,2,0.000,2
j4e,j8e,5,2,0.000,3
j4e,j8w,4,1,0.000,2
j4e,j8w,5,6,0.000,4
j4e,j9e,5,6,0.000,5
j4e,j9w,4,3,0.000,4
j4e,j9w,5,4,0.000,6
j4e,j10e,4,2,0.000,5
j4e,j10e,5,5,0.000,7
j4e,j10w,4,1,0.000,6
j4e,j10w,5,4,0.000,8
j4e,j11e,4,3,0.000,7
j4e,j11w,4,4,0.000,8
j4e,j12e,3,1,0.000,7
j4e,j12w,3,1,0.000,8
j4w,m11w,10,1,0.000,-17
j4w,m12e,10,2,0.000,-16
j4w,m12e,11,2,0.000,-14
j4w,m12w,9,2,0.000,-17
j4w,m12w,10,1,0.000,-15
j4w,m12w,11,3,0.000,-13
j4w,m13e,9,2,0.000,-16
j4w,m13e,10,2,0.000,-14
j4w,m13e,11,3,0.000,-12
j4w,m13e,12,1,0.000,-10
j4w,m13w,9,2,0.000,-15
j4w,m13w,11,1,0.000,-11
j4w,m14e,9,1,0.000,-14
j4w,m14e,10,4,0.000,-12
j4w,m14w,8,1,0.000,-15
j4w,m14w,10,1,0.000,-11
j4w,m14w,11,1,0.000,-9
j4w,m15e,10,4,0.000,-10
j4w,m15w,9,1,0.000,-11
j4w,m15w,10,2,0.000,-9
j4w,m16e,8,1,0.000,-12
j4w,m16e,9,6,0.000,-10
j4w,m16w,9,1,0.000,-9
j4w,m17e,8,1,0.000,-10
j4w,j1e,8,2,0.000,-6
j4w,j1e,9,7,0.000,-4
j4w,j1e,10,7,0.000,-2
j4w,j1w,8,9,0.000,-5
j4w,j1w,9,14,0.000,-3
j4w,j2e,8,14,0.000,-4
j4w,j2e,9,8,0.000,-2
j4w,j2w,8,18,0.000,-3
j4w,j3e,8,14,0.000,-2
j4w,j3w,8,8,0.000,-1
j4w,j6e,6,5,0.000,0
j4w,j6w,6,6,0.000,1
j4w,j7e,5,2,0.000,0
j4w,j7e,6,6,0.000,2
j4w,j7w,5,3,0.000,1
j4w,j7w,6,8,0.000,3
j4w,j8e,5,2,0.000,2
j4w,j8e,6,9,0.000,4
j4w,j8w,5,2,0.000,3
j4w,j9e,5,7,0.000,4
j4w,j9w,4,2,0.000,3
j4w,j9w,5,9,0.000,5
j4w,j10e,4,1,0.000,4
j4w,j10e,5,8,0.000,6
j4w,j10w,3,1,0.000,3
j4w,j10w,5,5,0.000,7
j4w,j11e,4,1,0.000,6
j4w,j11w,4,4,0.000,7
j4w,j13e,3,1,0.000,8
j4w,j13e,4,1,0.000,10
j5e,m11w,10,1,0.000,-18
j5e,m11w,11,1,0.000,-16
j5e,m11w,12,1,0.000,-14
j5e,m12e,10,2,0.000,-17
j5e,m12e,13,1,0.000,-11
j5e,m12w,9,1,0.000,-18
j5e,m12w,10,3,0.000,-16
j5e,m12w,11,1,0.000,-14
j5e,m13e,10,2,0.000,-15
j5e,m13e,11,1,0.000,-13
j5e,m13w,10,5,0.000,-14
j5e,m13w,11,2,0.000,-12
j5e,m14e,10,3,0.000,-13
j5e,m14e,11,3,0.000,-11
j5e,m14w,11,2,0.000,-10
j5e,m14w,12,1,0.000,-8
j5e,m15e,9,2,0.000,-13
j5e,m15e,10,4,0.000,-11
j5e,m15e,11,2,0.000,-9
j5e,m15w,10,2,0.000,-10
j5e,m15w,11,2,0.000,-8
j5e,m15w,12,1,0.000,-6
j5e,m16e,8,1,0.000,-13
j5e,m16e,9,1,0.000,-11
j5e,m16e,10,1,0.000,-9
j5e,m16w,9,1,0.000,-10
j5e,m16w,10,3,0.000,-8
