Start Rank,End Rank,Wins,Number of Resulting Banzuke at End Rank,Sanyaku Results
,,TOTAL,36,
#,#,#,#,#
k1w,m2e,5,1,"[{""y"": 1, ""o"": 0, ""s"": 0, ""k"": 0}]"
k1w,m2e,6,22,"[{""y"": 1, ""o"": 0, ""s"": 1, ""k"": 0}, {""y"": 1, ""o"": 1, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 1}, {""y"": 1, ""o"": 1, ""s"": 0, ""k"": 1}, {""y"": 0, ""o"": 1, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 3, ""s"": 1, ""k"": 0}, {""y"": 2, ""o"": 1, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 1}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 1, ""k"": 0}, {""y"": 1, ""o"": 1, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}, {""y"": 1, ""o"": 1, ""s"": 0, ""k"": 1}]"
k1w,m2e,7,2,"[{""y"": 1, ""o"": 0, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 3, ""s"": 0, ""k"": 0}]"
,,TOTAL,25,
#,#,#,#,#
k1w,m2w,5,5,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 1}, {""y"": 0, ""o"": 1, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 3, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
k1w,m2w,6,16,"[{""y"": 0, ""o"": 1, ""s"": 0, ""k"": 1}, {""y"": 1, ""o"": 0, ""s"": 1, ""k"": 0}, {""y"": 1, ""o"": 0, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 1}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 1, ""s"": 2, ""k"": 0}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 2, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 1}, {""y"": 1, ""o"": 2, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 2, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 1}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 0}]"
k1w,m2w,7,2,"[{""y"": 0, ""o"": 1, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 0}]"
,,TOTAL,23,
#,#,#,#,#
k1w,m3e,4,4,"[{""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 1}]"
k1w,m3e,5,7,"[{""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 1}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 0}]"
k1w,m3e,6,4,"[{""y"": 0, ""o"": 1, ""s"": 2, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 1}]"
,,TOTAL,15,
#,#,#,#,#
k1w,m3w,4,4,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 2, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 2, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 1}]"
k1w,m3w,5,7,"[{""y"": 0, ""o"": 0, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 1}, {""y"": 1, ""o"": 0, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 1}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 1}]"
k1w,m3w,6,1,"[{""y"": 0, ""o"": 2, ""s"": 1, ""k"": 0}]"
,,TOTAL,12,
#,#,#,#,#
k1w,m4e,4,5,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 1}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 1}]"
k1w,m4e,5,9,"[{""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 2, ""s"": 0, ""k"": 1}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 2, ""k"": 0}, {""y"": 1, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 1, ""o"": 0, ""s"": 0, ""k"": 1}, {""y"": 1, ""o"": 0, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 1}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 0}]"
k1w,m4e,6,2,"[{""y"": 0, ""o"": 1, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 1}]"
,,TOTAL,16,
#,#,#,#,#
k1w,m4w,2,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 1}]"
k1w,m4w,3,3,"[{""y"": 0, ""o"": 2, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 1, ""o"": 0, ""s"": 1, ""k"": 0}]"
k1w,m4w,4,5,"[{""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}, {""y"": 1, ""o"": 0, ""s"": 0, ""k"": 1}, {""y"": 1, ""o"": 0, ""s"": 0, ""k"": 1}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 1}]"
k1w,m4w,5,6,"[{""y"": 0, ""o"": 2, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 2, ""k"": 1}, {""y"": 0, ""o"": 1, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 2, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 1}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 0}]"
,,TOTAL,15,
#,#,#,#,#
k1w,m5e,3,3,"[{""y"": 1, ""o"": 0, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 1}]"
k1w,m5e,4,7,"[{""y"": 0, ""o"": 1, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 2, ""s"": 0, ""k"": 1}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 0}]"
k1w,m5e,5,4,"[{""y"": 1, ""o"": 0, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 1, ""s"": 2, ""k"": 0}, {""y"": 1, ""o"": 1, ""s"": 0, ""k"": 0}]"
,,TOTAL,14,
#,#,#,#,#
k1w,m5w,3,3,"[{""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
k1w,m5w,4,6,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 1, ""o"": 1, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 0}]"
k1w,m5w,5,2,"[{""y"": 0, ""o"": 2, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
,,TOTAL,11,
#,#,#,#,#
k1w,m6e,3,5,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 1}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 1}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
k1w,m6e,4,3,"[{""y"": 0, ""o"": 0, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
k1w,m6e,5,1,"[{""y"": 1, ""o"": 0, ""s"": 1, ""k"": 0}]"
,,TOTAL,9,
#,#,#,#,#
k1w,m6w,2,1,"[{""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}]"
k1w,m6w,3,3,"[{""y"": 0, ""o"": 0, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 1, ""k"": 0}]"
k1w,m6w,4,3,"[{""y"": 0, ""o"": 0, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 1}]"
,,TOTAL,7,
#,#,#,#,#
k1w,m7e,3,3,"[{""y"": 0, ""o"": 0, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 0}, {""y"": 1, ""o"": 0, ""s"": 0, ""k"": 0}]"
k1w,m7e,4,2,"[{""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
,,TOTAL,5,
#,#,#,#,#
k1w,m7w,2,3,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
k1w,m7w,3,3,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}]"
k1w,m7w,4,1,"[{""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}]"
,,TOTAL,7,
#,#,#,#,#
k1w,m8e,2,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
k1w,m8e,3,4,"[{""y"": 0, ""o"": 0, ""s"": 2, ""k"": 1}, {""y"": 0, ""o"": 2, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 0}]"
k1w,m8e,4,1,"[{""y"": 0, ""o"": 0, ""s"": 1, ""k"": 0}]"
,,TOTAL,6,
#,#,#,#,#
k1w,m8w,3,2,"[{""y"": 1, ""o"": 0, ""s"": 0, ""k"": 1}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}]"
,,TOTAL,2,
#,#,#,#,#
k1w,m9e,2,2,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 1, ""k"": 0}]"
k1w,m9e,3,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
,,TOTAL,3,
#,#,#,#,#
k1w,m9w,2,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 1}]"
,,TOTAL,1,
#,#,#,#,#
k1w,m11w,2,2,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 0}]"
,,TOTAL,2,
#,#,#,#,#
k2e,s1e,11,1,"[{""y"": 0, ""o"": 1, ""s"": 0, ""k"": 2}]"
,,TOTAL,1,
#,#,#,#,#
k2e,s1w,9,1,"[{""y"": 0, ""o"": 0, ""s"": 1, ""k"": 2}]"
k2e,s1w,10,1,"[{""y"": 1, ""o"": 1, ""s"": 3, ""k"": 1}]"
,,TOTAL,2,
#,#,#,#,#
k2e,s2e,10,1,"[{""y"": 1, ""o"": 0, ""s"": 0, ""k"": 2}]"
k2e,s2e,12,1,"[{""y"": 0, ""o"": 0, ""s"": 1, ""k"": 1}]"
,,TOTAL,2,
#,#,#,#,#
k2e,s2w,11,1,"[{""y"": 0, ""o"": 2, ""s"": 1, ""k"": 2}]"
,,TOTAL,1,
#,#,#,#,#
k2e,k1e,8,2,"[{""y"": 0, ""o"": 1, ""s"": 1, ""k"": 0}, {""y"": 1, ""o"": 1, ""s"": 2, ""k"": 0}]"
,,TOTAL,2,
#,#,#,#,#
k2e,k1w,8,4,"[{""y"": 1, ""o"": 0, ""s"": 2, ""k"": 2}, {""y"": 1, ""o"": 2, ""s"": 0, ""k"": 1}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 2, ""k"": 1}]"
,,TOTAL,4,
#,#,#,#,#
k2e,m1e,7,1,"[{""y"": 0, ""o"": 2, ""s"": 1, ""k"": 1}]"
,,TOTAL,1,
#,#,#,#,#
k2e,m1w,6,1,"[{""y"": 1, ""o"": 2, ""s"": 0, ""k"": 0}]"
k2e,m1w,7,3,"[{""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 1, ""k"": 3}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 2}]"
,,TOTAL,4,
#,#,#,#,#
k2e,m2e,5,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 1}]"
k2e,m2e,6,1,"[{""y"": 0, ""o"": 0, ""s"": 1, ""k"": 1}]"
k2e,m2e,7,1,"[{""y"": 0, ""o"": 1, ""s"": 1, ""k"": 0}]"
,,TOTAL,3,
#,#,#,#,#
k2e,m2w,6,1,"[{""y"": 0, ""o"": 0, ""s"": 1, ""k"": 2}]"
,,TOTAL,1,
#,#,#,#,#
k2e,m3e,4,1,"[{""y"": 0, ""o"": 1, ""s"": 0, ""k"": 2}]"
k2e,m3e,5,2,"[{""y"": 0, ""o"": 0, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
,,TOTAL,3,
#,#,#,#,#
k2e,m3w,6,1,"[{""y"": 0, ""o"": 1, ""s"": 1, ""k"": 0}]"
,,TOTAL,1,
#,#,#,#,#
k2e,m4e,4,1,"[{""y"": 0, ""o"": 1, ""s"": 0, ""k"": 1}]"
k2e,m4e,5,1,"[{""y"": 2, ""o"": 1, ""s"": 1, ""k"": 0}]"
,,TOTAL,2,
#,#,#,#,#
k2e,m4w,5,2,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 0}]"
,,TOTAL,2,
#,#,#,#,#
k2e,m5w,2,1,"[{""y"": 0, ""o"": 1, ""s"": 1, ""k"": 0}]"
k2e,m5w,4,2,"[{""y"": 0, ""o"": 1, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}]"
k2e,m5w,5,1,"[{""y"": 1, ""o"": 0, ""s"": 0, ""k"": 0}]"
,,TOTAL,4,
#,#,#,#,#
k2e,m6w,4,3,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 1}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 0}]"
,,TOTAL,3,
#,#,#,#,#
k2e,m7e,3,1,"[{""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}]"
,,TOTAL,1,
#,#,#,#,#
k2e,m7w,2,1,"[{""y"": 0, ""o"": 2, ""s"": 0, ""k"": 0}]"
,,TOTAL,1,
#,#,#,#,#
k2w,s1e,10,1,"[{""y"": 1, ""o"": 0, ""s"": 1, ""k"": 2}]"
k2w,s1e,11,1,"[{""y"": 0, ""o"": 1, ""s"": 0, ""k"": 2}]"
k2w,s1e,12,1,"[{""y"": 2, ""o"": 2, ""s"": 1, ""k"": 1}]"
,,TOTAL,3,
#,#,#,#,#
k2w,s1w,9,3,"[{""y"": 0, ""o"": 0, ""s"": 1, ""k"": 2}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 1}]"
k2w,s1w,10,3,"[{""y"": 0, ""o"": 0, ""s"": 1, ""k"": 2}, {""y"": 0, ""o"": 1, ""s"": 2, ""k"": 0}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 2}]"
k2w,s1w,12,1,"[{""y"": 1, ""o"": 0, ""s"": 2, ""k"": 1}]"
,,TOTAL,7,
#,#,#,#,#
k2w,s2w,9,1,"[{""y"": 1, ""o"": 2, ""s"": 2, ""k"": 2}]"
k2w,s2w,10,2,"[{""y"": 0, ""o"": 3, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 2, ""s"": 2, ""k"": 0}]"
,,TOTAL,3,
#,#,#,#,#
k2w,k1e,8,6,"[{""y"": 2, ""o"": 0, ""s"": 2, ""k"": 1}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 1}, {""y"": 0, ""o"": 0, ""s"": 2, ""k"": 3}, {""y"": 1, ""o"": 2, ""s"": 1, ""k"": 0}, {""y"": 1, ""o"": 1, ""s"": 2, ""k"": 1}, {""y"": 0, ""o"": 1, ""s"": 1, ""k"": 2}]"
k2w,k1e,9,1,"[{""y"": 0, ""o"": 0, ""s"": 2, ""k"": 1}]"
k2w,k1e,10,1,"[{""y"": 1, ""o"": 3, ""s"": 0, ""k"": 2}]"
,,TOTAL,8,
#,#,#,#,#
k2w,k1w,8,4,"[{""y"": 0, ""o"": 1, ""s"": 0, ""k"": 2}, {""y"": 1, ""o"": 0, ""s"": 0, ""k"": 2}, {""y"": 0, ""o"": 1, ""s"": 1, ""k"": 2}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 1}]"
k2w,k1w,9,2,"[{""y"": 2, ""o"": 3, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 3, ""s"": 2, ""k"": 1}]"
,,TOTAL,6,
#,#,#,#,#
k2w,m1e,6,1,"[{""y"": 0, ""o"": 0, ""s"": 2, ""k"": 1}]"
,,TOTAL,1,
#,#,#,#,#
k2w,m1w,7,3,"[{""y"": 1, ""o"": 0, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 1, ""s"": 0, ""k"": 2}, {""y"": 0, ""o"": 1, ""s"": 1, ""k"": 1}]"
,,TOTAL,3,
#,#,#,#,#
k2w,m2e,6,1,"[{""y"": 0, ""o"": 0, ""s"": 2, ""k"": 1}]"
,,TOTAL,1,
#,#,#,#,#
k2w,m3e,6,1,"[{""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}]"
,,TOTAL,1,
#,#,#,#,#
k2w,m3w,6,1,"[{""y"": 1, ""o"": 1, ""s"": 1, ""k"": 0}]"
,,TOTAL,1,
#,#,#,#,#
k2w,m4e,4,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
k2w,m4e,6,1,"[{""y"": 0, ""o"": 1, ""s"": 2, ""k"": 3}]"
,,TOTAL,2,
#,#,#,#,#
k2w,m5e,2,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 1}]"
k2w,m5e,3,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
,,TOTAL,2,
#,#,#,#,#
k2w,m5w,2,1,"[{""y"": 0, ""o"": 1, ""s"": 0, ""k"": 0}]"
k2w,m5w,5,1,"[{""y"": 0, ""o"": 1, ""s"": 1, ""k"": 0}]"
,,TOTAL,2,
#,#,#,#,#
k2w,m8w,2,1,"[{""y"": 0, ""o"": 0, ""s"": 0, ""k"": 0}]"
,,TOTAL,1,
#,#,#,#,#
m1e,s1e,8,1,"[{""y"": 0, ""o"": 2, ""s"": 1, ""k"": 2}]"
m1e,s1e,9,2,"[{""y"": 1, ""o"": 1, ""s"": 0, ""k"": 1}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 1}]"
m1e,s1e,10,2,"[{""y"": 1, ""o"": 2, ""s"": 2, ""k"": 1}, {""y"": 1, ""o"": 2, ""s"": 2, ""k"": 2}]"
m1e,s1e,11,1,"[{""y"": 1, ""o"": 2, ""s"": 0, ""k"": 2}]"
m1e,s1e,12,2,"[{""y"": 2, ""o"": 1, ""s"": 1, ""k"": 1}, {""y"": 1, ""o"": 2, ""s"": 2, ""k"": 2}]"
,,TOTAL,8,
#,#,#,#,#
m1e,s1w,8,4,"[{""y"": 0, ""o"": 4, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 0}, {""y"": 1, ""o"": 0, ""s"": 1, ""k"": 2}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 0}]"
m1e,s1w,9,12,"[{""y"": 0, ""o"": 1, ""s"": 1, ""k"": 2}, {""y"": 1, ""o"": 1, ""s"": 1, ""k"": 2}, {""y"": 0, ""o"": 2, ""s"": 0, ""k"": 2}, {""y"": 1, ""o"": 0, ""s"": 3, ""k"": 2}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 3, ""s"": 1, ""k"": 2}, {""y"": 1, ""o"": 2, ""s"": 0, ""k"": 1}, {""y"": 1, ""o"": 2, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 2}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 1}, {""y"": 2, ""o"": 3, ""s"": 0, ""k"": 0}]"
m1e,s1w,10,8,"[{""y"": 0, ""o"": 2, ""s"": 2, ""k"": 1}, {""y"": 1, ""o"": 1, ""s"": 2, ""k"": 2}, {""y"": 0, ""o"": 1, ""s"": 2, ""k"": 1}, {""y"": 2, ""o"": 0, ""s"": 2, ""k"": 1}, {""y"": 1, ""o"": 3, ""s"": 1, ""k"": 1}, {""y"": 2, ""o"": 2, ""s"": 0, ""k"": 2}, {""y"": 0, ""o"": 2, ""s"": 2, ""k"": 1}, {""y"": 1, ""o"": 1, ""s"": 1, ""k"": 2}]"
m1e,s1w,11,4,"[{""y"": 1, ""o"": 1, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 1, ""s"": 1, ""k"": 1}, {""y"": 2, ""o"": 1, ""s"": 2, ""k"": 1}, {""y"": 1, ""o"": 1, ""s"": 2, ""k"": 1}]"
m1e,s1w,12,1,"[{""y"": 2, ""o"": 3, ""s"": 0, ""k"": 2}]"
,,TOTAL,29,
#,#,#,#,#
m1e,s2e,12,1,"[{""y"": 0, ""o"": 1, ""s"": 3, ""k"": 4}]"
,,TOTAL,1,
#,#,#,#,#
m1e,s2w,10,1,"[{""y"": 0, ""o"": 0, ""s"": 2, ""k"": 0}]"
m1e,s2w,12,1,"[{""y"": 1, ""o"": 0, ""s"": 1, ""k"": 1}]"
,,TOTAL,2,
#,#,#,#,#
m1e,k1e,8,18,"[{""y"": 0, ""o"": 1, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 1}, {""y"": 0, ""o"": 0, ""s"": 0, ""k"": 1}, {""y"": 1, ""o"": 1, ""s"": 0, ""k"": 2}, {""y"": 2, ""o"": 0, ""s"": 1, ""k"": 1}, {""y"": 1, ""o"": 0, ""s"": 2, ""k"": 1}, {""y"": 0, ""o"": 2, ""s"": 0, ""k"": 1}, {""y"": 2, ""o"": 1, ""s"": 0, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 1, ""s"": 1, ""k"": 2}, {""y"": 0, ""o"": 1, ""s"": 2, ""k"": 1}, {""y"": 1, ""o"": 2, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 1, ""s"": 1, ""k"": 1}, {""y"": 1, ""o"": 0, ""s"": 2, ""k"": 0}, {""y"": 0, ""o"": 1, ""s"": 1, ""k"": 1}]"
m1e,k1e,9,19,"[{""y"": 0, ""o"": 0, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 3, ""s"": 0, ""k"": 2}, {""y"": 1, ""o"": 1, ""s"": 2, ""k"": 1}, {""y"": 0, ""o"": 1, ""s"": 2, ""k"": 2}, {""y"": 0, ""o"": 0, ""s"": 1, ""k"": 3}, {""y"": 1, ""o"": 1, ""s"": 2, ""k"": 2}, {""y"": 1, ""o"": 0, ""s"": 3, ""k"": 1}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 0}, {""y"": 1, ""o"": 1, ""s"": 0, ""k"": 1}, {""y"": 0, ""o"": 1, ""s"": 2, ""k"": 0}, {""y"": 1, ""o"": 0, ""s"": 0, ""k"": 1}, {""y"": 0, ""o"": 1, ""s"": 1, ""k"": 2}, {""y"": 0, ""o"": 1, ""s"": 1, ""k"": 0}, {""y"": 1, ""o"": 0, ""s"": 1, ""k"": 3}, {""y"": 2, ""o"": 1, ""s"": 2, ""k"": 1}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 2, ""s"": 1, ""k"": 1}, {""y"": 0, ""o"": 1, ""s"": 1, ""k"": 0}, {""y"": 0, ""o"": 2, ""s"": 2, ""k"": 1}]"
