Name,Wins,Losses,Record,Neustadl,Weighted Neustadl,Rank,Inverse Rank,Weight,Sanyaku,Starting Rank,Beats
Hakuho,14,1,28,118,149.551,0,69,3.79,Y1e,Y1e,Tochinoshin;Kotoshogiku;Aminishiki;Asasekiryu;Homasho;Kitataiki;Aran;Yoshikaze;Takekaze;Kakuryu;Tochiozan;Kaio;Baruto;Kotooshu
Kotooshu,8,7,2,54,62.0262,1,68,2.2896,O1e,O1e,Aran;Asasekiryu;Kitataiki;Hakuba;Tochinoshin;Takekaze;Yoshikaze;Tochiozan
Baruto,11,4,14,89,114.5307,2,67,2.2896,O1w,O1w,Kisenosato;Aran;Aminishiki;Kotoshogiku;Asasekiryu;Tochiozan;Kitataiki;Tochinoshin;Kakuryu;Yoshikaze;Kotooshu
Harumafuji,0,15,-30,0,0,3,66,2.2896,O2e,O2e,
Kaio,12,3,18,94,122.3055,4,65,2.2896,O2w,O2w,Kotoshogiku;Tochinoshin;Kisenosato;Kitataiki;Kakuryu;Asasekiryu;Homasho;Aran;Tochiozan;Takekaze;Hakuba;Baruto
Tochiozan,7,8,-2,52,60.292,5,64,1.5961,S1e,S1e,Asasekiryu;Kitataiki;Aran;Kotoshogiku;Yoshikaze;Takekaze;Kakuryu
Kakuryu,7,8,-2,49,62.0546,6,63,1.5961,S1w,S1w,Homasho;Asasekiryu;Aran;Aminishiki;Kitataiki;Kotooshu;Hakuba
Aran,4,11,-14,27,33.616,7,62,1.2755,K1e,K1e,Tochinoshin;Aminishiki;Kitataiki;Hakuba
Tochinoshin,6,9,-6,38,48.52609999999999,8,61,1.2755,K1w,K1w,Harumafuji;Kakuryu;Kotoshogiku;Homasho;Kitataiki;Hakuba
Kisenosato,10,5,10,79,104.1938,9,60,1.1274,,M1e,Hakuho;Harumafuji;Kotooshu;Tochiozan;Kakuryu;Asasekiryu;Aran;Tochinoshin;Aminishiki;Tamawashi
Kotoshogiku,9,6,6,65,85.9109,10,59,1.1274,,M1w,Harumafuji;Aran;Kakuryu;Aminishiki;Homasho;Kitataiki;Kisenosato;Asasekiryu;Tamawashi
Aminishiki,8,7,2,62,77.67439999999999,11,58,1.0589,,M2e,Kaio;Kotooshu;Tochinoshin;Tochiozan;Kitataiki;Hakuba;Wakanosato;Homasho
Asasekiryu,6,9,-6,33,40.9378,12,57,1.0589,,M2w,Harumafuji;Wakanosato;Tochinoshin;Aran;Aminishiki;Kokkai
Homasho,7,8,-2,61,78.6658,13,56,1.0272,,M3e,Tochiozan;Takekaze;Kotooshu;Baruto;Yoshikaze;Kisenosato;Aran
Kitataiki,5,10,-10,36,37.3386,14,55,1.0272,,M3w,Hakuba;Takekaze;Yoshikaze;Tokitenku;Wakanosato
Hakuba,4,11,-14,25,26.735,15,54,1.0126,,M4e,Kotokasuga;Kokkai;Tochiozan;Kimurayama
Takekaze,6,9,-6,34,35.341899999999995,16,53,1.0126,,M4w,Wakanosato;Hakuba;Kokkai;Kimurayama;Shimotori;Aran
Yoshikaze,8,7,2,55,61.496399999999994,17,52,1.0058,,M5e,Kokkai;Hakuba;Wakanosato;Kotokasuga;Tokusegawa;Kyokutenho;Tochinoshin;Asasekiryu
Wakanosato,5,10,-10,32,36.263999999999996,18,51,1.0058,,M5w,Hakuba;Kimurayama;Kotokasuga;Sokokurai;Homasho
Kokkai,4,11,-14,25,26.416099999999997,19,50,1.0027,,M6e,Kotokasuga;Wakanosato;Tokusegawa;Bushuyama
Tokusegawa,8,7,2,61,68.2003,20,49,1.0027,,M6w,Kotokasuga;Wakanosato;Hakuba;Takekaze;Tosayutaka;Tamawashi;Homasho;Kotooshu
Kotokasuga,5,10,-10,38,38.328199999999995,21,48,1.0012,,M7e,Shimotori;Takekaze;Tochinonada;Mokonami;Koryu
Kimurayama,5,10,-10,36,37.3891,22,47,1.0012,,M7w,Shimotori;Kokkai;Tokusegawa;Kotokasuga;Tokitenku
